pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,entry_ts,profit_ratio_numeric,context_date,close,ema21,ema89,atr_pct,ret_24h,ret_63h,rolling_vol_120h,breakout_20h,breakdown_20h,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path,win,period_bucket
ES/USD,39486.0,39486.0,24.0,2017-07-14 14:00:00+00:00,2017-07-18 13:00:00+00:00,1645.25,1652.75,0.0,0.0,5700,0.0045585777237501955,180.0,exit_signal,1612.35,-0.02,1612.35,-0.02,1643.749999999998,1660.749999999998,False,,1.0,False,1500040800000,1500382800000,"[{'amount': 24.0, 'safe_price': 1645.249999999998, 'ft_order_side': 'buy', 'order_filled_timestamp': 1500040800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 39485.99999999995}, {'amount': 24.0, 'safe_price': 1652.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1500382800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 39666.0}]",0.0,1,2017-07-14 14:00:00+00:00,0.0045585777237501955,2017-07-14 14:00:00+00:00,1646.749999999998,1642.1593178409255,1635.1706567448803,0.0009325728165867847,0.005035093072932595,0.012450046111281976,0.0011719982638951276,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,39948.0,39948.0,24.0,2017-07-19 14:00:00+00:00,2017-07-24 02:00:00+00:00,1664.5,1666.25,0.0,0.0,6480,0.001051366776809854,42.0,exit_signal,1631.21,-0.02,1631.21,-0.02,1661.749999999998,1675.499999999998,False,,1.0,False,1500472800000,1500861600000,"[{'amount': 24.0, 'safe_price': 1664.499999999998, 'ft_order_side': 'buy', 'order_filled_timestamp': 1500472800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 39947.99999999995}, {'amount': 24.0, 'safe_price': 1666.25, 'ft_order_side': 'sell', 'order_filled_timestamp': 1500861600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 39990.0}]",0.0,0,2017-07-19 14:00:00+00:00,0.001051366776809854,2017-07-19 14:00:00+00:00,1663.499999999998,1659.102291391949,1652.0279537550362,0.0007299583494353566,0.004074241738343254,0.010938924339106704,0.0010257128930670635,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,40410.0,40410.0,24.0,2017-08-08 15:00:00+00:00,2017-08-09 00:00:00+00:00,1683.75,1668.25,0.0,0.0,540,-0.009205642167780264,-372.0,exit_signal,1650.08,-0.02,1650.08,-0.02,1662.999999999998,1689.499999999998,False,,1.0,False,1502204400000,1502236800000,"[{'amount': 24.0, 'safe_price': 1683.749999999998, 'ft_order_side': 'buy', 'order_filled_timestamp': 1502204400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40409.99999999995}, {'amount': 24.0, 'safe_price': 1668.25, 'ft_order_side': 'sell', 'order_filled_timestamp': 1502236800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40038.0}]",0.0,2,2017-08-08 15:00:00+00:00,-0.009205642167780264,2017-08-08 15:00:00+00:00,1688.499999999998,1678.1025062046278,1675.2780032302046,0.0011527560387495255,0.00805970149253743,0.0106239712703875,0.001115168531402067,True,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,39924.0,39924.0,24.0,2017-08-31 14:00:00+00:00,2018-03-22 14:00:00+00:00,1663.5,1673.05,0.0,0.0,292320,0.005740907724676893,229.2,exit_signal,1630.23,-0.02,1630.23,-0.02,1660.749999999998,1676.999999999998,False,,1.0,False,1504188000000,1521727200000,"[{'amount': 24.0, 'safe_price': 1663.499999999998, 'ft_order_side': 'buy', 'order_filled_timestamp': 1504188000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 39923.99999999995}, {'amount': 24.0, 'safe_price': 1673.05, 'ft_order_side': 'sell', 'order_filled_timestamp': 1521727200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40153.2}]",0.0,3,2017-08-31 14:00:00+00:00,0.005740907724676893,2017-08-31 14:00:00+00:00,1663.249999999998,1656.3306557430776,1646.3101875593702,0.0015245539069377958,0.011247910016719986,0.013404417364813348,0.0016281630318480443,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,40179.6,40179.6,24.0,2018-06-11 14:00:00+00:00,2018-06-15 15:00:00+00:00,1674.15,1673.5,0.0,0.0,5820,-0.0003882567272944484,-15.6,exit_signal,1640.67,-0.02,1640.67,-0.02,1673.3499999999983,1674.599999999998,False,,1.0,False,1528725600000,1529074800000,"[{'amount': 24.0, 'safe_price': 1674.1499999999978, 'ft_order_side': 'buy', 'order_filled_timestamp': 1528725600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40179.59999999995}, {'amount': 24.0, 'safe_price': 1673.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1529074800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40164.0}]",0.0,4,2018-06-11 14:00:00+00:00,-0.0003882567272944484,2018-06-11 14:00:00+00:00,1674.1999999999978,1673.977162093342,1673.98478498407,1.0666075055085466e-05,0.00026885735623594087,2.220446049250313e-16,9.198905019845697e-05,True,False,Sideways,RangeBreakoutAttempt,OneHourRangeExpansion,TomacNQ_KillzoneBreakout,Sideways -> RangeBreakoutAttempt -> OneHourRangeExpansion -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,40172.4,40172.4,24.0,2018-07-03 15:00:00+00:00,2018-07-09 09:00:00+00:00,1673.85,1673.85,0.0,0.0,8280,0.0,0.0,exit_signal,1640.38,-0.02,1640.38,-0.02,1673.4499999999982,1674.1499999999983,False,,1.0,False,1530630000000,1531126800000,"[{'amount': 24.0, 'safe_price': 1673.8499999999983, 'ft_order_side': 'buy', 'order_filled_timestamp': 1530630000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40172.39999999996}, {'amount': 24.0, 'safe_price': 1673.85, 'ft_order_side': 'sell', 'order_filled_timestamp': 1531126800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40172.399999999994}]",0.0,0,2018-07-03 15:00:00+00:00,0.0,2018-07-03 15:00:00+00:00,1673.8499999999983,1673.6636262942973,1673.428706999828,1.2801966382034354e-05,0.000149378585086124,0.00035858359480056556,3.5964860888140726e-05,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,40174.8,40174.8,24.0,2018-07-10 15:00:00+00:00,2018-07-11 06:00:00+00:00,1673.95,1673.55,0.0,0.0,900,-0.00023895576331431663,-9.6,exit_signal,1640.48,-0.02,1640.48,-0.02,1673.5499999999984,1673.95,False,,1.0,False,1531234800000,1531288800000,"[{'amount': 24.0, 'safe_price': 1673.9499999999985, 'ft_order_side': 'buy', 'order_filled_timestamp': 1531234800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40174.79999999996}, {'amount': 24.0, 'safe_price': 1673.55, 'ft_order_side': 'sell', 'order_filled_timestamp': 1531288800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40165.2}]",0.0,2,2018-07-10 15:00:00+00:00,-0.00023895576331431663,2018-07-10 15:00:00+00:00,1673.9499999999985,1673.8765156989834,1673.7182748202654,2.7735936813263073e-05,-5.9735372300528944e-05,0.0001792489469125691,3.62436297856178e-05,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,40170.0,40170.0,24.0,2018-07-12 14:00:00+00:00,2018-07-18 15:00:00+00:00,1673.75,1673.7,0.0,0.0,8700,-2.987303958177747e-05,-1.2,exit_signal,1640.28,-0.02,1640.28,-0.02,1673.6499999999985,1673.8999999999987,False,,1.0,False,1531404000000,1531926000000,"[{'amount': 24.0, 'safe_price': 1673.7499999999984, 'ft_order_side': 'buy', 'order_filled_timestamp': 1531404000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40169.99999999996}, {'amount': 24.0, 'safe_price': 1673.7, 'ft_order_side': 'sell', 'order_filled_timestamp': 1531926000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40168.8}]",0.0,2,2018-07-12 14:00:00+00:00,-2.987303958177747e-05,2018-07-12 14:00:00+00:00,1673.6999999999985,1673.6710228972443,1673.6924322904774,3.627548886553552e-05,0.0,5.975143403458283e-05,3.305617855767143e-05,False,False,Sideways,RangeBreakoutAttempt,OneHourRangeExpansion,TomacNQ_KillzoneBreakout,Sideways -> RangeBreakoutAttempt -> OneHourRangeExpansion -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,40168.8,40168.8,24.0,2018-08-03 15:00:00+00:00,2018-08-13 18:00:00+00:00,1673.7,1673.4,0.0,0.0,14580,-0.0001792435920415846,-7.2,exit_signal,1640.23,-0.02,1640.23,-0.02,1673.399999999999,1673.949999999999,False,,1.0,False,1533308400000,1534183200000,"[{'amount': 24.0, 'safe_price': 1673.6999999999991, 'ft_order_side': 'buy', 'order_filled_timestamp': 1533308400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40168.79999999998}, {'amount': 24.0, 'safe_price': 1673.4, 'ft_order_side': 'sell', 'order_filled_timestamp': 1534183200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40161.600000000006}]",0.0,0,2018-08-03 15:00:00+00:00,-0.0001792435920415846,2018-08-03 15:00:00+00:00,1673.5999999999992,1673.5202475907536,1673.4445383140096,2.3473777656366403e-05,5.975500448163196e-05,0.0001792864399690064,2.4588770487736952e-05,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,40176.0,40176.0,24.0,2018-09-04 15:00:00+00:00,2018-09-09 23:00:00+00:00,1674.0,1674.15,0.0,0.0,7680,8.960573476702514e-05,3.6,exit_signal,1640.52,-0.02,1640.52,-0.02,1673.9499999999991,1674.299999999999,False,,1.0,False,1536073200000,1536534000000,"[{'amount': 24.0, 'safe_price': 1673.999999999999, 'ft_order_side': 'buy', 'order_filled_timestamp': 1536073200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40175.99999999998}, {'amount': 24.0, 'safe_price': 1674.15, 'ft_order_side': 'sell', 'order_filled_timestamp': 1536534000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40179.600000000006}]",0.0,6,2018-09-04 15:00:00+00:00,8.960573476702514e-05,2018-09-04 15:00:00+00:00,1673.999999999999,1673.8830372106092,1673.736313123951,2.9868578255667283e-05,0.00011948858883958913,0.00020912377139770122,2.196455648430418e-05,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,40183.2,40183.2,24.0,2018-09-10 14:00:00+00:00,2018-09-17 09:00:00+00:00,1674.3,1674.75,0.0,0.0,9780,0.0002687690378068448,10.8,exit_signal,1640.82,-0.02,1640.82,-0.02,1674.1999999999991,1674.8999999999987,False,,1.0,False,1536588000000,1537174800000,"[{'amount': 24.0, 'safe_price': 1674.299999999999, 'ft_order_side': 'buy', 'order_filled_timestamp': 1536588000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40183.199999999975}, {'amount': 24.0, 'safe_price': 1674.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1537174800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40194.0}]",0.0,0,2018-09-10 14:00:00+00:00,0.0002687690378068448,2018-09-10 14:00:00+00:00,1674.349999999999,1674.2196120113092,1674.123622775576,2.772931073470849e-05,8.959503046246375e-05,0.00014933397049166075,2.4660340409473126e-05,True,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,40197.6,40197.6,24.0,2018-09-18 16:00:00+00:00,2019-03-29 14:00:00+00:00,1674.9,1671.8,0.0,0.0,276360,-0.0018508567675682142,-74.4,exit_signal,1641.41,-0.02,1641.41,-0.02,1671.799999999999,1675.699999999999,False,,1.0,False,1537286400000,1553868000000,"[{'amount': 24.0, 'safe_price': 1674.899999999999, 'ft_order_side': 'buy', 'order_filled_timestamp': 1537286400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40197.59999999998}, {'amount': 24.0, 'safe_price': 1671.8, 'ft_order_side': 'sell', 'order_filled_timestamp': 1553868000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 40123.2}]",0.0,4,2018-09-18 16:00:00+00:00,-0.0018508567675682142,2018-09-18 16:00:00+00:00,1674.949999999999,1674.8085019131229,1674.7094550832292,4.26451962318511e-05,5.97068394185829e-05,0.00017914191024992476,2.4536456366949212e-05,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,40131.6,40131.6,24.0,2019-04-12 14:00:00+00:00,2019-10-09 09:00:00+00:00,1672.15,1696.68,0.0,0.0,258900,0.01466973656669558,588.72,trailing_stop_loss,1638.71,-0.02,1696.68,-0.005,1671.5999999999988,1705.1999999999987,False,,1.0,False,1555077600000,1570611600000,"[{'amount': 24.0, 'safe_price': 1672.149999999999, 'ft_order_side': 'buy', 'order_filled_timestamp': 1555077600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40131.59999999998}, {'amount': 24.0, 'safe_price': 1696.68, 'ft_order_side': 'sell', 'order_filled_timestamp': 1570611600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 40720.32}]",0.0,2,2019-04-12 14:00:00+00:00,0.01466973656669558,2019-04-12 13:00:00+00:00,1672.149999999999,1672.5849347433484,1673.990030360676,4.0580774964653974e-05,-0.0017312916032355963,-0.0016418890680038878,0.0001503369826825648,False,False,Bear,CountertrendBreakout,OneHourWeakTrendContinuation,TomacNQ_KillzoneBreakout,Bear -> CountertrendBreakout -> OneHourWeakTrendContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,40936.8,40936.8,24.0,2019-10-11 14:00:00+00:00,2019-10-13 22:00:00+00:00,1705.7,1711.45,0.0,0.0,3360,0.0033710500087940462,138.0,trailing_stop_loss,1671.59,-0.02,1718.32,-0.005,1705.6999999999987,1726.9499999999987,False,,1.0,False,1570802400000,1571004000000,"[{'amount': 24.0, 'safe_price': 1705.6999999999987, 'ft_order_side': 'buy', 'order_filled_timestamp': 1570802400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40936.79999999997}, {'amount': 24.0, 'safe_price': 1711.45, 'ft_order_side': 'sell', 'order_filled_timestamp': 1571004000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 41074.8}]",0.0,6,2019-10-11 14:00:00+00:00,0.0033710500087940462,2019-10-11 13:00:00+00:00,1705.6999999999987,1695.0115606507304,1683.4262367253928,0.0026068057521419796,0.015327837138010114,0.019941997787544352,0.0018556775921154346,True,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,41344.8,41344.8,24.0,2019-10-14 15:00:00+00:00,2019-10-24 13:00:00+00:00,1722.7,1763.84,0.0,0.0,14280,0.023881116851454134,987.36,trailing_stop_loss,1688.25,-0.02,1763.84,-0.005,1722.6999999999987,1772.6999999999987,False,,1.0,False,1571065200000,1571922000000,"[{'amount': 24.0, 'safe_price': 1722.6999999999987, 'ft_order_side': 'buy', 'order_filled_timestamp': 1571065200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 41344.79999999997}, {'amount': 24.0, 'safe_price': 1763.84, 'ft_order_side': 'sell', 'order_filled_timestamp': 1571922000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 42332.159999999996}]",0.0,3,2019-10-14 15:00:00+00:00,0.023881116851454134,2019-10-14 14:00:00+00:00,1722.6999999999987,1707.1212275183284,1689.3023485312792,0.0025707154052193835,0.01368089676071671,0.02992257794517683,0.0020911788347385456,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,42508.8,42508.8,24.0,2019-10-25 15:00:00+00:00,2019-10-31 14:00:00+00:00,1771.2,1775.95,0.0,0.0,8580,0.0026817976513098486,114.0,trailing_stop_loss,1735.78,-0.02,1785.73,-0.005,1765.4499999999987,1794.6999999999987,False,,1.0,False,1572015600000,1572530400000,"[{'amount': 24.0, 'safe_price': 1771.1999999999987, 'ft_order_side': 'buy', 'order_filled_timestamp': 1572015600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 42508.79999999997}, {'amount': 24.0, 'safe_price': 1775.95, 'ft_order_side': 'sell', 'order_filled_timestamp': 1572530400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 42622.8}]",0.0,3,2019-10-25 15:00:00+00:00,0.0026817976513098486,2019-10-25 15:00:00+00:00,1777.6999999999987,1761.9977652985408,1733.3810179235559,0.0019587910542514823,0.012674812726081619,0.04944065645385054,0.002467838568352976,True,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,43222.8,43222.8,24.0,2019-11-01 14:00:00+00:00,2019-11-06 17:00:00+00:00,1800.95,1796.2,0.0,0.0,7380,-0.0026374968766484375,-114.0,exit_signal,1764.94,-0.02,1764.94,-0.02,1793.1999999999987,1802.4499999999987,False,,1.0,False,1572616800000,1573059600000,"[{'amount': 24.0, 'safe_price': 1800.9499999999987, 'ft_order_side': 'buy', 'order_filled_timestamp': 1572616800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43222.79999999997}, {'amount': 24.0, 'safe_price': 1796.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1573059600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 43108.8}]",0.0,2,2019-11-01 14:00:00+00:00,-0.0026374968766484375,2019-11-01 14:00:00+00:00,1799.6999999999987,1783.865603841836,1760.0117212724047,0.0019546908611752767,0.014372675008454516,0.025207211826027587,0.002795633382509865,True,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,43240.8,43240.8,24.0,2019-11-07 16:00:00+00:00,2019-11-13 09:00:00+00:00,1801.7,1770.2,0.0,0.0,8220,-0.017483487817061678,-756.0,exit_signal,1765.67,-0.02,1765.67,-0.02,1770.1999999999987,1801.7,False,,1.0,False,1573142400000,1573635600000,"[{'amount': 24.0, 'safe_price': 1801.6999999999987, 'ft_order_side': 'buy', 'order_filled_timestamp': 1573142400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43240.79999999997}, {'amount': 24.0, 'safe_price': 1770.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1573635600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 42484.8}]",0.0,2,2019-11-07 16:00:00+00:00,-0.017483487817061678,2019-11-07 16:00:00+00:00,1801.6999999999987,1798.3858399984458,1779.6818161580438,0.0013974896724522087,0.00013877709622800438,0.018801775566173795,0.002060904617975751,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,43222.8,43222.8,24.0,2019-11-15 16:00:00+00:00,2019-11-20 18:00:00+00:00,1800.95,1772.45,0.0,0.0,7320,-0.015824981259890625,-684.0,exit_signal,1764.94,-0.02,1764.94,-0.02,1772.1999999999987,1814.4499999999987,False,,1.0,False,1573833600000,1574272800000,"[{'amount': 24.0, 'safe_price': 1800.9499999999987, 'ft_order_side': 'buy', 'order_filled_timestamp': 1573833600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43222.79999999997}, {'amount': 24.0, 'safe_price': 1772.45, 'ft_order_side': 'sell', 'order_filled_timestamp': 1574272800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 42538.8}]",0.0,2,2019-11-15 16:00:00+00:00,-0.015824981259890625,2019-11-15 16:00:00+00:00,1800.9499999999987,1789.0452152262158,1783.2259700198208,0.0012295098221970161,0.01708363923871925,0.002784041871989773,0.0018064362085560533,True,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,42025.2,42025.2,24.0,2021-04-05 16:00:00+00:00,2021-04-07 13:00:00+00:00,1751.05,1748.3,0.0,0.0,2700,-0.0015704862796607764,-66.0,exit_signal,1716.03,-0.02,1716.03,-0.02,1738.0499999999984,1766.2999999999984,False,,1.0,False,1617638400000,1617800400000,"[{'amount': 24.0, 'safe_price': 1751.0499999999984, 'ft_order_side': 'buy', 'order_filled_timestamp': 1617638400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 42025.19999999996}, {'amount': 24.0, 'safe_price': 1748.3, 'ft_order_side': 'sell', 'order_filled_timestamp': 1617800400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 41959.2}]",0.0,2,2021-04-05 16:00:00+00:00,-0.0015704862796607764,2021-04-05 16:00:00+00:00,1750.0499999999984,1724.9300908915152,1736.8693071774383,0.002928487757492646,0.02106245806470408,-0.0017967145790556138,0.002982122963479425,False,False,Sideways,RangeBreakoutAttempt,OneHourRangeExpansion,TomacNQ_KillzoneBreakout,Sideways -> RangeBreakoutAttempt -> OneHourRangeExpansion -> TomacNQ_KillzoneBreakout,False,2020_2022
ES/USD,43663.2,43663.2,24.0,2021-04-14 14:00:00+00:00,2021-04-14 19:00:00+00:00,1819.3,1791.3,0.0,0.0,300,-0.015390534821085046,-672.0,exit_signal,1782.92,-0.02,1782.92,-0.02,1791.0499999999984,1820.0499999999984,False,,1.0,False,1618408800000,1618426800000,"[{'amount': 24.0, 'safe_price': 1819.2999999999984, 'ft_order_side': 'buy', 'order_filled_timestamp': 1618408800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43663.19999999996}, {'amount': 24.0, 'safe_price': 1791.3, 'ft_order_side': 'sell', 'order_filled_timestamp': 1618426800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 42991.2}]",0.0,2,2021-04-14 14:00:00+00:00,-0.015390534821085046,2021-04-14 14:00:00+00:00,1816.0499999999984,1811.5909959091098,1795.7740232745473,0.0018977608388692903,0.014524733945979085,0.02036745701764242,0.0025318688276980057,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,2020_2022
ES/USD,43993.2,43993.2,24.0,2021-04-15 15:00:00+00:00,2021-04-16 13:00:00+00:00,1833.05,1846.28,0.0,0.0,1320,0.0072174790649464065,317.52,trailing_stop_loss,1796.39,-0.02,1846.28,-0.005,1828.5499999999984,1855.5499999999984,False,,1.0,False,1618498800000,1618578000000,"[{'amount': 24.0, 'safe_price': 1833.0499999999984, 'ft_order_side': 'buy', 'order_filled_timestamp': 1618498800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43993.19999999996}, {'amount': 24.0, 'safe_price': 1846.28, 'ft_order_side': 'sell', 'order_filled_timestamp': 1618578000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 44310.72}]",0.0,4,2021-04-15 15:00:00+00:00,0.0072174790649464065,2021-04-15 15:00:00+00:00,1830.2999999999984,1814.6534572961368,1802.023991044502,0.0024195877334707056,0.007846700256050276,0.013567393952818696,0.002619441114274961,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,2020_2022
ES/USD,44515.2,44515.2,24.0,2021-04-19 14:00:00+00:00,2021-04-19 15:00:00+00:00,1854.8,1843.55,0.0,0.0,60,-0.006065343972395951,-270.0,exit_signal,1817.71,-0.02,1817.71,-0.02,1832.5499999999984,1854.8,False,,1.0,False,1618840800000,1618844400000,"[{'amount': 24.0, 'safe_price': 1854.7999999999984, 'ft_order_side': 'buy', 'order_filled_timestamp': 1618840800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44515.19999999996}, {'amount': 24.0, 'safe_price': 1843.55, 'ft_order_side': 'sell', 'order_filled_timestamp': 1618844400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44245.2}]",0.0,0,2021-04-19 14:00:00+00:00,-0.006065343972395951,2021-04-19 14:00:00+00:00,1842.5499999999984,1849.4458106831153,1829.2831602599879,0.0019092329341712008,-0.0023012778860732608,0.014312845779086647,0.0024753367637733916,False,True,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,2020_2022
