symbol,timeframe,session,event_time,sweep_type,direction,swept_side,sweep_level,reclaim_level,invalidation_level,continuation_trigger_level,wick_body_ratio,reclaim_speed_bars,continuation_confirmed,reversal_confirmed,near_pd_array,pd_array_type,mss_or_cisd_confirmed,displacement_confirmed,regime_bucket,provider_provenance,evidence_source,confidence,fail_closed_reason,confirmation_role,actionable
ETH,1h,provider_native,2026-04-22T14:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2422.02001953125,2422.02001953125,2424.6298828125,2392.760009765625,0.2911,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-23T00:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2358.909912109375,2358.909912109375,2345.510009765625,2381.2099609375,13.2977,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-23T02:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2345.510009765625,2345.510009765625,2345.110107421875,2367.179931640625,0.5148,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-23T17:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2307.0,2307.0,2285.820068359375,2330.1201171875,1.5695,1,False,False,False,none,False,False,range,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-25T15:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2308.219970703125,2308.219970703125,2306.7099609375,2319.10009765625,0.271,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-25T16:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2306.7099609375,2306.7099609375,2301.47998046875,2311.2900390625,2.053,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-26T08:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2335.139892578125,2335.139892578125,2338.31005859375,2331.179931640625,8.7144,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-26T11:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2338.31005859375,2338.31005859375,2338.56005859375,2333.2099609375,0.3969,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-26T19:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2369.72998046875,2369.72998046875,2376.1201171875,2360.429931640625,1.375,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-26T22:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2376.1201171875,2376.1201171875,2379.929931640625,2354.679931640625,14.4407,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-27T06:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2319.1201171875,2319.1201171875,2313.510009765625,2328.800048828125,14.7351,1,False,False,False,none,False,False,range,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-27T08:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2313.510009765625,2313.510009765625,2309.090087890625,2320.0,1.7092,1,False,False,False,none,False,False,range,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-27T13:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2309.090087890625,2309.090087890625,2303.510009765625,2319.909912109375,11.9605,1,False,False,False,none,False,False,range,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-28T13:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2269.830078125,2269.830078125,2258.030029296875,2285.719970703125,11.622,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-29T09:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2342.239990234375,2342.239990234375,2346.580078125,2322.64990234375,0.4736,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-29T10:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2346.580078125,2346.580078125,2346.889892578125,2330.5,0.6379,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-04-29T16:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2262.4599609375,2262.4599609375,2262.300048828125,2279.0,0.8831,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-01T14:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2324.530029296875,2324.530029296875,2325.590087890625,2301.260009765625,0.655,1,False,False,False,none,False,False,range,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-02T16:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2311.8798828125,2311.8798828125,2313.39990234375,2307.77001953125,14.1355,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-03T04:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2298.610107421875,2298.610107421875,2297.60009765625,2303.699951171875,119.878,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-03T20:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2337.510009765625,2337.510009765625,2343.780029296875,2328.31005859375,1.4694,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-03T22:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2343.780029296875,2343.780029296875,2355.840087890625,2323.89990234375,0.6676,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-04T03:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2387.340087890625,2387.340087890625,2390.570068359375,2371.64990234375,0.5605,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-04T04:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2390.570068359375,2390.570068359375,2398.02001953125,2384.320068359375,1.7066,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-05T05:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2388.409912109375,2388.409912109375,2389.919921875,2376.9599609375,51.2789,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-05T12:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2389.919921875,2389.919921875,2390.659912109375,2376.27001953125,0.1701,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-05T13:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2390.659912109375,2390.659912109375,2400.0,2383.760009765625,24.8269,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-05T22:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2359.389892578125,2359.389892578125,2355.889892578125,2381.719970703125,1.3318,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-05T23:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2355.889892578125,2355.889892578125,2354.2900390625,2369.830078125,1.0655,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-06T11:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2418.25,2418.25,2424.0,2408.889892578125,7.4688,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-06T14:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2354.2900390625,2354.2900390625,2346.330078125,2372.919921875,1.488,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-07T02:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2314.300048828125,2314.300048828125,2313.889892578125,2327.409912109375,1.5347,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-07T13:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2313.889892578125,2313.889892578125,2304.75,2332.139892578125,0.5091,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-07T15:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2289.3701171875,2289.3701171875,2286.5,2304.68994140625,1.6178,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-07T16:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2286.5,2286.5,2285.110107421875,2297.97998046875,4.6638,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-07T17:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2285.110107421875,2285.110107421875,2280.0,2301.530029296875,1.3448,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-08T18:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2315.5,2315.5,2321.18994140625,2305.5,0.7931,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-09T04:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2321.18994140625,2321.18994140625,2324.889892578125,2311.610107421875,3.1956,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-09T15:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2302.93994140625,2302.93994140625,2300.659912109375,2317.3701171875,0.7181,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-09T16:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2324.889892578125,2324.889892578125,2324.97998046875,2314.919921875,2.4903,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-09T18:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2333.77001953125,2333.77001953125,2337.60009765625,2328.52001953125,15.3418,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-10T20:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2318.179931640625,2318.179931640625,2312.679931640625,2369.989990234375,0.4331,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-10T23:00:00+00:00,true_sweep,bearish,buy_side_liquidity,2377.14990234375,2377.14990234375,2381.77001953125,2367.969970703125,0.8077,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-11T14:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2312.679931640625,2312.679931640625,2303.5400390625,2328.22998046875,2.1178,1,False,False,False,none,False,False,range,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-12T01:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2303.5400390625,2303.5400390625,2296.010009765625,2334.89990234375,0.6617,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
ETH,1h,provider_native,2026-05-12T11:00:00+00:00,true_sweep,bullish,sell_side_liquidity,2280.300048828125,2280.300048828125,2278.340087890625,2286.580078125,24.3173,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776092400,true_sweep,bearish,buy_side_liquidity,72435.1,72435.1,72492.7,71690.1,0.107,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776099600,true_sweep,bearish,buy_side_liquidity,72492.7,72492.7,72626.0,72105.5,7.7778,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776121200,true_sweep,bearish,buy_side_liquidity,74747.9,74747.9,74966.2,74440.9,1.4305,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776175200,true_sweep,bearish,buy_side_liquidity,75582.8,75582.8,76088.3,75071.9,0.9965,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776290400,true_sweep,bearish,buy_side_liquidity,75280.0,75280.0,75438.8,74737.0,1.9861,1,False,False,False,none,False,False,transition,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776369600,true_sweep,bearish,buy_side_liquidity,75419.9,75419.9,75500.0,75025.7,0.9805,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776416400,true_sweep,bearish,buy_side_liquidity,75882.7,75882.7,76384.3,75538.6,19.898,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776441600,true_sweep,bearish,buy_side_liquidity,78092.8,78092.8,78343.6,77773.6,6.6176,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776528000,true_sweep,bullish,sell_side_liquidity,75802.0,75802.0,75734.7,76242.6,1.0439,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776564000,true_sweep,bullish,sell_side_liquidity,75500.0,75500.0,75454.5,75736.9,0.8,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776567600,true_sweep,bullish,sell_side_liquidity,75454.5,75454.5,75407.3,75662.7,8.0988,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776578400,true_sweep,bullish,sell_side_liquidity,75407.3,75407.3,75334.4,75580.6,0.4681,1,False,False,False,none,False,False,transition,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776603600,true_sweep,bearish,buy_side_liquidity,75974.0,75974.0,76274.6,75611.2,0.9957,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776621600,true_sweep,bullish,sell_side_liquidity,74678.9,74678.9,74640.6,74916.6,8.5882,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,1776628800,true_sweep,bullish,sell_side_liquidity,74640.6,74640.6,74447.4,74984.5,0.6577,1,False,False,False,none,False,False,trend,kraken:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_kraken_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
