schema_version,run_id,accepted_regime_id,source_recipe,sibling_recipe,source_trade_id,source_market,source_timeframe,source_year_fold,parent_regime_root,child_regime_hypothesis,child_child_or_profit_factor,profit_factor_leaf,source_branch_path,sibling_branch_path,source_allowed_action,sibling_allowed_action,suppression_rule,current_execution_tree_branch,current_market_context,current_execution_readiness,current_execution_readiness_floor,trade_taken,replay_outcome,replay_profit_ratio_net,source_profit_ratio_net,nursery_status,promotion_allowed
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1029,GLD/USD,1d,2008,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.04296778679871875,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1038,GLD/USD,1d,2009,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,-0.04860000000000016,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1063,GLD/USD,1d,2009,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.08276109465447627,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1087,GLD/USD,1d,2009,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.006619030644932012,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1096,GLD/USD,1d,2009,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,-0.048600000000000046,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1105,GLD/USD,1d,2009,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.009868887427099505,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1115,GLD/USD,1d,2009,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.004230921187010784,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1125,GLD/USD,1d,2009,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.04578193688792169,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1135,GLD/USD,1d,2009,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,-0.0011333089869724582,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1428,GLD/USD,1d,2010,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.0048268662476206765,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1440,GLD/USD,1d,2010,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.018426567569002007,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1464,GLD/USD,1d,2010,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.020928833015729054,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1485,GLD/USD,1d,2010,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,-0.024617312186134676,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1694,GLD/USD,1d,2011,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.039927075660001796,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1707,GLD/USD,1d,2011,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,-0.014167883036061046,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1743,GLD/USD,1d,2011,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.06031145560061961,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:1752,GLD/USD,1d,2011,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.02388834407567979,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:3853,GLD/USD,1d,2020,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,-0.04860000000000016,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:3862,GLD/USD,1d,2020,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.036280381483838095,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:GLD/USD:1d:4523,GLD/USD,1d,2022,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.051180505289615416,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:HYG/USD:1d:397,HYG/USD,1d,2008,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,-0.031549777836882356,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:HYG/USD:1d:411,HYG/USD,1d,2008,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.013662664799102432,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:HYG/USD:1d:420,HYG/USD,1d,2008,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.09633728193666007,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:HYG/USD:1d:429,HYG/USD,1d,2008,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,0.07179441979171279,incubation_only,false
board-b-crisis-crowded-suppression-full-replay/v1,20260511T235747+0800-codex-board-b-crisis-crowded-suppression-full-replay-v1,BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,SourceRootStopCarryLongHorizonV1,CrisisCrowdedSuppressionSiblingV1,SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12:HYG/USD:1d:438,HYG/USD,1d,2009,Crisis,CrisisReliefCarry,BlockCrowdedSuppression,SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> BlockCrowdedSuppression -> SourceRootStopCarryLongHorizonV1:crisis_carry_no_trade_when_block_crowded_v1,long_relief_research_only_until_closed_loop_passes,no_trade,execution_tree_branch=block_crowded OR execution_readiness<0.45 OR live_context=RangeConsolidation/WideRange,block_crowded,RangeConsolidation/WideRange,0.4433,0.45,false,not_followed,0.0,-0.048600000000000046,incubation_only,false
