branch_path,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_id,provider,provider_label,symbol,direction,unit_label,status,trade_count,win_rate_pct,total_profit_pct,sharpe,material_path,strategy_path,rank_artifact,evidence_layer,failure_reason,pre_bayes_filter_state,bbn_posterior,catboost_path_ranker_label,execution_tree_decision,outcome,quality_weight,allowed_feedback_targets,pre_bayes_filter_allowed,bbn_learning_allowed,catboost_learning_allowed,execution_tree_branch_weight_update_allowed,promotion_allowed,trade_usable
Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,ob_fvg_failed_mitigation_guard_v1,Kraken,Kraken XBTUSD 1h,BTC,long,OB/FVG ob_fvg_failed_mitigation_guard_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_failed_mitigation_guard_v1-kraken-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgFailedMitigationGuardV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,ob_fvg_failed_mitigation_guard_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,long,OB/FVG ob_fvg_failed_mitigation_guard_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_failed_mitigation_guard_v1-tradingviewremix-tvr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgFailedMitigationGuardV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,ob_fvg_failed_mitigation_guard_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,long,OB/FVG ob_fvg_failed_mitigation_guard_v1 - yfinance/YF SPY 1h,completed,99,35.3535,1.86,0.091,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_failed_mitigation_guard_v1-yfinance-yf-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgFailedMitigationGuardV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,order_block_retest_continuation_long_v1,Binance,Binance BTCUSDT 1h,BTC,long,OB/FVG order_block_retest_continuation_long_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-order_block_retest_continuation_long_v1-binance-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/BullishOrderBlockRetestContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,order_block_retest_continuation_long_v1,Bybit,Bybit BTCUSDT 1h,BTC,long,OB/FVG order_block_retest_continuation_long_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-order_block_retest_continuation_long_v1-bybit-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/BullishOrderBlockRetestContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,order_block_retest_continuation_long_v1,IBKR,IBKR SPY 1h,SPY,long,OB/FVG order_block_retest_continuation_long_v1 - IBKR SPY 1h,completed,71,32.3944,-2.42,-0.6318,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-order_block_retest_continuation_long_v1-ibkr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/BullishOrderBlockRetestContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,order_block_retest_continuation_long_v1,Kraken,Kraken XBTUSD 1h,BTC,long,OB/FVG order_block_retest_continuation_long_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-order_block_retest_continuation_long_v1-kraken-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/BullishOrderBlockRetestContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,order_block_retest_continuation_long_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,long,OB/FVG order_block_retest_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-order_block_retest_continuation_long_v1-tradingviewremix-tvr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/BullishOrderBlockRetestContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,order_block_retest_continuation_long_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,long,OB/FVG order_block_retest_continuation_long_v1 - yfinance/YF SPY 1h,completed,36,33.3333,-3.69,-0.1759,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-order_block_retest_continuation_long_v1-yfinance-yf-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/BullishOrderBlockRetestContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,Binance,Binance BTCUSDT 1h,BTC,long,OB/FVG ote_fvg_continuation_long_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-binance-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteFvgContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,Bybit,Bybit BTCUSDT 1h,BTC,long,OB/FVG ote_fvg_continuation_long_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-bybit-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteFvgContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,IBKR,IBKR SPY 1h,SPY,long,OB/FVG ote_fvg_continuation_long_v1 - IBKR SPY 1h,completed,91,26.3736,-3.91,-1.2296,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-ibkr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteFvgContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,Kraken,Kraken XBTUSD 1h,BTC,long,OB/FVG ote_fvg_continuation_long_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-kraken-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteFvgContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,long,OB/FVG ote_fvg_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-tradingviewremix-tvr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteFvgContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,long,OB/FVG ote_fvg_continuation_long_v1 - yfinance/YF SPY 1h,completed,77,31.1688,-6.17,-0.3395,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-yfinance-yf-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteFvgContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,Binance,Binance BTCUSDT 1h,BTC,long,OB/FVG ote_ob_continuation_long_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-binance-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteObContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,Bybit,Bybit BTCUSDT 1h,BTC,long,OB/FVG ote_ob_continuation_long_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-bybit-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteObContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,IBKR,IBKR SPY 1h,SPY,long,OB/FVG ote_ob_continuation_long_v1 - IBKR SPY 1h,completed,52,36.5385,-2.69,-0.7851,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-ibkr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteObContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,Kraken,Kraken XBTUSD 1h,BTC,long,OB/FVG ote_ob_continuation_long_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-kraken-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteObContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,long,OB/FVG ote_ob_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-tradingviewremix-tvr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteObContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,long,OB/FVG ote_ob_continuation_long_v1 - yfinance/YF SPY 1h,completed,23,47.8261,3.83,0.4,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-yfinance-yf-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/OteObContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,Binance,Binance BTCUSDT 1h,BTC,long,OB/FVG session_fvg_continuation_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-binance-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
