branch_path,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_id,provider,provider_label,symbol,timeframe,unit_label,status,trade_count,win_rate_pct,total_profit_pct,sharpe,join_status,rank_artifact,material_path,package_id
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,Binance,Binance BTCUSDT 1h,BTC,1h,OB/FVG ote_fvg_continuation_long_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-binance-1h-v1.material.json,ob-fvg-ote_fvg_continuation_long_v1-binance-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,Bybit,Bybit BTCUSDT 1h,BTC,1h,OB/FVG ote_fvg_continuation_long_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-bybit-1h-v1.material.json,ob-fvg-ote_fvg_continuation_long_v1-bybit-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,IBKR,IBKR SPY 1h,SPY,1h,OB/FVG ote_fvg_continuation_long_v1 - IBKR SPY 1h,completed,91,26.3736,-3.91,-1.2296,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-ibkr-1h-v1.material.json,ob-fvg-ote_fvg_continuation_long_v1-ibkr-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,Kraken,Kraken XBTUSD 1h,BTC,1h,OB/FVG ote_fvg_continuation_long_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-kraken-1h-v1.material.json,ob-fvg-ote_fvg_continuation_long_v1-kraken-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,1h,OB/FVG ote_fvg_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-tradingviewremix-tvr-1h-v1.material.json,ob-fvg-ote_fvg_continuation_long_v1-tradingviewremix-tvr-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,ote_fvg_continuation_long_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,1h,OB/FVG ote_fvg_continuation_long_v1 - yfinance/YF SPY 1h,completed,77,31.1688,-6.17,-0.3395,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_fvg_continuation_long_v1-yfinance-yf-1h-v1.material.json,ob-fvg-ote_fvg_continuation_long_v1-yfinance-yf-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,Binance,Binance BTCUSDT 1h,BTC,1h,OB/FVG ote_ob_continuation_long_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-binance-1h-v1.material.json,ob-fvg-ote_ob_continuation_long_v1-binance-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,Bybit,Bybit BTCUSDT 1h,BTC,1h,OB/FVG ote_ob_continuation_long_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-bybit-1h-v1.material.json,ob-fvg-ote_ob_continuation_long_v1-bybit-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,IBKR,IBKR SPY 1h,SPY,1h,OB/FVG ote_ob_continuation_long_v1 - IBKR SPY 1h,completed,52,36.5385,-2.69,-0.7851,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-ibkr-1h-v1.material.json,ob-fvg-ote_ob_continuation_long_v1-ibkr-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,Kraken,Kraken XBTUSD 1h,BTC,1h,OB/FVG ote_ob_continuation_long_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-kraken-1h-v1.material.json,ob-fvg-ote_ob_continuation_long_v1-kraken-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,1h,OB/FVG ote_ob_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-tradingviewremix-tvr-1h-v1.material.json,ob-fvg-ote_ob_continuation_long_v1-tradingviewremix-tvr-1h-v1
TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,ote_ob_continuation_long_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,1h,OB/FVG ote_ob_continuation_long_v1 - yfinance/YF SPY 1h,completed,23,47.8261,3.83,0.4,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ote_ob_continuation_long_v1-yfinance-yf-1h-v1.material.json,ob-fvg-ote_ob_continuation_long_v1-yfinance-yf-1h-v1
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,Binance,Binance BTCUSDT 1h,BTC,1h,OB/FVG session_fvg_continuation_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-binance-1h-v1.material.json,ob-fvg-session_fvg_continuation_v1-binance-1h-v1
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,Bybit,Bybit BTCUSDT 1h,BTC,1h,OB/FVG session_fvg_continuation_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-bybit-1h-v1.material.json,ob-fvg-session_fvg_continuation_v1-bybit-1h-v1
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,IBKR,IBKR SPY 1h,SPY,1h,OB/FVG session_fvg_continuation_v1 - IBKR SPY 1h,completed,142,27.4648,-3.56,-1.4057,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-ibkr-1h-v1.material.json,ob-fvg-session_fvg_continuation_v1-ibkr-1h-v1
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,Kraken,Kraken XBTUSD 1h,BTC,1h,OB/FVG session_fvg_continuation_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-kraken-1h-v1.material.json,ob-fvg-session_fvg_continuation_v1-kraken-1h-v1
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,1h,OB/FVG session_fvg_continuation_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-tradingviewremix-tvr-1h-v1.material.json,ob-fvg-session_fvg_continuation_v1-tradingviewremix-tvr-1h-v1
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,1h,OB/FVG session_fvg_continuation_v1 - yfinance/YF SPY 1h,completed,135,29.6296,-10.54,-0.6243,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-yfinance-yf-1h-v1.material.json,ob-fvg-session_fvg_continuation_v1-yfinance-yf-1h-v1
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,Binance,Binance BTCUSDT 1h,BTC,1h,OB/FVG session_ob_continuation_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-binance-1h-v1.material.json,ob-fvg-session_ob_continuation_v1-binance-1h-v1
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,Bybit,Bybit BTCUSDT 1h,BTC,1h,OB/FVG session_ob_continuation_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-bybit-1h-v1.material.json,ob-fvg-session_ob_continuation_v1-bybit-1h-v1
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,IBKR,IBKR SPY 1h,SPY,1h,OB/FVG session_ob_continuation_v1 - IBKR SPY 1h,completed,91,31.8681,-3.09,-0.9755,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-ibkr-1h-v1.material.json,ob-fvg-session_ob_continuation_v1-ibkr-1h-v1
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,Kraken,Kraken XBTUSD 1h,BTC,1h,OB/FVG session_ob_continuation_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-kraken-1h-v1.material.json,ob-fvg-session_ob_continuation_v1-kraken-1h-v1
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,1h,OB/FVG session_ob_continuation_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-tradingviewremix-tvr-1h-v1.material.json,ob-fvg-session_ob_continuation_v1-tradingviewremix-tvr-1h-v1
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,1h,OB/FVG session_ob_continuation_v1 - yfinance/YF SPY 1h,completed,49,32.6531,-2.11,-0.1278,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-yfinance-yf-1h-v1.material.json,ob-fvg-session_ob_continuation_v1-yfinance-yf-1h-v1
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,Binance,Binance BTCUSDT 1h,BTC,1h,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-binance-1h-v1.material.json,ob-fvg-smt_confirmed_ob_fvg_continuation_v1-binance-1h-v1
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,Bybit,Bybit BTCUSDT 1h,BTC,1h,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-bybit-1h-v1.material.json,ob-fvg-smt_confirmed_ob_fvg_continuation_v1-bybit-1h-v1
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,IBKR,IBKR SPY 1h,SPY,1h,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - IBKR SPY 1h,completed,70,30.0,2.48,3.6272,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-ibkr-1h-v1.material.json,ob-fvg-smt_confirmed_ob_fvg_continuation_v1-ibkr-1h-v1
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,Kraken,Kraken XBTUSD 1h,BTC,1h,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-kraken-1h-v1.material.json,ob-fvg-smt_confirmed_ob_fvg_continuation_v1-kraken-1h-v1
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,1h,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-tradingviewremix-tvr-1h-v1.material.json,ob-fvg-smt_confirmed_ob_fvg_continuation_v1-tradingviewremix-tvr-1h-v1
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,1h,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - yfinance/YF SPY 1h,completed,73,28.7671,-9.15,-0.5342,matched_material_title,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-yfinance-yf-1h-v1.material.json,ob-fvg-smt_confirmed_ob_fvg_continuation_v1-yfinance-yf-1h-v1
