schema_version,run_id,recipe_id,stratum_id,stratum_desc,parent_regime_root,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,positive_rows,control_rows,monthly_folds,positive_mean_net,control_mean_net,positive_minus_control_net,positive_lcb_5pct,positive_minus_control_lcb_5pct,fold_positive_rate_absolute,fold_positive_rate_vs_control,roundtrip_cost,gate_result
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,quote_btc_dense_altbasket,BTC-quoted coins with >=250 positive and >=250 control rows,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:quote_btc_dense_altbasket,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:quote_btc_dense_altbasket:cooldown_relative:4h,Manipulation(scoped) -> TelegramPumpEvent -> quote_btc_dense_altbasket -> diagnostic_not_tradeable,board-b-manipulation-stratified-action-surface/v1,4h,cooldown_relative,suppress_or_abstain_if_no_tradeable_stratified_action_surface,3228,2904,12,-0.001747721439613918,-0.0006434171450869136,-0.0011043042945270043,-0.003010102425041997,-0.002697025763922659,0.25,0.3333333333333333,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,quote_btc_dense_altbasket,BTC-quoted coins with >=250 positive and >=250 control rows,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:quote_btc_dense_altbasket,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:quote_btc_dense_altbasket:cooldown_relative:6h,Manipulation(scoped) -> TelegramPumpEvent -> quote_btc_dense_altbasket -> diagnostic_not_tradeable,board-b-manipulation-stratified-action-surface/v1,6h,cooldown_relative,suppress_or_abstain_if_no_tradeable_stratified_action_surface,3227,2906,12,-0.0009706325812343513,-0.0002482617539485649,-0.0007223708272857864,-0.00238667280250593,-0.002517942106364882,0.3333333333333333,0.3333333333333333,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,quote_btc_dense_altbasket,BTC-quoted coins with >=250 positive and >=250 control rows,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:quote_btc_dense_altbasket,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:quote_btc_dense_altbasket:cooldown_relative:8h,Manipulation(scoped) -> TelegramPumpEvent -> quote_btc_dense_altbasket -> diagnostic_not_tradeable,board-b-manipulation-stratified-action-surface/v1,8h,cooldown_relative,suppress_or_abstain_if_no_tradeable_stratified_action_surface,3226,2906,12,1.0641999059916849e-05,-0.00019286687123463807,0.00020350887029455493,-0.0016522122996735983,-0.001907569106520326,0.4166666666666667,0.5,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,quote_btc_dense_altbasket,BTC-quoted coins with >=250 positive and >=250 control rows,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:quote_btc_dense_altbasket,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:quote_btc_dense_altbasket:cooldown_relative:12h,Manipulation(scoped) -> TelegramPumpEvent -> quote_btc_dense_altbasket -> diagnostic_not_tradeable,board-b-manipulation-stratified-action-surface/v1,12h,cooldown_relative,suppress_or_abstain_if_no_tradeable_stratified_action_surface,3204,2905,12,0.0003480822624212698,-0.00029342241160645394,0.0006415046740277238,-0.0016519051437676338,-0.0019163559307782475,0.5,0.5,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,quote_btc_dense_altbasket,BTC-quoted coins with >=250 positive and >=250 control rows,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:quote_btc_dense_altbasket,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:quote_btc_dense_altbasket:cooldown_relative:18h,Manipulation(scoped) -> TelegramPumpEvent -> quote_btc_dense_altbasket -> diagnostic_not_tradeable,board-b-manipulation-stratified-action-surface/v1,18h,cooldown_relative,suppress_or_abstain_if_no_tradeable_stratified_action_surface,3211,2868,12,0.002203471521824274,-0.0008123136914223102,0.0030157852132465844,-0.00044329604603021754,-0.0004547524945387577,0.5,0.5,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,quote_btc_dense_altbasket,BTC-quoted coins with >=250 positive and >=250 control rows,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:quote_btc_dense_altbasket,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:quote_btc_dense_altbasket:cooldown_relative:24h,Manipulation(scoped) -> TelegramPumpEvent -> quote_btc_dense_altbasket -> diagnostic_not_tradeable,board-b-manipulation-stratified-action-surface/v1,24h,cooldown_relative,suppress_or_abstain_if_no_tradeable_stratified_action_surface,3217,2866,12,0.002510345265829439,0.0007184771206811242,0.0017918681451483147,-0.0005389050175112031,-0.0023890589971205453,0.4166666666666667,0.5,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,quote_btc_dense_altbasket,BTC-quoted coins with >=250 positive and >=250 control rows,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:quote_btc_dense_altbasket,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:quote_btc_dense_altbasket:cooldown_relative:36h,Manipulation(scoped) -> TelegramPumpEvent -> quote_btc_dense_altbasket -> diagnostic_not_tradeable,board-b-manipulation-stratified-action-surface/v1,36h,cooldown_relative,suppress_or_abstain_if_no_tradeable_stratified_action_surface,3195,2897,12,0.0021917450116321867,0.005650224843273051,-0.0034584798316408642,-0.0013422106118159255,-0.008695781508959617,0.3333333333333333,0.5833333333333334,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,quote_btc_dense_altbasket,BTC-quoted coins with >=250 positive and >=250 control rows,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:quote_btc_dense_altbasket,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:quote_btc_dense_altbasket:cooldown_relative:48h,Manipulation(scoped) -> TelegramPumpEvent -> quote_btc_dense_altbasket -> diagnostic_not_tradeable,board-b-manipulation-stratified-action-surface/v1,48h,cooldown_relative,suppress_or_abstain_if_no_tradeable_stratified_action_surface,3208,2882,12,-5.800528054372125e-06,0.011212368645894512,-0.011218169173948883,-0.003905133897268829,-0.017172276913184785,0.3333333333333333,0.5,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:1h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,1h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,471,303,8,0.000683657734830253,0.003912826088031074,-0.003229168353200821,-0.0012810596894470704,-0.007330101381804447,0.5555555555555556,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:2h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,2h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,0.0026664271870022677,0.0013788967523622176,0.0012875304346400501,0.0004275937571273933,-0.0035181759759921553,0.4444444444444444,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:3h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,3h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,0.004877938179734358,0.002856097942829098,0.0020218402369052597,0.0016284308054433983,-0.003589605543113655,0.5555555555555556,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:4h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,4h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,0.0038566083167404404,0.005131312166705581,-0.0012747038499651402,0.0005854640666787072,-0.007267716916235998,0.5555555555555556,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:6h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,6h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,0.005859978118379057,0.008471919841848287,-0.0026119417234692303,0.00221336134354362,-0.009657323353152284,0.4444444444444444,0.625,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:8h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,8h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,0.007024982435069385,0.018015885636960046,-0.01099090320189066,0.0021153954981061726,-0.02016192157840174,0.4444444444444444,0.625,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:12h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,12h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,0.006837206850670986,0.02076023605519437,-0.013923029204523384,0.001270146480129318,-0.025120718696921156,0.3333333333333333,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:18h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,18h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,468,303,8,0.010741387050878666,0.035296703892578815,-0.024555316841700148,0.0030439613491455896,-0.04142224734715465,0.3333333333333333,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:24h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,24h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,468,303,8,0.00931056016132448,0.047117316403440704,-0.03780675624211623,0.0003558678417039194,-0.05959792439117816,0.4444444444444444,0.375,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:36h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,36h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,467,303,8,0.006448195090336109,0.06413268152925716,-0.05768448643892105,-0.0026556098137682487,-0.08369770410541766,0.3333333333333333,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_long:48h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_long,board-b-manipulation-stratified-action-surface/v1,48h,event_long,suppress_or_abstain_if_no_tradeable_stratified_action_surface,468,303,8,0.001984624719421058,0.06864114886553699,-0.06665652414611593,-0.006590616031208521,-0.09566955488121978,0.4444444444444444,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_short:1h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_short,board-b-manipulation-stratified-action-surface/v1,1h,event_short,suppress_or_abstain_if_no_tradeable_stratified_action_surface,471,303,8,-0.0036836577348302534,-0.006912826088031074,0.0032291683532008207,-0.005648375159107577,-0.000871764675402805,0.1111111111111111,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_short:2h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_short,board-b-manipulation-stratified-action-surface/v1,2h,event_short,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,-0.005666427187002268,-0.004378896752362219,-0.001287530434640049,-0.007905260616877142,-0.006093236845272254,0.3333333333333333,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_short:3h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_short,board-b-manipulation-stratified-action-surface/v1,3h,event_short,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,-0.007877938179734359,-0.005856097942829099,-0.0020218402369052597,-0.011127445554025318,-0.007633286016924174,0.2222222222222222,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_short:4h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_short,board-b-manipulation-stratified-action-surface/v1,4h,event_short,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,-0.0068566083167404404,-0.008131312166705582,0.001274703849965141,-0.010127752566802173,-0.004718309216305717,0.3333333333333333,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_short:6h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_short,board-b-manipulation-stratified-action-surface/v1,6h,event_short,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,-0.008859978118379058,-0.011471919841848288,0.0026119417234692303,-0.012506594893214495,-0.004433439906213824,0.5555555555555556,0.375,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_short:8h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_short,board-b-manipulation-stratified-action-surface/v1,8h,event_short,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,-0.010024982435069387,-0.02101588563696005,0.010990903201890662,-0.0149345693720326,0.0018198848253795832,0.5555555555555556,0.375,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_short:12h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_short,board-b-manipulation-stratified-action-surface/v1,12h,event_short,suppress_or_abstain_if_no_tradeable_stratified_action_surface,470,303,8,-0.009837206850670988,-0.02376023605519437,0.013923029204523383,-0.015404267221212655,0.0027253397121256105,0.6666666666666666,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stratified-action-surface/v1,20260511T205050+0800-codex-board-b-manipulation-stratified-action-surface-v1,ManipulationStratifiedActionSurfaceV1,coin_ada,ADA/BTC dense single-coin stratum,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface:coin_ada,direct_manipulation_stratified_action_surface,ManipulationStratifiedActionSurfaceV1:coin_ada:event_short:18h,Manipulation(scoped) -> TelegramPumpEvent -> coin_ada -> ManipulationStratifiedActionSurfaceV1:event_short,board-b-manipulation-stratified-action-surface/v1,18h,event_short,suppress_or_abstain_if_no_tradeable_stratified_action_surface,468,303,8,-0.013741387050878667,-0.03829670389257881,0.024555316841700144,-0.021438812752611742,0.007688386336245651,0.6666666666666666,0.5,0.0015,fail:reject_positive_rows_lt500|reject_control_rows_lt500|reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
