event_id,instrument_or_asset,venue_or_chain,event_start,event_end,is_manipulation_positive,manipulation_type,negative_control_type,source_id,source_url_or_private_ref
EtherDelta:0x48332867933b2d06e1fe38923f8501dcf3b2d3c6e21d012b562a510a5417a5e9,0xac709fcb44a43c35f0da4e3163b117a17f3770f5/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-09T23:56:45Z,2017-02-09T23:56:46Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x9e10d026eac440e80265e1dde52c8db280bd8629dfbe40b71d117b936e1ff7ac,0x0000000000000000000000000000000000000000/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-25T19:30:40Z,2017-02-25T19:30:41Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x056632efbd11af1f6d653bbaccdf07485818e6a705e56d294e51050f2529b9de,0xd8912c10681d8b21fd3742244f44658dba12264e/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-25T19:49:55Z,2017-02-25T19:49:56Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xc35b72d55afda6ed69feb956064a2ed1da340ab88cb6dcec4bb963c425c644fd,0x0000000000000000000000000000000000000000/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-25T19:52:07Z,2017-02-25T19:52:08Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x50536eac77ce553894e1c34330a251bc733a8b3f365cff83be04c12dc35179a0,0x0000000000000000000000000000000000000000/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-25T20:11:32Z,2017-02-25T20:11:33Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x5d2f966af5dd0db952fbe85de01aa1eb1fdb4e964474d53358f9df7c671b763c,0x0000000000000000000000000000000000000000/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-25T20:26:49Z,2017-02-25T20:26:50Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xb6241589304d8762adaae8c55c9b343cba6b8eb8bbf708403caed48f36292458,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-25T20:54:33Z,2017-02-25T20:54:34Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xd25fefaad96240374f636a1f09c09eb0f6994571d64527cec45bb8b6c877d0c6,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-25T20:57:22Z,2017-02-25T20:57:23Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xbbae63767971d941578a4b8cea1ecd51fc02fbb9b5d812cb74514751916b263a,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-25T20:59:50Z,2017-02-25T20:59:51Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x0b450cd32b36fb9c6fb22aeff98a1dba3aa02b6a2351b0c2c8076a2fceef9485,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T21:02:15Z,2017-02-25T21:02:16Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x090702da50f755c80eb93daaddb3553bcc0abc627ab878a72c96b68d2c05b9c6,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T21:12:24Z,2017-02-25T21:12:25Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x32d11fc0a5ff2c9bd89b8ab349feabc0ed58d404b7543938567f71f56b83f9d3,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T21:18:00Z,2017-02-25T21:18:01Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x9633221af6c42521d578ec24234db73feccc2e76518ad861e5135e782b67b343,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T21:24:44Z,2017-02-25T21:24:45Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xdb13045d93eb4cf4bddd63ba06aa21ffe3510f274ddb9a9cb990c0b728068008,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T21:26:41Z,2017-02-25T21:26:42Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xa437d821eef78a3676833abfef35e0c5951e9d695ce45f3298450118ad7630c6,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T21:28:59Z,2017-02-25T21:29:00Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xe2a1e3cbcf4a6d39778ea7660b43a05cd0281428d1f0f177fb462babb0fcff9b,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-25T21:34:00Z,2017-02-25T21:34:01Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x530aeead94baa316857a47524549db8a270aebe56467dd47372592ef72252ed3,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T21:41:40Z,2017-02-25T21:41:41Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x32953716c6c7ce197e9626d1392db015efe6a4e83635dcbfd3600c0eda8cd3a8,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T21:46:18Z,2017-02-25T21:46:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xda8e734aa496ae1ef1a120996cc6ac66ede97aa2315b7e97de580710e6ffaad8,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-25T21:47:12Z,2017-02-25T21:47:13Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xd635d55b5089704697ed737822692cc22f595b71069f57572f93cc99861f495d,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T22:02:09Z,2017-02-25T22:02:10Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x527d2ee74cb5b1e71312f6ed72ad716088fdc4ea558048a15c888d6bd05cd849,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-25T22:13:11Z,2017-02-25T22:13:12Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x2450f0491ce22261ec74201fd4ee1bae7bb1fad6e09d3c7f334fd4d3e0eb8464,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T22:15:24Z,2017-02-25T22:15:25Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xdcd6dceaa08090e24536ae2c0c98776a38470dbb319d711f6b2f408466125d33,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T22:19:16Z,2017-02-25T22:19:17Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x3e309031d513bb32c0e73312f6cc8435c7b671d071459d476d0fd6809f3bbab4,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T22:40:17Z,2017-02-25T22:40:18Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xd13c6e3ea90f3fea36e9741871f7318d2fc024081c7e2e50957a028389605c32,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T22:42:15Z,2017-02-25T22:42:16Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x02c090fab66b163c6cebb71e56b735b9227f76fd55dff973d68cbaf747951f88,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T22:45:47Z,2017-02-25T22:45:48Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x4c41f7f3c151aa5777fc459983ac5d5ac14eb2ba77e66ac691bdd9a47b71bcd0,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-25T23:21:06Z,2017-02-25T23:21:07Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x28c2132dba3ee3331989fce33c90530f51c7846398fc31301a4060fc428cafc8,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T00:38:59Z,2017-02-26T00:39:00Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xe0cbade286be2d042bc666518b5c286046bd97edbf284e0f5fa51cd7e506b667,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T00:43:34Z,2017-02-26T00:43:35Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xf97ea78782450b770b27207a76380874d6bf20f9ea1b58ca1384e4b92c86a5fc,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T00:53:38Z,2017-02-26T00:53:39Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xbe8ff5dd0b30cab0d9cd65da916e4593007c4f3b610077a9130b0ea03c0fae88,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T01:00:04Z,2017-02-26T01:00:05Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xcee9f0e1a4d881baadb2faec2039a24f37d3e027bf5d2c2411a18f2b43480cee,0x0000000000000000000000000000000000000000/0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,EtherDelta/Ethereum,2017-02-26T08:11:10Z,2017-02-26T08:11:11Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xa91999dfc426f9b236380dafd565b6966cdc2d0e0c87e60daaa05b7da0cf9beb,0x949bed886c739f1a3273629b3320db0c5024c719/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-26T11:31:01Z,2017-02-26T11:31:02Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xf8eb64f5c772182f8b3b571abd428033dea27a42b6d0ba6bc897cfabaafb45bb,0x949bed886c739f1a3273629b3320db0c5024c719/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-26T11:40:18Z,2017-02-26T11:40:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x15781d9eec2900e58e6ba63fe0054a78f12459b8df5b67a5d8c106894fc81077,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:01:49Z,2017-02-26T12:01:50Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x79cd13fb041bf53d7de74c8047661680787b9ca7b119815bec15ddd0d12034f1,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:01:49Z,2017-02-26T12:01:50Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x2ac00cbd91fefe5925180b552e54d557affd36513478c07a475e051ad03e5d50,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:11:51Z,2017-02-26T12:11:52Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x726b97f67045d3924499d212d2f9502557aa8a8a17601589ce328eadab67e83c,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:13:05Z,2017-02-26T12:13:06Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x32e31c492259ef034c28bdfb3fd39b543092260a69bc3445617401a6a415090a,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:13:18Z,2017-02-26T12:13:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x8bdcaf84f145fa8f68417b9a6d7fd3480b2810e407d8b27134b6f2c7310955e7,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:13:18Z,2017-02-26T12:13:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xf35259d4004b5bdc7b249b5aa3fe45833de3fe8984cac450554757e183f86d65,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:16:42Z,2017-02-26T12:16:43Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xe61190f36fd7e162c90bfebb3ca49a84cc13a24a5ad62d1ecc58e42ad5489c77,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:17:31Z,2017-02-26T12:17:32Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xba1122f3a26b206d9e359c4c4d63bd9860b5030f5df910329995569f11ccbdd5,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:22:12Z,2017-02-26T12:22:13Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xb0ec82e1d363882256f8afe960c13a0f0ef4074aa4d1aa9fbbe62da62d10e286,0x0000000000000000000000000000000000000000/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-26T12:27:35Z,2017-02-26T12:27:36Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xfb619ecf81b03f2bd1cd8fefdc4db75f34d30351d28678d3acee9a708f6f4e55,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:29:48Z,2017-02-26T12:29:49Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x49f71434fb805baba942f49e1e79bfbdba2a281746344ff7da3b66df8922f6bb,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:33:02Z,2017-02-26T12:33:03Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x06741311979659e46b160280a8487bf063e8c7f37a02a694ed84d1d3ec590ba5,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:48:56Z,2017-02-26T12:48:57Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xcb1af97b09902e2aba2c543b68c49119cbb40872e42ba93817fbfbaa711738ad,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T12:58:08Z,2017-02-26T12:58:09Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x83818010794ee14eed488eff916d0307f61a955f646a71534ca27a2d79320fb5,0xf77089f2f00fca83501705b711cbb10a0de77628/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T13:06:27Z,2017-02-26T13:06:28Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x0d1ceeb3b24ef6842649f07a4aea120e77901c9e4bbb5c723167a8909f34eb94,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T13:53:18Z,2017-02-26T13:53:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xb90390bacb2da5fb28badbfb232fcf3a02345745ecf02d2e59c552f96094f16d,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T13:59:10Z,2017-02-26T13:59:11Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x9c32ddc12767e1b2311eb810d48e7dce8737b39200759d5f548a134681b98437,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:04:42Z,2017-02-26T14:04:43Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xa0464dfe4a6ec77c317d384bc2415b8965e1ece9b19242a85e689c8537b8a982,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:11:31Z,2017-02-26T14:11:32Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
