event_id,instrument_or_asset,venue_or_chain,event_start,event_end,is_manipulation_positive,manipulation_type,negative_control_type,chronological_split,source_id,source_url_or_private_ref
IDEX:0x87bbc5fe23574dc757ab818a9011cf6c18bf5066f57788e6dd2bd1fc147eae25,0x0000000000000000000000000000000000000000/0x744d70fdbe2ba4cf95131626614a1763df805b9e,IDEX/Ethereum,2017-09-27T22:57:49Z,2017-09-27T22:57:50Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,train,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=IDEX; direct_signature=maker == taker
EtherDelta:0x0fc01c7eef4038bf37e7d25eff5153b5daede719921a548d331da625ab84cf9b,0xcbcc0f036ed4788f63fc0fee32873d6a7487b908/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-07-11T03:53:16Z,2017-07-11T03:53:17Z,false,none_negative_control,same_venue_non_self_trade_control,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x954acf2ce95a51a031400665400cb99f98744e126d189bb59d7e0a5443f629f8,0x0000000000000000000000000000000000000000/0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,EtherDelta/Ethereum,2017-07-11T03:53:16Z,2017-07-11T03:53:17Z,false,none_negative_control,same_venue_non_self_trade_control,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xcff53b2f1120205d9eca042e1dac9d745ac9bfc1f6ac02fd2f146ea3bf4d2d39,0x8f3470a7388c05ee4e7af3d01d8c722b0ff52374/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-07-11T03:53:16Z,2017-07-11T03:53:17Z,false,none_negative_control,same_venue_non_self_trade_control,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xe4c887fbecedd7d6a5fc1478d578ce9b542753d1e6273998a73c91161c7a0e27,0x8f3470a7388c05ee4e7af3d01d8c722b0ff52374/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-07-11T03:53:16Z,2017-07-11T03:53:17Z,false,none_negative_control,same_venue_non_self_trade_control,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x078a10c0908e2d5bb34cc099110d227ab467ae49d0c67109eac5a67ee58fdce0,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-07-11T03:53:39Z,2017-07-11T03:53:40Z,false,none_negative_control,same_venue_non_self_trade_control,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x6e8cd27df0564d8a4667722bdbdc558aca8dd286fc2e8b5019b1e55f2e1675e8,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-07-11T05:52:06Z,2017-07-11T05:52:07Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x24d5c78d8cacc57e2c6458982e677f3f52e1944b2db17887063cbc9dcc6ffc61,0x0000000000000000000000000000000000000000/0x5c543e7ae0a1104f78406c340e9c64fd9fce5170,EtherDelta/Ethereum,2017-07-11T05:56:04Z,2017-07-11T05:56:05Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x1c3a20ae0e3d6d48308e70d4388b9de31c36389bb6b143d17b64c901c1bc8520,0x0000000000000000000000000000000000000000/0x5c543e7ae0a1104f78406c340e9c64fd9fce5170,EtherDelta/Ethereum,2017-07-11T05:59:38Z,2017-07-11T05:59:39Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x801662d0d390a64c736bd39ac5ce0328643f33f2af8bede37aca9cbbac47ada2,0x5a84969bb663fb64f6d015dcf9f622aedc796750/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-07-11T06:56:08Z,2017-07-11T06:56:09Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x0139654a34606e72fdba8c1a32f3050e4dd5847ea8b2b277ae994a9e5bc63c3c,0x5a84969bb663fb64f6d015dcf9f622aedc796750/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-07-11T06:56:28Z,2017-07-11T06:56:29Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,test,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
