record,contract,trade_date_iso,time,order_id,order_at,side_type,buy_sell,price,qty,page,day,mon,yy
895,HGH2,2011-12-14,08:47:05.424,4202012,000009SR,FLIP,S,3.34,37,16,14,Dec,11
896,HGH2,2011-12-14,08:47:33.496,4205376,00000A27,SPOOF,S,3.34,36,16,14,Dec,11
897,HGH2,2011-12-14,08:47:33.516,4205379,00000A28,SPOOF,S,3.34,7,16,14,Dec,11
898,HGH2,2011-12-14,08:47:33.517,4205380,00000A29,SPOOF,S,3.34,4,16,14,Dec,11
899,HGH2,2011-12-14,08:47:34.180,4205483,00000A2H,FLIP,B,3.34,42,16,14,Dec,11
900,HGH2,2011-12-14,09:07:35.273,4337942,00000K6J,SPOOF,B,3.32,34,16,14,Dec,11
901,HGH2,2011-12-14,09:07:35.278,4337944,00000K6K,SPOOF,B,3.32,4,17,14,Dec,11
902,HGH2,2011-12-14,09:07:35.279,4337945,00000K6L,SPOOF,B,3.32,4,17,14,Dec,11
903,HGH2,2011-12-14,09:07:36.248,4337973,00000K78,FLIP,S,3.32,33,17,14,Dec,11
904,HGH2,2011-12-14,09:07:36.250,4337974,00000K79,FLIP,S,3.32,4,17,14,Dec,11
905,HGH2,2011-12-14,09:11:40.976,4359932,00000MGJ,SPOOF,B,3.32,42,17,14,Dec,11
906,HGH2,2011-12-14,09:11:40.976,4359933,00000MGK,SPOOF,B,3.32,4,17,14,Dec,11
907,HGH2,2011-12-14,09:11:40.978,4359934,00000MGL,SPOOF,B,3.32,4,17,14,Dec,11
908,HGH2,2011-12-14,09:11:41.225,4359973,00000MGV,SPOOF,B,3.32,40,17,14,Dec,11
909,HGH2,2011-12-14,09:11:41.231,4359977,00000MGW,SPOOF,B,3.32,4,17,14,Dec,11
910,HGH2,2011-12-14,09:11:41.233,4359978,00000MGX,SPOOF,B,3.32,3,17,14,Dec,11
911,HGH2,2011-12-14,09:11:41.452,4359986,00000MHD,FLIP,S,3.32,32,17,14,Dec,11
912,HGH2,2011-12-14,09:12:53.507,4365373,00000NE4,SPOOF,S,3.32,37,17,14,Dec,11
913,HGH2,2011-12-14,09:12:53.509,4365374,00000NE5,SPOOF,S,3.32,40,17,14,Dec,11
914,HGH2,2011-12-14,09:12:53.509,4365376,00000NE6,SPOOF,S,3.32,5,17,14,Dec,11
915,HGH2,2011-12-14,09:12:53.509,4365377,00000NE7,SPOOF,S,3.32,4,17,14,Dec,11
916,HGH2,2011-12-14,09:12:53.525,4365381,00000NE9,SPOOF,S,3.32,5,17,14,Dec,11
917,HGH2,2011-12-14,09:12:53.585,4365385,00000NEA,SPOOF,S,3.32,47,17,14,Dec,11
918,HGH2,2011-12-14,09:12:53.590,4365393,00000NEB,SPOOF,S,3.32,6,17,14,Dec,11
919,HGH2,2011-12-14,09:12:53.621,4365406,00000NEC,SPOOF,S,3.32,4,17,14,Dec,11
920,HGH2,2011-12-14,09:12:53.706,4365410,00000NED,SPOOF,S,3.32,3,17,14,Dec,11
921,HGH2,2011-12-14,09:12:53.726,4365412,00000NEE,SPOOF,S,3.32,4,17,14,Dec,11
922,HGH2,2011-12-14,09:12:53.819,4365413,00000NEF,SPOOF,S,3.32,7,17,14,Dec,11
923,HGH2,2011-12-14,09:12:54.228,4365417,00000NFA,FLIP,B,3.32,34,17,14,Dec,11
924,HGH2,2011-12-14,09:20:47.640,4415306,00000SVH,SPOOF,S,3.32,4,17,14,Dec,11
925,HGH2,2011-12-14,09:20:47.790,4415308,00000SVI,SPOOF,S,3.32,4,17,14,Dec,11
926,HGH2,2011-12-14,09:20:47.895,4415316,00000SVJ,SPOOF,S,3.32,37,17,14,Dec,11
927,HGH2,2011-12-14,09:20:47.898,4415317,00000SVK,SPOOF,S,3.32,4,17,14,Dec,11
928,HGH2,2011-12-14,09:20:48.000,4415324,00000SVM,SPOOF,S,3.32,4,17,14,Dec,11
929,HGH2,2011-12-14,09:20:48.114,4415337,00000SVN,SPOOF,S,3.32,46,17,14,Dec,11
930,HGH2,2011-12-14,09:20:48.115,4415338,00000SVO,SPOOF,S,3.32,4,17,14,Dec,11
931,HGH2,2011-12-14,09:20:48.117,4415340,00000SVP,SPOOF,S,3.32,7,17,14,Dec,11
932,HGH2,2011-12-14,09:20:48.542,4415395,00000SW9,FLIP,B,3.32,37,17,14,Dec,11
933,HGH2,2011-12-14,09:20:49.613,4415536,00000SWX,SPOOF,B,3.32,4,17,14,Dec,11
934,HGH2,2011-12-14,09:20:49.758,4415553,00000SWZ,SPOOF,B,3.32,4,17,14,Dec,11
935,HGH2,2011-12-14,09:20:49.829,4415554,00000SX0,SPOOF,B,3.32,44,17,14,Dec,11
936,HGH2,2011-12-14,09:20:49.832,4415555,00000SX1,SPOOF,B,3.32,4,17,14,Dec,11
937,HGH2,2011-12-14,09:20:49.832,4415556,00000SX2,SPOOF,B,3.32,5,17,14,Dec,11
938,HGH2,2011-12-14,09:20:49.913,4415557,00000SX4,SPOOF,B,3.32,46,17,14,Dec,11
939,HGH2,2011-12-14,09:20:49.919,4415560,00000SX5,SPOOF,B,3.32,4,17,14,Dec,11
940,HGH2,2011-12-14,09:20:49.920,4415561,00000SX6,SPOOF,B,3.32,4,17,14,Dec,11
941,HGH2,2011-12-14,09:20:50.018,4415563,00000SX8,SPOOF,B,3.32,7,17,14,Dec,11
942,HGH2,2011-12-14,09:20:50.063,4415569,00000SX9,SPOOF,B,3.32,4,17,14,Dec,11
943,HGH2,2011-12-14,09:20:50.340,4415590,00000SXM,FLIP,S,3.32,39,17,14,Dec,11
944,HGH2,2011-12-14,09:20:52.776,4415802,00000SZE,SPOOF,S,3.32,4,17,14,Dec,11
945,HGH2,2011-12-14,09:20:52.904,4415833,00000SZF,SPOOF,S,3.32,4,17,14,Dec,11
946,HGH2,2011-12-14,09:20:52.995,4415840,00000SZG,SPOOF,S,3.32,4,17,14,Dec,11
947,HGH2,2011-12-14,09:20:53.094,4415850,00000SZI,SPOOF,S,3.32,34,17,14,Dec,11
948,HGH2,2011-12-14,09:20:53.096,4415851,00000SZJ,SPOOF,S,3.32,4,17,14,Dec,11
949,HGH2,2011-12-14,09:20:53.202,4415860,00000SZQ,SPOOF,S,3.32,39,17,14,Dec,11
950,HGH2,2011-12-14,09:20:53.212,4415870,00000SZR,SPOOF,S,3.32,5,17,14,Dec,11
951,HGH2,2011-12-14,09:20:53.213,4415871,00000SZS,SPOOF,S,3.32,4,17,14,Dec,11
952,HGH2,2011-12-14,09:20:53.622,4415932,00000T03,FLIP,B,3.32,36,17,14,Dec,11
953,HGH2,2011-12-14,09:20:55.643,4416109,00000T2Z,SPOOF,B,3.32,44,17,14,Dec,11
954,HGH2,2011-12-14,09:20:55.645,4416110,00000T30,SPOOF,B,3.32,4,17,14,Dec,11
955,HGH2,2011-12-14,09:20:55.646,4416111,00000T31,SPOOF,B,3.32,6,17,14,Dec,11
956,HGH2,2011-12-14,09:20:56.268,4416185,00000T36,FLIP,S,3.32,47,17,14,Dec,11
957,HGH2,2011-12-14,09:22:25.204,4422469,00000TSI,SPOOF,B,3.32,39,17,14,Dec,11
958,HGH2,2011-12-14,09:22:25.218,4422474,00000TSJ,SPOOF,B,3.32,4,17,14,Dec,11
959,HGH2,2011-12-14,09:22:25.221,4422475,00000TSK,SPOOF,B,3.32,4,17,14,Dec,11
960,HGH2,2011-12-14,09:22:25.665,4422489,00000TSQ,FLIP,S,3.32,45,17,14,Dec,11
961,HGH2,2011-12-14,09:26:58.484,4446797,00000UXV,SPOOF,B,3.31,4,18,14,Dec,11
962,HGH2,2011-12-14,09:26:58.541,4446798,00000UXW,SPOOF,B,3.31,36,18,14,Dec,11
963,HGH2,2011-12-14,09:26:58.546,4446800,00000UXX,SPOOF,B,3.31,7,18,14,Dec,11
964,HGH2,2011-12-14,09:26:58.707,4446820,00000UXZ,SPOOF,B,3.31,4,18,14,Dec,11
965,HGH2,2011-12-14,09:26:59.052,4446862,00000UY9,FLIP,S,3.31,47,18,14,Dec,11
966,HGH2,2011-12-14,09:26:59.057,4446866,00000UYA,FLIP,S,3.31,6,18,14,Dec,11
967,HGH2,2011-12-14,09:27:02.486,4447096,00000UYU,SPOOF,S,3.31,4,18,14,Dec,11
968,HGH2,2011-12-14,09:27:02.597,4447100,00000UYV,SPOOF,S,3.31,39,18,14,Dec,11
969,HGH2,2011-12-14,09:27:02.600,4447103,00000UYW,SPOOF,S,3.31,6,18,14,Dec,11
970,HGH2,2011-12-14,09:27:03.046,4447134,00000UZ2,FLIP,B,3.31,46,18,14,Dec,11
971,HGH2,2011-12-14,09:27:03.049,4447135,00000UZ3,FLIP,B,3.31,8,18,14,Dec,11
972,HGH2,2011-12-14,09:27:08.380,4447820,00000V07,SPOOF,B,3.31,42,18,14,Dec,11
973,HGH2,2011-12-14,09:27:08.381,4447821,00000V08,SPOOF,B,3.31,4,18,14,Dec,11
974,HGH2,2011-12-14,09:27:08.383,4447822,00000V09,SPOOF,B,3.31,4,18,14,Dec,11
975,HGH2,2011-12-14,09:27:08.783,4447910,00000V0K,FLIP,S,3.31,35,18,14,Dec,11
976,HGH2,2011-12-14,09:28:49.305,4454525,00000VBQ,SPOOF,S,3.32,4,18,14,Dec,11
977,HGH2,2011-12-14,09:28:49.417,4454527,00000VBR,SPOOF,S,3.32,4,18,14,Dec,11
978,HGH2,2011-12-14,09:28:49.425,4454528,00000VBS,SPOOF,S,3.32,46,18,14,Dec,11
979,HGH2,2011-12-14,09:28:49.432,4454529,00000VBT,SPOOF,S,3.32,5,18,14,Dec,11
980,HGH2,2011-12-14,09:28:49.625,4454535,00000VBV,SPOOF,S,3.32,4,18,14,Dec,11
981,HGH2,2011-12-14,09:28:49.633,4454536,00000VBW,SPOOF,S,3.32,37,18,14,Dec,11
982,HGH2,2011-12-14,09:28:49.636,4454537,00000VBX,SPOOF,S,3.32,4,18,14,Dec,11
983,HGH2,2011-12-14,09:28:49.745,4454559,00000VBY,SPOOF,S,3.32,4,18,14,Dec,11
984,HGH2,2011-12-14,09:28:50.308,4454578,00000VCL,FLIP,B,3.32,38,18,14,Dec,11
985,HGH2,2011-12-14,09:28:52.739,4454704,00000VD0,SPOOF,S,3.32,4,18,14,Dec,11
986,HGH2,2011-12-14,09:28:52.861,4454706,00000VD6,SPOOF,S,3.32,4,18,14,Dec,11
987,HGH2,2011-12-14,09:28:52.962,4454709,00000VDA,SPOOF,S,3.32,4,18,14,Dec,11
988,HGH2,2011-12-14,09:28:53.060,4454710,00000VDD,SPOOF,S,3.32,35,18,14,Dec,11
989,HGH2,2011-12-14,09:28:53.065,4454711,00000VDE,SPOOF,S,3.32,3,18,14,Dec,11
990,HGH2,2011-12-14,09:28:53.178,4454713,00000VDJ,SPOOF,S,3.32,44,18,14,Dec,11
991,HGH2,2011-12-14,09:28:53.190,4454716,00000VDK,SPOOF,S,3.32,8,18,14,Dec,11
992,HGH2,2011-12-14,09:28:53.190,4454717,00000VDL,SPOOF,S,3.32,4,18,14,Dec,11
993,HGH2,2011-12-14,09:28:53.267,4454720,00000VDO,SPOOF,S,3.32,41,18,14,Dec,11
994,HGH2,2011-12-14,09:28:53.287,4454721,00000VDP,SPOOF,S,3.32,4,18,14,Dec,11
995,HGH2,2011-12-14,09:28:53.298,4454722,00000VDQ,SPOOF,S,3.32,4,18,14,Dec,11
996,HGH2,2011-12-14,09:28:53.653,4454741,00000VEA,FLIP,B,3.32,38,18,14,Dec,11
997,HGH2,2011-12-14,09:28:53.658,4454745,00000VEB,FLIP,B,3.32,2,18,14,Dec,11
998,HGH2,2011-12-14,09:41:50.214,4515607,000010UO,SPOOF,S,3.32,42,18,14,Dec,11
999,HGH2,2011-12-14,09:41:50.214,4515608,000010UP,SPOOF,S,3.32,4,18,14,Dec,11
1000,HGH2,2011-12-14,09:41:50.216,4515609,000010UQ,SPOOF,S,3.32,7,18,14,Dec,11
1001,HGH2,2011-12-14,09:41:50.342,4515611,000010UR,SPOOF,S,3.32,42,18,14,Dec,11
1002,HGH2,2011-12-14,09:41:50.342,4515612,000010US,SPOOF,S,3.32,4,18,14,Dec,11
1003,HGH2,2011-12-14,09:41:50.344,4515613,000010UT,SPOOF,S,3.32,3,18,14,Dec,11
1004,HGH2,2011-12-14,09:41:50.755,4515617,000010V3,FLIP,B,3.32,46,18,14,Dec,11
1005,HGH2,2011-12-14,09:41:50.758,4515619,000010V4,FLIP,B,3.32,3,18,14,Dec,11
1006,HGH2,2011-12-14,10:15:01.227,4810112,00001IAM,SPOOF,S,3.27,41,18,14,Dec,11
1007,HGH2,2011-12-14,10:15:01.229,4810113,00001IAN,SPOOF,S,3.27,6,18,14,Dec,11
1008,HGH2,2011-12-14,10:15:01.270,4810120,00001IAO,SPOOF,S,3.27,4,18,14,Dec,11
1009,HGH2,2011-12-14,10:15:01.353,4810125,00001IAP,SPOOF,S,3.27,36,18,14,Dec,11
1010,HGH2,2011-12-14,10:15:01.353,4810126,00001IAQ,SPOOF,S,3.27,4,18,14,Dec,11
1011,HGH2,2011-12-14,10:15:01.355,4810127,00001IAR,SPOOF,S,3.27,7,18,14,Dec,11
1012,HGH2,2011-12-14,10:15:01.763,4810215,00001IB7,FLIP,B,3.27,47,18,14,Dec,11
1013,HGH2,2011-12-14,10:16:02.102,4817693,00001IO1,SPOOF,S,3.28,4,18,14,Dec,11
1014,HGH2,2011-12-14,10:16:02.207,4817702,00001IO2,SPOOF,S,3.28,4,18,14,Dec,11
1015,HGH2,2011-12-14,10:16:02.326,4817711,00001IO4,SPOOF,S,3.28,47,18,14,Dec,11
1016,HGH2,2011-12-14,10:16:02.327,4817712,00001IO5,SPOOF,S,3.28,4,18,14,Dec,11
1017,HGH2,2011-12-14,10:16:02.328,4817713,00001IO6,SPOOF,S,3.28,5,18,14,Dec,11
1018,HGH2,2011-12-14,10:16:02.444,4817720,00001IO7,SPOOF,S,3.28,4,18,14,Dec,11
1019,HGH2,2011-12-14,10:16:02.540,4817744,00001IO8,SPOOF,S,3.28,46,18,14,Dec,11
1020,HGH2,2011-12-14,10:16:02.540,4817745,00001IO9,SPOOF,S,3.28,4,18,14,Dec,11
1021,HGH2,2011-12-14,10:16:02.542,4817746,00001IOA,SPOOF,S,3.28,8,19,14,Dec,11
1022,HGH2,2011-12-14,10:16:03.011,4817779,00001IOX,FLIP,B,3.28,39,19,14,Dec,11
1023,HGH2,2011-12-14,10:17:14.029,4825020,00001J66,SPOOF,B,3.27,4,19,14,Dec,11
1024,HGH2,2011-12-14,10:17:14.207,4825053,00001J6B,SPOOF,B,3.27,4,19,14,Dec,11
1025,HGH2,2011-12-14,10:17:14.306,4825059,00001J6D,SPOOF,B,3.27,47,19,14,Dec,11
1026,HGH2,2011-12-14,10:17:14.308,4825060,00001J6E,SPOOF,B,3.27,7,19,14,Dec,11
1027,HGH2,2011-12-14,10:17:14.344,4825064,00001J6F,SPOOF,B,3.27,38,19,14,Dec,11
1028,HGH2,2011-12-14,10:17:14.346,4825065,00001J6G,SPOOF,B,3.27,7,19,14,Dec,11
1029,HGH2,2011-12-14,10:17:14.754,4825110,00001J6T,FLIP,S,3.27,33,19,14,Dec,11
1030,HGH2,2011-12-14,10:17:18.086,4825256,00001J7O,SPOOF,B,3.27,4,19,14,Dec,11
1031,HGH2,2011-12-14,10:17:18.207,4825258,00001J7P,SPOOF,B,3.27,4,19,14,Dec,11
1032,HGH2,2011-12-14,10:17:18.323,4825267,00001J7R,SPOOF,B,3.27,47,19,14,Dec,11
1033,HGH2,2011-12-14,10:17:18.324,4825268,00001J7S,SPOOF,B,3.27,4,19,14,Dec,11
1034,HGH2,2011-12-14,10:17:18.326,4825269,00001J7T,SPOOF,B,3.27,5,19,14,Dec,11
1035,HGH2,2011-12-14,10:17:18.423,4825278,00001J7V,SPOOF,B,3.27,48,19,14,Dec,11
1036,HGH2,2011-12-14,10:17:18.425,4825279,00001J7W,SPOOF,B,3.27,4,19,14,Dec,11
1037,HGH2,2011-12-14,10:17:18.440,4825281,00001J7X,SPOOF,B,3.27,4,19,14,Dec,11
1038,HGH2,2011-12-14,10:17:18.561,4825285,00001J7Y,SPOOF,B,3.27,44,19,14,Dec,11
1039,HGH2,2011-12-14,10:17:18.561,4825286,00001J7Z,SPOOF,B,3.27,4,19,14,Dec,11
1040,HGH2,2011-12-14,10:17:18.563,4825287,00001J80,SPOOF,B,3.27,4,19,14,Dec,11
1041,HGH2,2011-12-14,10:17:18.866,4825324,00001J8J,FLIP,S,3.27,41,19,14,Dec,11
1042,HGH2,2011-12-14,10:17:23.815,4825783,00001JAV,SPOOF,S,3.27,41,19,14,Dec,11
1043,HGH2,2011-12-14,10:17:23.842,4825785,00001JAW,SPOOF,S,3.27,4,19,14,Dec,11
1044,HGH2,2011-12-14,10:17:23.843,4825786,00001JAX,SPOOF,S,3.27,4,19,14,Dec,11
1045,HGH2,2011-12-14,10:17:23.967,4825797,00001JAY,SPOOF,S,3.27,47,19,14,Dec,11
1046,HGH2,2011-12-14,10:17:23.967,4825798,00001JAZ,SPOOF,S,3.27,4,19,14,Dec,11
1047,HGH2,2011-12-14,10:17:23.969,4825799,00001JB0,SPOOF,S,3.27,6,19,14,Dec,11
1048,HGH2,2011-12-14,10:17:24.046,4825800,00001JB1,SPOOF,S,3.27,39,19,14,Dec,11
1049,HGH2,2011-12-14,10:17:24.048,4825801,00001JB2,SPOOF,S,3.27,6,19,14,Dec,11
1050,HGH2,2011-12-14,10:17:24.053,4825802,00001JB3,SPOOF,S,3.27,4,19,14,Dec,11
1051,HGH2,2011-12-14,10:17:24.550,4825841,00001JBO,FLIP,B,3.27,41,19,14,Dec,11
1052,HGH2,2011-12-14,10:17:24.552,4825842,00001JBP,FLIP,B,3.27,7,19,14,Dec,11
1053,HGH2,2011-12-14,10:19:40.839,4843605,00001KKJ,SPOOF,B,3.27,48,19,14,Dec,11
1054,HGH2,2011-12-14,10:19:40.841,4843606,00001KKK,SPOOF,B,3.27,4,19,14,Dec,11
1055,HGH2,2011-12-14,10:19:40.880,4843611,00001KKL,SPOOF,B,3.27,4,19,14,Dec,11
1056,HGH2,2011-12-14,10:19:40.957,4843616,00001KKM,SPOOF,B,3.27,3,19,14,Dec,11
1057,HGH2,2011-12-14,10:19:41.259,4843627,00001KKR,FLIP,S,3.27,34,19,14,Dec,11
1058,HGH2,2011-12-14,10:19:41.262,4843628,00001KKS,FLIP,S,3.27,5,19,14,Dec,11
1059,HGH2,2011-12-14,10:21:13.234,4855691,00001LM8,SPOOF,S,3.26,4,19,14,Dec,11
1060,HGH2,2011-12-14,10:21:13.246,4855692,00001LMA,SPOOF,S,3.26,43,19,14,Dec,11
1061,HGH2,2011-12-14,10:21:13.247,4855693,00001LMB,SPOOF,S,3.26,4,19,14,Dec,11
1062,HGH2,2011-12-14,10:21:13.248,4855694,00001LMC,SPOOF,S,3.26,6,19,14,Dec,11
1063,HGH2,2011-12-14,10:21:13.370,4855748,00001LME,SPOOF,S,3.26,4,19,14,Dec,11
1064,HGH2,2011-12-14,10:21:14.121,4855841,00001LMP,FLIP,B,3.26,49,19,14,Dec,11
1065,HGH2,2011-12-14,10:23:06.266,4877046,00001MNT,SPOOF,S,3.26,4,19,14,Dec,11
1066,HGH2,2011-12-14,10:23:06.446,4877061,00001MNU,SPOOF,S,3.26,4,19,14,Dec,11
1067,HGH2,2011-12-14,10:23:06.535,4877063,00001MNZ,SPOOF,S,3.26,4,19,14,Dec,11
1068,HGH2,2011-12-14,10:23:06.624,4877069,00001MO2,SPOOF,S,3.26,4,19,14,Dec,11
1069,HGH2,2011-12-14,10:23:06.626,4877070,00001MO3,SPOOF,S,3.26,39,19,14,Dec,11
1070,HGH2,2011-12-14,10:23:07.266,4877097,00001MOV,FLIP,B,3.26,47,19,14,Dec,11
1071,HGH2,2011-12-14,10:23:10.642,4877627,00001MQK,SPOOF,B,3.26,4,19,14,Dec,11
1072,HGH2,2011-12-14,10:23:10.781,4877637,00001MQV,SPOOF,B,3.26,43,19,14,Dec,11
1073,HGH2,2011-12-14,10:23:10.784,4877638,00001MQW,SPOOF,B,3.26,6,19,14,Dec,11
1074,HGH2,2011-12-14,10:23:11.444,4877720,00001MR5,FLIP,S,3.26,45,19,14,Dec,11
1075,HGH2,2011-12-14,10:23:13.415,4877937,00001MRQ,SPOOF,S,3.26,4,19,14,Dec,11
1076,HGH2,2011-12-14,10:23:13.512,4877951,00001MRR,SPOOF,S,3.26,4,19,14,Dec,11
1077,HGH2,2011-12-14,10:23:13.635,4877964,00001MRT,SPOOF,S,3.26,4,19,14,Dec,11
1078,HGH2,2011-12-14,10:23:13.734,4877969,00001MRU,SPOOF,S,3.26,4,19,14,Dec,11
1079,HGH2,2011-12-14,10:23:13.747,4877971,00001MRV,SPOOF,S,3.26,37,19,14,Dec,11
1080,HGH2,2011-12-14,10:23:13.750,4877972,00001MRW,SPOOF,S,3.26,5,19,14,Dec,11
1081,HGH2,2011-12-14,10:23:13.827,4877973,00001MRX,SPOOF,S,3.26,42,20,14,Dec,11
1082,HGH2,2011-12-14,10:23:13.829,4877974,00001MRY,SPOOF,S,3.26,6,20,14,Dec,11
1083,HGH2,2011-12-14,10:23:13.877,4877976,00001MRZ,SPOOF,S,3.26,4,20,14,Dec,11
1084,HGH2,2011-12-14,10:23:13.955,4877977,00001MS0,SPOOF,S,3.26,49,20,14,Dec,11
1085,HGH2,2011-12-14,10:23:13.957,4877978,00001MS1,SPOOF,S,3.26,4,20,14,Dec,11
1086,HGH2,2011-12-14,10:23:13.970,4877979,00001MS2,SPOOF,S,3.26,4,20,14,Dec,11
1087,HGH2,2011-12-14,10:23:14.323,4878045,00001MSI,FLIP,B,3.26,36,20,14,Dec,11
1088,HGH2,2011-12-14,10:25:47.806,4896643,00001ODU,SPOOF,S,3.26,4,20,14,Dec,11
1089,HGH2,2011-12-14,10:25:47.940,4896710,00001ODV,SPOOF,S,3.26,4,20,14,Dec,11
1090,HGH2,2011-12-14,10:25:48.056,4896723,00001ODW,SPOOF,S,3.26,4,20,14,Dec,11
1091,HGH2,2011-12-14,10:25:48.187,4896746,00001ODY,SPOOF,S,3.26,4,20,14,Dec,11
1092,HGH2,2011-12-14,10:25:48.305,4896754,00001ODZ,SPOOF,S,3.26,33,20,14,Dec,11
1093,HGH2,2011-12-14,10:25:48.305,4896755,00001OE0,SPOOF,S,3.26,4,20,14,Dec,11
1094,HGH2,2011-12-14,10:25:48.308,4896756,00001OE1,SPOOF,S,3.26,4,20,14,Dec,11
1095,HGH2,2011-12-14,10:25:48.791,4896784,00001OEJ,FLIP,B,3.26,42,20,14,Dec,11
1096,HGH2,2011-12-14,10:25:51.183,4896998,00001OF2,SPOOF,S,3.26,4,20,14,Dec,11
1097,HGH2,2011-12-14,10:25:51.301,4897007,00001OF3,SPOOF,S,3.26,4,20,14,Dec,11
1098,HGH2,2011-12-14,10:25:51.422,4897011,00001OF4,SPOOF,S,3.26,4,20,14,Dec,11
1099,HGH2,2011-12-14,10:25:51.544,4897013,00001OFC,SPOOF,S,3.26,4,20,14,Dec,11
1100,HGH2,2011-12-14,10:25:51.623,4897014,00001OFD,SPOOF,S,3.26,33,20,14,Dec,11
1101,HGH2,2011-12-14,10:25:51.625,4897015,00001OFE,SPOOF,S,3.26,5,20,14,Dec,11
1102,HGH2,2011-12-14,10:25:51.727,4897034,00001OFF,SPOOF,S,3.26,34,20,14,Dec,11
1103,HGH2,2011-12-14,10:25:51.734,4897041,00001OFH,SPOOF,S,3.26,3,20,14,Dec,11
1104,HGH2,2011-12-14,10:25:51.738,4897042,00001OFI,SPOOF,S,3.26,4,20,14,Dec,11
1105,HGH2,2011-12-14,10:25:52.131,4897091,00001OG8,FLIP,B,3.26,37,20,14,Dec,11
1106,HGH2,2011-12-14,10:27:06.488,4905354,00001PB9,SPOOF,S,3.27,4,20,14,Dec,11
1107,HGH2,2011-12-14,10:27:06.617,4905359,00001PBA,SPOOF,S,3.26,4,20,14,Dec,11
1108,HGH2,2011-12-14,10:27:06.716,4905361,00001PBB,SPOOF,S,3.26,4,20,14,Dec,11
1109,HGH2,2011-12-14,10:27:06.740,4905362,00001PBC,SPOOF,S,3.26,49,20,14,Dec,11
1110,HGH2,2011-12-14,10:27:06.742,4905363,00001PBD,SPOOF,S,3.26,5,20,14,Dec,11
1111,HGH2,2011-12-14,10:27:06.919,4905388,00001PBK,SPOOF,S,3.26,39,20,14,Dec,11
1112,HGH2,2011-12-14,10:27:06.924,4905391,00001PBL,SPOOF,S,3.26,7,20,14,Dec,11
1113,HGH2,2011-12-14,10:27:06.926,4905392,00001PBM,SPOOF,S,3.26,4,20,14,Dec,11
1114,HGH2,2011-12-14,10:27:07.032,4905398,00001PBN,SPOOF,S,3.26,44,20,14,Dec,11
1115,HGH2,2011-12-14,10:27:07.035,4905399,00001PBO,SPOOF,S,3.26,5,20,14,Dec,11
1116,HGH2,2011-12-14,10:27:07.436,4905421,00001PCA,FLIP,B,3.27,46,20,14,Dec,11
1117,HGH2,2011-12-14,10:27:15.244,4906052,00001PF1,SPOOF,S,3.27,4,20,14,Dec,11
1118,HGH2,2011-12-14,10:27:15.374,4906055,00001PF3,SPOOF,S,3.27,4,20,14,Dec,11
1119,HGH2,2011-12-14,10:27:15.455,4906057,00001PF4,SPOOF,S,3.27,47,20,14,Dec,11
1120,HGH2,2011-12-14,10:27:15.457,4906058,00001PF5,SPOOF,S,3.27,6,20,14,Dec,11
1121,HGH2,2011-12-14,10:27:15.655,4906078,00001PF6,SPOOF,S,3.27,46,20,14,Dec,11
1122,HGH2,2011-12-14,10:27:15.657,4906079,00001PF7,SPOOF,S,3.27,3,20,14,Dec,11
1123,HGH2,2011-12-14,10:27:15.695,4906086,00001PF8,SPOOF,S,3.27,4,20,14,Dec,11
1124,HGH2,2011-12-14,10:27:15.931,4906127,00001PFG,SPOOF,S,3.27,45,20,14,Dec,11
1125,HGH2,2011-12-14,10:27:15.936,4906128,00001PFH,SPOOF,S,3.27,4,20,14,Dec,11
1126,HGH2,2011-12-14,10:27:15.938,4906129,00001PFI,SPOOF,S,3.27,4,20,14,Dec,11
1127,HGH2,2011-12-14,10:27:16.193,4906163,00001PFX,FLIP,B,3.27,48,20,14,Dec,11
1128,HGH2,2011-12-14,10:27:16.197,4906170,00001PFY,FLIP,B,3.27,6,20,14,Dec,11
1129,HGH2,2011-12-14,10:28:31.910,4912711,00001QES,SPOOF,S,3.26,36,20,14,Dec,11
1130,HGH2,2011-12-14,10:28:31.912,4912713,00001QET,SPOOF,S,3.26,6,20,14,Dec,11
1131,HGH2,2011-12-14,10:28:31.932,4912719,00001QEU,SPOOF,S,3.26,4,20,14,Dec,11
1132,HGH2,2011-12-14,10:28:32.031,4912729,00001QEV,SPOOF,S,3.26,34,20,14,Dec,11
1133,HGH2,2011-12-14,10:28:32.042,4912731,00001QEW,SPOOF,S,3.26,3,20,14,Dec,11
1134,HGH2,2011-12-14,10:28:32.043,4912732,00001QEX,SPOOF,S,3.26,4,20,14,Dec,11
1135,HGH2,2011-12-14,10:28:32.466,4912744,00001QF7,FLIP,B,3.26,37,20,14,Dec,11
1136,HGH2,2011-12-14,10:28:34.562,4912903,00001QG4,SPOOF,S,3.27,46,20,14,Dec,11
1137,HGH2,2011-12-14,10:28:34.566,4912904,00001QG5,SPOOF,S,3.27,4,20,14,Dec,11
1138,HGH2,2011-12-14,10:28:34.566,4912905,00001QG6,SPOOF,S,3.27,6,20,14,Dec,11
1139,HGH2,2011-12-14,10:28:34.658,4912915,00001QG7,SPOOF,S,3.27,4,20,14,Dec,11
1140,HGH2,2011-12-14,10:28:34.658,4912916,00001QG8,SPOOF,S,3.27,36,20,14,Dec,11
1141,HGH2,2011-12-14,10:28:34.660,4912917,00001QG9,SPOOF,S,3.27,3,21,14,Dec,11
