label_window_id,source_type,provider,instrument,market_context,timeframe,root,start_date,end_date,date_granularity,source_id,source_native_scope,crosswalk_layer,crosswalk_decision,scope_tier,confidence_gate_ref,status,notes
source-window-crosswalk-v1-0001-bull-2002-10-09-2007-10-09,source_window_crosswalk,yfinance,^GSPC,sp500_index,1m,Bull,2002-10-09,2007-10-09,day,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,same_underlying_calendar_window,not_calibrated_source_label_slot_only,materialized_source_window_label,same_underlying; calendar-date window membership projected to target bars; no trade usability claimed.
source-window-crosswalk-v1-0062-bear-2007-10-09-2009-03-09,source_window_crosswalk,yfinance,ES=F,sp500_futures_proxy,1mo,Bear,2007-10-09,2009-03-09,day,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,s_and_p_500_tradable_proxy,not_calibrated_source_label_slot_only,materialized_source_window_label,spx_tradable_proxy; calendar-date window membership projected to target bars; no trade usability claimed.
source-window-crosswalk-v1-0062-bear-2020-02-19-2020-03-23,source_window_crosswalk,yfinance,ES=F,sp500_futures_proxy,1mo,Bear,2020-02-19,2020-03-23,day,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,s_and_p_500_tradable_proxy,not_calibrated_source_label_slot_only,materialized_source_window_label,spx_tradable_proxy; calendar-date window membership projected to target bars; no trade usability claimed.
source-window-crosswalk-v1-0062-bear-2022-01-03-2022-10-12,source_window_crosswalk,yfinance,ES=F,sp500_futures_proxy,1mo,Bear,2022-01-03,2022-10-12,day,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,s_and_p_500_tradable_proxy,not_calibrated_source_label_slot_only,materialized_source_window_label,spx_tradable_proxy; calendar-date window membership projected to target bars; no trade usability claimed.
source-window-crosswalk-v1-0063-crisis-2001-03-2001-11,source_window_crosswalk,yfinance,ES=F,sp500_futures_proxy,1mo,Crisis,2001-03,2001-11,month,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,s_and_p_500_tradable_proxy,not_calibrated_source_label_slot_only,materialized_source_window_label,spx_tradable_proxy; NBER contraction month membership projected as Crisis context; no trade usability claimed.
source-window-crosswalk-v1-0063-crisis-2007-12-2009-06,source_window_crosswalk,yfinance,ES=F,sp500_futures_proxy,1mo,Crisis,2007-12,2009-06,month,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,s_and_p_500_tradable_proxy,not_calibrated_source_label_slot_only,materialized_source_window_label,spx_tradable_proxy; NBER contraction month membership projected as Crisis context; no trade usability claimed.
source-window-crosswalk-v1-0063-crisis-2020-02-2020-04,source_window_crosswalk,yfinance,ES=F,sp500_futures_proxy,1mo,Crisis,2020-02,2020-04,month,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,s_and_p_500_tradable_proxy,not_calibrated_source_label_slot_only,materialized_source_window_label,spx_tradable_proxy; NBER contraction month membership projected as Crisis context; no trade usability claimed.
sideways-BNB-USD-1d-2018-11-04-2018-11-12,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2018-11-04,2018-11-12,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=9; train=9; calibration=0; test=0
sideways-BNB-USD-1d-2020-06-15-2020-06-26,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2020-06-15,2020-06-26,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=12; train=12; calibration=0; test=0
sideways-BNB-USD-1d-2020-07-06-2020-07-08,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2020-07-06,2020-07-08,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=3; calibration=0; test=0
sideways-BNB-USD-1d-2020-07-16-2020-07-18,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2020-07-16,2020-07-18,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=3; calibration=0; test=0
sideways-BNB-USD-1d-2022-10-18-2022-10-19,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2022-10-18,2022-10-19,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=2; calibration=0; test=0
sideways-BNB-USD-1d-2022-10-25-2022-10-28,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2022-10-25,2022-10-28,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=4; calibration=0; test=0
sideways-BNB-USD-1d-2023-03-10-2023-03-12,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-03-10,2023-03-12,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=0; calibration=3; test=0
sideways-BNB-USD-1d-2023-03-14-2023-03-15,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-03-14,2023-03-15,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=0; calibration=2; test=0
sideways-BNB-USD-1d-2023-05-12-2023-05-15,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-05-12,2023-05-15,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=0; calibration=4; test=0
sideways-BNB-USD-1d-2023-05-17-2023-05-17,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-05-17,2023-05-17,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=1; test=0
sideways-BNB-USD-1d-2023-05-21-2023-05-21,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-05-21,2023-05-21,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=1; test=0
sideways-BNB-USD-1d-2023-05-23-2023-05-24,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-05-23,2023-05-24,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=0; calibration=2; test=0
sideways-BNB-USD-1d-2023-05-26-2023-06-04,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-05-26,2023-06-04,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=10; train=0; calibration=10; test=0
sideways-BNB-USD-1d-2023-08-08-2023-08-16,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-08-08,2023-08-16,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=9; train=0; calibration=9; test=0
sideways-BNB-USD-1d-2023-08-27-2023-08-27,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-08-27,2023-08-27,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=1; test=0
sideways-BNB-USD-1d-2023-08-29-2023-08-29,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-08-29,2023-08-29,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=1; test=0
sideways-BNB-USD-1d-2023-10-16-2023-10-31,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2023-10-16,2023-10-31,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=16; train=0; calibration=16; test=0
sideways-BNB-USD-1d-2024-05-15-2024-05-17,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2024-05-15,2024-05-17,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=0; calibration=3; test=0
sideways-BNB-USD-1d-2024-05-19-2024-05-19,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2024-05-19,2024-05-19,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=1; test=0
sideways-BNB-USD-1d-2024-05-23-2024-05-31,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2024-05-23,2024-05-31,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=9; train=0; calibration=9; test=0
sideways-BNB-USD-1d-2025-01-26-2025-01-31,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2025-01-26,2025-01-31,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=6; train=0; calibration=0; test=6
sideways-BNB-USD-1d-2025-04-25-2025-05-07,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2025-04-25,2025-05-07,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=13; train=0; calibration=0; test=13
sideways-BNB-USD-1d-2025-05-14-2025-05-14,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2025-05-14,2025-05-14,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=0; test=1
sideways-BNB-USD-1d-2025-05-16-2025-05-20,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2025-05-16,2025-05-20,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=5; train=0; calibration=0; test=5
sideways-BNB-USD-1d-2025-06-21-2025-06-22,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2025-06-21,2025-06-22,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=0; calibration=0; test=2
sideways-BNB-USD-1d-2025-07-07-2025-07-12,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2025-07-07,2025-07-12,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=6; train=0; calibration=0; test=6
sideways-BNB-USD-1d-2025-07-14-2025-07-14,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2025-07-14,2025-07-14,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=0; test=1
sideways-BNB-USD-1d-2026-01-05-2026-01-05,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2026-01-05,2026-01-05,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=0; test=1
sideways-BNB-USD-1d-2026-01-10-2026-01-18,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2026-01-10,2026-01-18,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=9; train=0; calibration=0; test=9
sideways-BNB-USD-1d-2026-01-21-2026-01-30,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2026-01-21,2026-01-30,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=10; train=0; calibration=0; test=10
sideways-BNB-USD-1d-2026-04-06-2026-04-07,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2026-04-06,2026-04-07,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=0; calibration=0; test=2
sideways-BNB-USD-1d-2026-04-09-2026-04-23,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2026-04-09,2026-04-23,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=15; train=0; calibration=0; test=15
sideways-BNB-USD-1d-2026-04-26-2026-05-02,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2026-04-26,2026-05-02,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=7; train=0; calibration=0; test=7
sideways-BNB-USD-1d-2026-05-04-2026-05-10,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1d,Sideways,2026-05-04,2026-05-10,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=7; train=0; calibration=0; test=7
sideways-BNB-USD-1w-2023-12-04-2023-12-18,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1w,Sideways,2023-12-04,2023-12-18,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=0; calibration=3; test=0
sideways-BNB-USD-1w-2025-06-09-2025-07-07,sideways_scoped_dated_window,yfinance_cache,BNB-USD,crypto,1w,Sideways,2025-06-09,2025-07-07,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=5; train=0; calibration=0; test=5
sideways-BTC-USD-1d-2015-05-23-2015-05-26,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2015-05-23,2015-05-26,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=4; calibration=0; test=0
sideways-BTC-USD-1d-2015-05-28-2015-05-30,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2015-05-28,2015-05-30,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=3; calibration=0; test=0
sideways-BTC-USD-1d-2015-06-09-2015-06-15,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2015-06-09,2015-06-15,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=7; train=7; calibration=0; test=0
sideways-BTC-USD-1d-2015-06-20-2015-06-23,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2015-06-20,2015-06-23,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=4; calibration=0; test=0
sideways-BTC-USD-1d-2016-03-11-2016-03-14,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2016-03-11,2016-03-14,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=4; calibration=0; test=0
sideways-BTC-USD-1d-2016-03-18-2016-03-18,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2016-03-18,2016-03-18,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-BTC-USD-1d-2016-03-20-2016-03-21,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2016-03-20,2016-03-21,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=2; calibration=0; test=0
sideways-BTC-USD-1d-2016-03-24-2016-03-24,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2016-03-24,2016-03-24,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-BTC-USD-1d-2016-04-14-2016-04-14,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2016-04-14,2016-04-14,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-BTC-USD-1d-2016-04-16-2016-04-22,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2016-04-16,2016-04-22,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=7; train=7; calibration=0; test=0
sideways-BTC-USD-1d-2016-04-27-2016-04-30,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2016-04-27,2016-04-30,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=4; calibration=0; test=0
sideways-BTC-USD-1d-2016-05-02-2016-05-02,sideways_scoped_dated_window,yfinance_cache,BTC-USD,crypto,1d,Sideways,2016-05-02,2016-05-02,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
