source_run,row_id,root,provider,instrument,market_context,timeframe,source_id,evidence_type,materialization_status,date_granularity,crosswalk_layer,crosswalk_decision,confidence_gate_reference,quarantine_reason,native_subhour_eligible
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0029-bear-2007-10-09-2009-03-09,Bear,yfinance,SPY,sp500_etf_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0029-bear-2020-02-19-2020-03-23,Bear,yfinance,SPY,sp500_etf_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0029-bear-2022-01-03-2022-10-12,Bear,yfinance,SPY,sp500_etf_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0030-crisis-2001-03-2001-11,Crisis,yfinance,SPY,sp500_etf_proxy,15m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0030-crisis-2007-12-2009-06,Crisis,yfinance,SPY,sp500_etf_proxy,15m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0030-crisis-2020-02-2020-04,Crisis,yfinance,SPY,sp500_etf_proxy,15m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0031-bull-2002-10-09-2007-10-09,Bull,yfinance,SPY,sp500_etf_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0031-bull-2009-03-09-2020-02-19,Bull,yfinance,SPY,sp500_etf_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0031-bull-2020-03-23-2022-01-03,Bull,yfinance,SPY,sp500_etf_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0031-bull-2022-10-12-open,Bull,yfinance,SPY,sp500_etf_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0032-bear-2000-03-24-2002-10-09,Bear,yfinance,SPY,sp500_etf_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0032-bear-2007-10-09-2009-03-09,Bear,yfinance,SPY,sp500_etf_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0032-bear-2020-02-19-2020-03-23,Bear,yfinance,SPY,sp500_etf_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0032-bear-2022-01-03-2022-10-12,Bear,yfinance,SPY,sp500_etf_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0033-crisis-2001-03-2001-11,Crisis,yfinance,SPY,sp500_etf_proxy,30m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0033-crisis-2007-12-2009-06,Crisis,yfinance,SPY,sp500_etf_proxy,30m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0033-crisis-2020-02-2020-04,Crisis,yfinance,SPY,sp500_etf_proxy,30m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0043-bull-2002-10-09-2007-10-09,Bull,yfinance,ES=F,sp500_futures_proxy,1m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0043-bull-2009-03-09-2020-02-19,Bull,yfinance,ES=F,sp500_futures_proxy,1m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0043-bull-2020-03-23-2022-01-03,Bull,yfinance,ES=F,sp500_futures_proxy,1m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0043-bull-2022-10-12-open,Bull,yfinance,ES=F,sp500_futures_proxy,1m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0044-bear-2000-03-24-2002-10-09,Bear,yfinance,ES=F,sp500_futures_proxy,1m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0044-bear-2007-10-09-2009-03-09,Bear,yfinance,ES=F,sp500_futures_proxy,1m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0044-bear-2020-02-19-2020-03-23,Bear,yfinance,ES=F,sp500_futures_proxy,1m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0044-bear-2022-01-03-2022-10-12,Bear,yfinance,ES=F,sp500_futures_proxy,1m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0045-crisis-2001-03-2001-11,Crisis,yfinance,ES=F,sp500_futures_proxy,1m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0045-crisis-2007-12-2009-06,Crisis,yfinance,ES=F,sp500_futures_proxy,1m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0045-crisis-2020-02-2020-04,Crisis,yfinance,ES=F,sp500_futures_proxy,1m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0046-bull-2002-10-09-2007-10-09,Bull,yfinance,ES=F,sp500_futures_proxy,5m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0046-bull-2009-03-09-2020-02-19,Bull,yfinance,ES=F,sp500_futures_proxy,5m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0046-bull-2020-03-23-2022-01-03,Bull,yfinance,ES=F,sp500_futures_proxy,5m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0046-bull-2022-10-12-open,Bull,yfinance,ES=F,sp500_futures_proxy,5m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0047-bear-2000-03-24-2002-10-09,Bear,yfinance,ES=F,sp500_futures_proxy,5m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0047-bear-2007-10-09-2009-03-09,Bear,yfinance,ES=F,sp500_futures_proxy,5m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0047-bear-2020-02-19-2020-03-23,Bear,yfinance,ES=F,sp500_futures_proxy,5m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0047-bear-2022-01-03-2022-10-12,Bear,yfinance,ES=F,sp500_futures_proxy,5m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0048-crisis-2001-03-2001-11,Crisis,yfinance,ES=F,sp500_futures_proxy,5m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0048-crisis-2007-12-2009-06,Crisis,yfinance,ES=F,sp500_futures_proxy,5m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0048-crisis-2020-02-2020-04,Crisis,yfinance,ES=F,sp500_futures_proxy,5m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0049-bull-2002-10-09-2007-10-09,Bull,yfinance,ES=F,sp500_futures_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0049-bull-2009-03-09-2020-02-19,Bull,yfinance,ES=F,sp500_futures_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0049-bull-2020-03-23-2022-01-03,Bull,yfinance,ES=F,sp500_futures_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0049-bull-2022-10-12-open,Bull,yfinance,ES=F,sp500_futures_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0050-bear-2000-03-24-2002-10-09,Bear,yfinance,ES=F,sp500_futures_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0050-bear-2007-10-09-2009-03-09,Bear,yfinance,ES=F,sp500_futures_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0050-bear-2020-02-19-2020-03-23,Bear,yfinance,ES=F,sp500_futures_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0050-bear-2022-01-03-2022-10-12,Bear,yfinance,ES=F,sp500_futures_proxy,15m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0051-crisis-2001-03-2001-11,Crisis,yfinance,ES=F,sp500_futures_proxy,15m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0051-crisis-2007-12-2009-06,Crisis,yfinance,ES=F,sp500_futures_proxy,15m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0051-crisis-2020-02-2020-04,Crisis,yfinance,ES=F,sp500_futures_proxy,15m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0052-bull-2002-10-09-2007-10-09,Bull,yfinance,ES=F,sp500_futures_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0052-bull-2009-03-09-2020-02-19,Bull,yfinance,ES=F,sp500_futures_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0052-bull-2020-03-23-2022-01-03,Bull,yfinance,ES=F,sp500_futures_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0052-bull-2022-10-12-open,Bull,yfinance,ES=F,sp500_futures_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0053-bear-2000-03-24-2002-10-09,Bear,yfinance,ES=F,sp500_futures_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0053-bear-2007-10-09-2009-03-09,Bear,yfinance,ES=F,sp500_futures_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0053-bear-2020-02-19-2020-03-23,Bear,yfinance,ES=F,sp500_futures_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0053-bear-2022-01-03-2022-10-12,Bear,yfinance,ES=F,sp500_futures_proxy,30m,yardeni_sp500_bull_bear_tables_2024,source_window_crosswalk,materialized_source_window_label,day,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,not_calibrated_source_label_slot_only,projected_day_or_month_source_window_to_subhour_target,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0054-crisis-2001-03-2001-11,Crisis,yfinance,ES=F,sp500_futures_proxy,30m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0054-crisis-2007-12-2009-06,Crisis,yfinance,ES=F,sp500_futures_proxy,30m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124000-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0054-crisis-2020-02-2020-04,Crisis,yfinance,ES=F,sp500_futures_proxy,30m,nber_business_cycle_dates,source_window_crosswalk,materialized_source_window_label,month,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,not_calibrated_source_label_slot_only,dated_window_materialization_not_native_subhour_rows,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0001-window-01,Bull,yfinance,^GSPC,sp500_same_underlying_index,1m,yardeni_sp500_bull_bear_tables_2024,dated_external_source_window,materialized_closed_window,,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0001-window-02,Bull,yfinance,^GSPC,sp500_same_underlying_index,1m,yardeni_sp500_bull_bear_tables_2024,dated_external_source_window,materialized_closed_window,,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0001-window-03,Bull,yfinance,^GSPC,sp500_same_underlying_index,1m,yardeni_sp500_bull_bear_tables_2024,dated_external_source_window,materialized_closed_window,,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0001-window-04,Bull,yfinance,^GSPC,sp500_same_underlying_index,1m,yardeni_sp500_bull_bear_tables_2024,dated_external_source_window,deferred_refresh_required,,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0002-window-01,Bear,yfinance,^GSPC,sp500_same_underlying_index,1m,yardeni_sp500_bull_bear_tables_2024,dated_external_source_window,materialized_closed_window,,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0002-window-02,Bear,yfinance,^GSPC,sp500_same_underlying_index,1m,yardeni_sp500_bull_bear_tables_2024,dated_external_source_window,materialized_closed_window,,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0002-window-03,Bear,yfinance,^GSPC,sp500_same_underlying_index,1m,yardeni_sp500_bull_bear_tables_2024,dated_external_source_window,materialized_closed_window,,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0002-window-04,Bear,yfinance,^GSPC,sp500_same_underlying_index,1m,yardeni_sp500_bull_bear_tables_2024,dated_external_source_window,materialized_closed_window,,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0003-window-01,Crisis,yfinance,^GSPC,sp500_same_underlying_index,1m,nber_business_cycle_dates,dated_external_source_window,materialized_closed_window,,macro_crisis_to_gspc_time_projection,approved_low_risk_macro_stress_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0003-window-02,Crisis,yfinance,^GSPC,sp500_same_underlying_index,1m,nber_business_cycle_dates,dated_external_source_window,materialized_closed_window,,macro_crisis_to_gspc_time_projection,approved_low_risk_macro_stress_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
20260511T124027-codex-unified-source-label-panel-v1,source-window-crosswalk-v1-0003-window-03,Crisis,yfinance,^GSPC,sp500_same_underlying_index,1m,nber_business_cycle_dates,dated_external_source_window,materialized_closed_window,,macro_crisis_to_gspc_time_projection,approved_low_risk_macro_stress_projection,none_claimed_by_materialization,projected_day_or_month_source_window_to_subhour_target,False
