channel_id,message_id,Date,Time,coin,dt,source,label_source,target,classified_telegram_coin_pump_event_present,split
1137853181,negative_control_for_6025_34765,2017-05-19,16:25:25,BTC,2017-05-19 16:25:25,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1319415129,negative_control_for_2040_29344,2017-05-19,17:00:15,HOLD,2017-05-19 17:00:15,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1136817405,negative_control_for_4465_41293,2017-05-19,17:03:36,BTC,2017-05-19 17:03:36,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1228399647,negative_control_for_33767_6930,2017-05-19,17:28:18,BTC,2017-05-19 17:28:18,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1138714324,negative_control_for_319_56304,2017-05-19,17:56:52,HOLD,2017-05-19 17:56:52,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1149375708,negative_control_for_6568_29912,2017-05-19,18:04:28,BTC,2017-05-19 18:04:28,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1109769397,negative_control_for_345_19655,2017-05-19,18:19:43,HOLD,2017-05-19 18:19:43,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_2206_36419,2017-05-19,18:27:23,BTC,2017-05-19 18:27:23,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1214871289,negative_control_for_85_5516,2017-05-19,18:42:37,BTC,2017-05-19 18:42:37,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_1411_36997,2017-05-19,18:53:20,BTC,2017-05-19 18:53:20,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1351738786,negative_control_for_4490_16591,2017-05-19,19:01:09,HOLD,2017-05-19 19:01:09,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1241159528,negative_control_for_2166_18098,2017-05-19,19:01:52,BTC,2017-05-19 19:01:52,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1315371345,negative_control_for_2475_38993,2017-05-19,19:20:32,BTC,2017-05-19 19:20:32,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1241159528,negative_control_for_2076_18186,2017-05-19,19:21:17,BTC,2017-05-19 19:21:17,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_2818_54864,2017-05-19,19:22:56,BTC,2017-05-19 19:22:56,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129226192,negative_control_for_6749_2389,2017-05-19,19:26:42,HOLD,2017-05-19 19:26:42,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1268278510,negative_control_for_9877_50541,2017-05-19,19:31:43,HOLD,2017-05-19 19:31:43,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1228043983,negative_control_for_5187_1788,2017-05-19,19:36:57,CAN,2017-05-19 19:36:57,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1268798078,negative_control_for_509_3781,2017-05-19,19:39:07,BTC,2017-05-19 19:39:07,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1145454910,negative_control_for_212_42805,2017-05-19,19:58:24,HOLD,2017-05-19 19:58:24,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_284_27131,2017-05-19,20:01:45,BTC,2017-05-19 20:01:45,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_7003_34437,2017-05-19,20:14:26,SC,2017-05-19 20:14:26,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1142644156,negative_control_for_2982_25208,2017-05-19,20:26:21,XVG,2017-05-19 20:26:21,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129226192,negative_control_for_6773_2383,2017-05-19,20:49:42,HOLD,2017-05-19 20:49:42,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1192783688,negative_control_for_2999_47217,2017-05-19,20:57:15,BTC,2017-05-19 20:57:15,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_1413_36993,2017-05-19,20:57:50,BTC,2017-05-19 20:57:50,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1268278510,negative_control_for_10862_50483,2017-05-19,21:00:24,BTC,2017-05-19 21:00:24,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129226192,negative_control_for_5691_2588,2017-05-19,21:32:17,HOLD,2017-05-19 21:32:17,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1322464623,negative_control_for_147_2287,2017-05-19,21:41:31,BTC,2017-05-19 21:41:31,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1158947787,negative_control_for_110_28811,2017-05-19,21:52:25,HOLD,2017-05-19 21:52:25,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_1524_26752,2017-05-19,22:07:42,BTC,2017-05-19 22:07:42,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_1644_55087,2017-05-19,22:17:42,BTC,2017-05-19 22:17:42,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1126647644,negative_control_for_4062_24305,2017-05-19,22:24:00,HOLD,2017-05-19 22:24:00,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_24_27378,2017-05-19,22:29:34,BTC,2017-05-19 22:29:34,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1101026633,negative_control_for_2932_48656,2017-05-19,22:36:55,DON,2017-05-19 22:36:55,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_9483_33599,2017-05-19,22:45:49,BTC,2017-05-19 22:45:49,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129226192,negative_control_for_6928_2352,2017-05-19,23:19:03,HOLD,2017-05-19 23:19:03,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1228399647,negative_control_for_7521_7335,2017-05-19,23:39:04,BTC,2017-05-19 23:39:04,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129226192,negative_control_for_6901_2359,2017-05-19,23:39:52,HOLD,2017-05-19 23:39:52,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_10352_33156,2017-05-20,00:00:05,BTC,2017-05-20 00:00:05,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137683620,negative_control_for_8987_6336,2017-05-20,00:02:51,HOLD,2017-05-20 00:02:51,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1346414468,negative_control_for_514_42623,2017-05-20,00:05:14,HOLD,2017-05-20 00:05:14,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1115904838,negative_control_for_17698_49185,2017-05-20,00:20:26,HOLD,2017-05-20 00:20:26,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_2436_36228,2017-05-20,00:36:17,BTC,2017-05-20 00:36:17,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_14516_31775,2017-05-20,00:36:58,BTC,2017-05-20 00:36:58,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_2821_54858,2017-05-20,00:49:54,BTC,2017-05-20 00:49:54,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1192783688,negative_control_for_1536_47249,2017-05-20,00:51:20,BTC,2017-05-20 00:51:20,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129226192,negative_control_for_5966_2550,2017-05-20,00:55:25,HOLD,2017-05-20 00:55:25,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
