path,reason,size_bytes,mtime_utc,sha256,error
/tmp/ict-engine-codex-test-agent-neutralized/debug/incremental/eml_poc-3du3ckewjy3x8/s-hifm66v0rd-0m2d9ui-5i1cdpwa2f8idt3zvcts4wvtr/e6likokbxmbof1cblj59a1lgr.o,keyword_candidate,4672,2026-05-11T17:52:54.301351+00:00,0cbf33c0ba1cd030c1bcaf60cbd6b3e8906e249c5e81385be9e81078081e2e8f,
/tmp/ict-engine-codex-test-agent-neutralized/debug/incremental/ict_engine-1ixub8rza30ou/s-hiflk1mf89-1amtwyf-35w7eop37wcm4hy91zm134ngn/5nwdcfego4x6d6118uglbufv4.o,keyword_candidate,236472,2026-05-11T17:52:22.451614+00:00,51cb29766cf3db59c74216b6a892b2e168fa586ca8539d7a841e3ece2aaefb2d,
/tmp/ict-engine-codex-test-agent-neutralized/debug/incremental/ict_engine-1tkkjljx2wvha/s-hiflpptg47-1frt0mv-dwt3o0mjd3lv0o2gsu2l3kds2/4cfe7r1x4613l4p9lyoaqyeoa.o,keyword_candidate,95416,2026-05-11T17:54:19.828289+00:00,10af49d2b60457f7ff9e78d1a8f64aeb3f583d4d1dbfd98a1a2b27367b8b32a9,
/tmp/ict-engine-codex-test-agent-neutralized/debug/incremental/ict_engine-1tkkjljx2wvha/s-hifm60b746-08zxvrf-working/4cfe7r1x4613l4p9lyoaqyeoa.o,keyword_candidate,95416,2026-05-11T17:54:19.828289+00:00,10af49d2b60457f7ff9e78d1a8f64aeb3f583d4d1dbfd98a1a2b27367b8b32a9,
/tmp/ict-engine-codex-test-agent-neutralized/debug/incremental/ict_engine-1wt3w0scfj12f/s-hiflrzy79b-027m2nm-6nw4eoxkv6nrqtzj5ohya0uxp/f45cfepm4dxxeaei183plcwge.o,keyword_candidate,160080,2026-05-11T18:08:16.018302+00:00,ee3362f2ca13e0ec23403961ad20b70eb513aa8fdf20b0a8dc2d69635a1f840f,
/tmp/ict-engine-codex-test-execution-tree-admission/debug/deps/clap-9ec2bb3fa68e8e9e.clap.de049c38f423cfec-cgu.0.rcgu.o,keyword_candidate,808,2026-05-11T17:58:19.712560+00:00,f3124e9d286263b952339a435a7ec73a9e11122ef7024abe7d38e09a42c6b6ca,
/tmp/ict-engine-codex-test-execution-tree-admission/debug/deps/libsmallvec-d37cfeb0b273ffb5.rlib,keyword_candidate,235440,2026-05-11T17:53:46.574112+00:00,d187677f2983d47596a932c51de8905eeb193b06115eb566f947bb2278357fc5,
/tmp/ict-engine-codex-test-execution-tree-admission/debug/deps/libsmallvec-d37cfeb0b273ffb5.rmeta,keyword_candidate,207290,2026-05-11T17:53:46.519723+00:00,b0124a42cd1c67755c77199df1d87a27c9f7abc21c9fcc239cca16d4399bac45,
/tmp/ict-engine-codex-test-execution-tree-admission/debug/deps/rand_core-d8bbdadedae8b544.rand_core.224416421cfe0fa8-cgu.0.rcgu.o,keyword_candidate,126088,2026-05-11T17:54:22.026000+00:00,3ae70169ac8a215a248534988b345db7cf2008beb8c4e2daf9a25bf4e5d5a6f1,
/tmp/ict-engine-codex-test-execution-tree-admission/debug/deps/smallvec-d37cfeb0b273ffb5.d,keyword_candidate,677,2026-05-11T17:53:44.381604+00:00,dd66717386600ae8dc81949746c1592967b1927229aeb1dce12e655eb63d6b14,
/tmp/ict-engine-codex-test-execution-tree-admission/debug/deps/smallvec-d37cfeb0b273ffb5.smallvec.f943a82f77dfaa1b-cgu.0.rcgu.o,keyword_candidate,26736,2026-05-11T17:53:46.552303+00:00,b43ee9d59fc456a5c79654c24a87d175dffd92caa73304fe9ce143dfb2aa934f,
/tmp/ict-engine-codex-test-execution-tree-ledger/debug/deps/clap-9ec2bb3fa68e8e9e.clap.de049c38f423cfec-cgu.0.rcgu.o,keyword_candidate,808,2026-05-11T18:07:11.291889+00:00,f3124e9d286263b952339a435a7ec73a9e11122ef7024abe7d38e09a42c6b6ca,
/tmp/ict-engine-codex-test-execution-tree-ledger/debug/deps/libsmallvec-d37cfeb0b273ffb5.rlib,keyword_candidate,235440,2026-05-11T17:58:55.750860+00:00,d187677f2983d47596a932c51de8905eeb193b06115eb566f947bb2278357fc5,
/tmp/ict-engine-codex-test-execution-tree-ledger/debug/deps/libsmallvec-d37cfeb0b273ffb5.rmeta,keyword_candidate,207290,2026-05-11T17:58:55.649367+00:00,b0124a42cd1c67755c77199df1d87a27c9f7abc21c9fcc239cca16d4399bac45,
/tmp/ict-engine-codex-test-execution-tree-ledger/debug/deps/rand_core-d8bbdadedae8b544.rand_core.224416421cfe0fa8-cgu.0.rcgu.o,keyword_candidate,126088,2026-05-11T17:59:53.884506+00:00,3ae70169ac8a215a248534988b345db7cf2008beb8c4e2daf9a25bf4e5d5a6f1,
/tmp/ict-engine-codex-test-execution-tree-ledger/debug/deps/smallvec-d37cfeb0b273ffb5.d,keyword_candidate,668,2026-05-11T17:58:51.412091+00:00,16857c49de13e60f45557b9c52fee49ba1794f7b17fd8e4d55a55b710e656261,
/tmp/ict-engine-codex-test-execution-tree-ledger/debug/deps/smallvec-d37cfeb0b273ffb5.smallvec.f943a82f77dfaa1b-cgu.0.rcgu.o,keyword_candidate,26736,2026-05-11T17:58:55.715240+00:00,b43ee9d59fc456a5c79654c24a87d175dffd92caa73304fe9ce143dfb2aa934f,
/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/deps/clap-9ec2bb3fa68e8e9e.clap.de049c38f423cfec-cgu.0.rcgu.o,keyword_candidate,808,2026-05-11T16:55:19.124920+00:00,f3124e9d286263b952339a435a7ec73a9e11122ef7024abe7d38e09a42c6b6ca,
/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.0orxocq.rcgu.o,keyword_candidate,4672,2026-05-11T17:18:48.759466+00:00,0cbf33c0ba1cd030c1bcaf60cbd6b3e8906e249c5e81385be9e81078081e2e8f,
/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/deps/libsmallvec-d37cfeb0b273ffb5.rlib,keyword_candidate,235440,2026-05-11T16:52:25.936431+00:00,d187677f2983d47596a932c51de8905eeb193b06115eb566f947bb2278357fc5,
/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/deps/libsmallvec-d37cfeb0b273ffb5.rmeta,keyword_candidate,207290,2026-05-11T16:52:25.863496+00:00,b0124a42cd1c67755c77199df1d87a27c9f7abc21c9fcc239cca16d4399bac45,
/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/deps/rand_core-d8bbdadedae8b544.rand_core.224416421cfe0fa8-cgu.0.rcgu.o,keyword_candidate,126088,2026-05-11T16:52:43.618723+00:00,3ae70169ac8a215a248534988b345db7cf2008beb8c4e2daf9a25bf4e5d5a6f1,
/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/deps/smallvec-d37cfeb0b273ffb5.d,keyword_candidate,686,2026-05-11T16:52:24.686462+00:00,1fa1bff12c12c38eba126eb20fb8da68a061aef4e74c5d9e60b9f4bf291c313f,
/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/deps/smallvec-d37cfeb0b273ffb5.smallvec.f943a82f77dfaa1b-cgu.0.rcgu.o,keyword_candidate,26736,2026-05-11T16:52:25.883003+00:00,b43ee9d59fc456a5c79654c24a87d175dffd92caa73304fe9ce143dfb2aa934f,
/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/incremental/eml_poc-3du3ckewjy3x8/s-hifkruaozx-1xifsfm-ckzy46u1t2be757r6aeppxw59/e6likokbxmbof1cblj59a1lgr.o,keyword_candidate,4672,2026-05-11T17:18:48.759466+00:00,0cbf33c0ba1cd030c1bcaf60cbd6b3e8906e249c5e81385be9e81078081e2e8f,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/deps/clap-9ec2bb3fa68e8e9e.clap.de049c38f423cfec-cgu.0.rcgu.o,keyword_candidate,808,2026-05-11T17:03:57.487400+00:00,f3124e9d286263b952339a435a7ec73a9e11122ef7024abe7d38e09a42c6b6ca,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.06lmewk.rcgu.o,keyword_candidate,4672,2026-05-11T17:25:05.661973+00:00,0cbf33c0ba1cd030c1bcaf60cbd6b3e8906e249c5e81385be9e81078081e2e8f,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/deps/ict_engine-76f37a0cf4429c9b.4cfe7r1x4613l4p9lyoaqyeoa.0pjnwlz.rcgu.o,keyword_candidate,95416,2026-05-11T17:26:06.568131+00:00,10af49d2b60457f7ff9e78d1a8f64aeb3f583d4d1dbfd98a1a2b27367b8b32a9,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/deps/ict_engine-9c9d34a31eba591c.5nwdcfego4x6d6118uglbufv4.1mqqj95.rcgu.o,keyword_candidate,236472,2026-05-11T17:24:14.792808+00:00,51cb29766cf3db59c74216b6a892b2e168fa586ca8539d7a841e3ece2aaefb2d,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/deps/libsmallvec-d37cfeb0b273ffb5.rlib,keyword_candidate,235440,2026-05-11T16:58:53.992814+00:00,d187677f2983d47596a932c51de8905eeb193b06115eb566f947bb2278357fc5,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/deps/libsmallvec-d37cfeb0b273ffb5.rmeta,keyword_candidate,207290,2026-05-11T16:58:53.759798+00:00,b0124a42cd1c67755c77199df1d87a27c9f7abc21c9fcc239cca16d4399bac45,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/deps/rand_core-d8bbdadedae8b544.rand_core.224416421cfe0fa8-cgu.0.rcgu.o,keyword_candidate,126088,2026-05-11T16:59:27.026394+00:00,3ae70169ac8a215a248534988b345db7cf2008beb8c4e2daf9a25bf4e5d5a6f1,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/deps/smallvec-d37cfeb0b273ffb5.d,keyword_candidate,689,2026-05-11T16:58:50.105997+00:00,d78cc33c871aa3605cdb36c0cc0276a3d3aded902d1150ccb3d5ec40f92f68cf,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/deps/smallvec-d37cfeb0b273ffb5.smallvec.f943a82f77dfaa1b-cgu.0.rcgu.o,keyword_candidate,26736,2026-05-11T16:58:53.984350+00:00,b43ee9d59fc456a5c79654c24a87d175dffd92caa73304fe9ce143dfb2aa934f,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/incremental/eml_poc-3du3ckewjy3x8/s-hifky47lfh-0jsfjzz-a4mq7y6fsvsbxm8wuvwlt7rr6/e6likokbxmbof1cblj59a1lgr.o,keyword_candidate,4672,2026-05-11T17:25:05.661973+00:00,0cbf33c0ba1cd030c1bcaf60cbd6b3e8906e249c5e81385be9e81078081e2e8f,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/incremental/ict_engine-1ixub8rza30ou/s-hifkeu9hc4-0lpttq6-9etl9dmtsp68wtbfigmjkif1c/5nwdcfego4x6d6118uglbufv4.o,keyword_candidate,236472,2026-05-11T17:24:14.792808+00:00,51cb29766cf3db59c74216b6a892b2e168fa586ca8539d7a841e3ece2aaefb2d,
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/incremental/ict_engine-1tkkjljx2wvha/s-hifkya9g42-0pr2dfa-3czj6aw7pvbqy0shmo6mnwvue/4cfe7r1x4613l4p9lyoaqyeoa.o,keyword_candidate,95416,2026-05-11T17:26:06.568131+00:00,10af49d2b60457f7ff9e78d1a8f64aeb3f583d4d1dbfd98a1a2b27367b8b32a9,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/deps/clap-9ec2bb3fa68e8e9e.clap.de049c38f423cfec-cgu.0.rcgu.o,keyword_candidate,808,2026-05-11T17:33:14.089469+00:00,f3124e9d286263b952339a435a7ec73a9e11122ef7024abe7d38e09a42c6b6ca,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.04wi0ls.rcgu.o,keyword_candidate,4672,2026-05-11T17:40:45.423916+00:00,0cbf33c0ba1cd030c1bcaf60cbd6b3e8906e249c5e81385be9e81078081e2e8f,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/deps/ict_engine-76f37a0cf4429c9b.4cfe7r1x4613l4p9lyoaqyeoa.0ryplcd.rcgu.o,keyword_candidate,95416,2026-05-11T17:41:52.916347+00:00,10af49d2b60457f7ff9e78d1a8f64aeb3f583d4d1dbfd98a1a2b27367b8b32a9,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/deps/ict_engine-9c9d34a31eba591c.5nwdcfego4x6d6118uglbufv4.0tugu69.rcgu.o,keyword_candidate,236472,2026-05-11T17:40:14.661351+00:00,51cb29766cf3db59c74216b6a892b2e168fa586ca8539d7a841e3ece2aaefb2d,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/deps/libsmallvec-d37cfeb0b273ffb5.rlib,keyword_candidate,235440,2026-05-11T17:31:45.049731+00:00,d187677f2983d47596a932c51de8905eeb193b06115eb566f947bb2278357fc5,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/deps/libsmallvec-d37cfeb0b273ffb5.rmeta,keyword_candidate,207290,2026-05-11T17:31:45.007013+00:00,b0124a42cd1c67755c77199df1d87a27c9f7abc21c9fcc239cca16d4399bac45,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/deps/rand_core-d8bbdadedae8b544.rand_core.224416421cfe0fa8-cgu.0.rcgu.o,keyword_candidate,126088,2026-05-11T17:32:01.767136+00:00,3ae70169ac8a215a248534988b345db7cf2008beb8c4e2daf9a25bf4e5d5a6f1,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/deps/smallvec-d37cfeb0b273ffb5.d,keyword_candidate,674,2026-05-11T17:31:44.444724+00:00,c1e2cfa181aed9d953ad24fc78dd1e972c3a3648ab5ae6571f3d2eccbb5624c2,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/deps/smallvec-d37cfeb0b273ffb5.smallvec.f943a82f77dfaa1b-cgu.0.rcgu.o,keyword_candidate,26736,2026-05-11T17:31:45.029676+00:00,b43ee9d59fc456a5c79654c24a87d175dffd92caa73304fe9ce143dfb2aa934f,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/incremental/eml_poc-3du3ckewjy3x8/s-hifldnsppg-0o2dwbf-erfkjsqsunqpj40qhnspvxbaq/e6likokbxmbof1cblj59a1lgr.o,keyword_candidate,4672,2026-05-11T17:40:45.423916+00:00,0cbf33c0ba1cd030c1bcaf60cbd6b3e8906e249c5e81385be9e81078081e2e8f,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/incremental/ict_engine-1ixub8rza30ou/s-hifl6v0fx0-1c7jpln-2s5ezppzikihwl6qyxulpkse8/5nwdcfego4x6d6118uglbufv4.o,keyword_candidate,236472,2026-05-11T17:40:14.661351+00:00,51cb29766cf3db59c74216b6a892b2e168fa586ca8539d7a841e3ece2aaefb2d,
/tmp/ict-engine-codex-test-target-branch-candidate/debug/incremental/ict_engine-1tkkjljx2wvha/s-hifldnud3t-0bavb9c-7ce1zrf8pz9uet1o58d8m74ng/4cfe7r1x4613l4p9lyoaqyeoa.o,keyword_candidate,95416,2026-05-11T17:41:52.916347+00:00,10af49d2b60457f7ff9e78d1a8f64aeb3f583d4d1dbfd98a1a2b27367b8b32a9,
/tmp/ict-engine-databento-docs-headers.txt,keyword_candidate,468,2026-05-11T16:44:13.869012+00:00,b56d86549a06ac15628d401c27a1150858e23d731551ddea8c8952bb3c5045fd,
/tmp/ict-engine-databento-docs.html,keyword_candidate,15043,2026-05-11T16:44:13.869411+00:00,0980950192c8be580482206758e1730dc0760781e928dea049ff58727497e720,
/tmp/ict-engine-databento-metadata-range-response.json,keyword_candidate,30,2026-05-11T16:43:51.662683+00:00,cfec9feffbcc0dabaa0f92491e3609eeb1e9bc8d17625cd7f043be03b609c812,
/tmp/ict-engine-direct-manipulation-row-intake/matched_negative_normal_activity_rows.csv,required_r6_verifier_native_filename,58890,2026-05-11T15:55:58.667153+00:00,d81b8253888d5d68e484679d221640e0f3bee5f4bf6b8e42e14f9d53b53f7e2d,
/tmp/ict-engine-direct-manipulation-row-intake/positive_spoofing_layering_rows.csv,required_r6_verifier_native_filename,58924,2026-05-11T15:55:58.665702+00:00,ef9f912b5b0a56f85b21c1355c64c2b443d60ebacbb70a0f195de89b223c9ac6,
/tmp/ict-engine-direct-manipulation-row-intake/provenance_manifest.json,required_r6_verifier_native_filename,1450,2026-05-11T16:01:36.167110+00:00,9d85856f9096203ee31a0abba7fe7701b11e3941c2063fa8c1186bd2ce59331b,
/tmp/ict-engine-justia-oystacher-headers.txt,keyword_candidate,2186,2026-05-11T16:44:14.280978+00:00,2841a89c6e7b128a78e698fbf4a284b76b44c2aeab141c0168acecb6b7463916,
/tmp/ict-engine-justia-oystacher.html,keyword_candidate,5618,2026-05-11T16:44:14.293234+00:00,0454e506eb9db4076e2b581c687cca7136d4f640feedce8af1e5db52d8b829d2,
/tmp/ict-engine-oystacher-exhibit-a-probe/oystacher_exhibit_a.pdf,keyword_candidate,1132071,2026-05-11T16:19:44.081787+00:00,3ceb2758093d3ec9ec1a861ee1ab52074175517b158ffb50aff014ddac017a66,
/tmp/ict-engine-oystacher-exhibit-a-row-materialization-v1/gov.uscourts.ilnd.316889.1.1.oystacher_exhibit_a.pdf,keyword_candidate,1132071,2026-05-11T16:28:57.115014+00:00,3ceb2758093d3ec9ec1a861ee1ab52074175517b158ffb50aff014ddac017a66,
/tmp/ict-engine-oystacher-exhibit-a.pdf,keyword_candidate,1132071,2026-05-11T16:45:37.571764+00:00,3ceb2758093d3ec9ec1a861ee1ab52074175517b158ffb50aff014ddac017a66,
/tmp/ict-engine-oystacher-probe/oystacher.pdf,keyword_candidate,2553330,2026-05-11T15:48:33.029759+00:00,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,
/tmp/ict-engine-oystacher-probe/oystacher.txt,keyword_candidate,59124,2026-05-11T15:48:35.255173+00:00,109ee804f0d3b2bcee88288558203bef995e5c5d0476cb8deeb2178519b684f7,
/tmp/ict-engine-oystacher-probe2/oystacher.pdf,keyword_candidate,2553330,2026-05-11T15:46:45.934311+00:00,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,
/tmp/ict-engine-oystacher-probe2/oystacher.txt,keyword_candidate,116919,2026-05-11T15:46:49.761752+00:00,967928fce3754a7d2ebc1d31e04f96dd4db2d3cd6712795c4159b0d50e0f7a6d,
/tmp/ict-engine-pypdf-py313/pypdf/_codecs/symbol.py,keyword_candidate,3734,2026-05-11T13:02:29.660012+00:00,9c86864089615822623cc1ebc149661871fefdf397c842af82e466b8a5dc1809,
/tmp/ict-engine-pypdf/pypdf/_codecs/symbol.py,keyword_candidate,3734,2026-05-11T13:02:29.660012+00:00,9c86864089615822623cc1ebc149661871fefdf397c842af82e466b8a5dc1809,
/tmp/ict-engine-r3-r5-source-label-intake-presence-sweep-v1.rerun.out,keyword_candidate,1111,2026-05-11T16:30:30.460459+00:00,e8728dd4bd6f856c4283aabf55806ca1f81f8983bcd9809ce0b2be05fb9c6e65,
/tmp/ict-engine-r3-r5-source-label-intake-presence-sweep-v1.verify.out,keyword_candidate,1111,2026-05-11T16:32:40.236080+00:00,b5d643f35ba627a3e8e0cd7fd88040f18a430d09c071b2a99c7f8f7e863d2d4b,
/tmp/ict-engine-r6-direct-intake-reconstruction-v55/intake/matched_negative_normal_activity_rows.csv,required_r6_verifier_native_filename,58890,2026-05-11T15:55:58.664346+00:00,d81b8253888d5d68e484679d221640e0f3bee5f4bf6b8e42e14f9d53b53f7e2d,
/tmp/ict-engine-r6-direct-intake-reconstruction-v55/intake/positive_spoofing_layering_rows.csv,required_r6_verifier_native_filename,58924,2026-05-11T15:55:58.662926+00:00,ef9f912b5b0a56f85b21c1355c64c2b443d60ebacbb70a0f195de89b223c9ac6,
/tmp/ict-engine-r6-direct-intake-reconstruction-v55/intake/provenance_manifest.json,required_r6_verifier_native_filename,6572,2026-05-11T15:55:58.667587+00:00,dab98802cca2f2f9cd411e41ba8e3c561e05692aec6c8e342da48f13fa5d00c8,
/tmp/ict-engine-r6-direct-intake-v56-clean-readback/intake/matched_negative_normal_activity_rows.csv,required_r6_verifier_native_filename,58890,2026-05-11T15:55:58.667153+00:00,d81b8253888d5d68e484679d221640e0f3bee5f4bf6b8e42e14f9d53b53f7e2d,
/tmp/ict-engine-r6-direct-intake-v56-clean-readback/intake/positive_spoofing_layering_rows.csv,required_r6_verifier_native_filename,58924,2026-05-11T15:55:58.665702+00:00,ef9f912b5b0a56f85b21c1355c64c2b443d60ebacbb70a0f195de89b223c9ac6,
/tmp/ict-engine-r6-direct-intake-v56-clean-readback/intake/provenance_manifest.json,required_r6_verifier_native_filename,1458,2026-05-11T15:58:16.337043+00:00,99dd02f92423ae8bbf78e90fcc0981551d19a5036c75382cd7db679c7772b657,
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/cftc_oystacher_complaint.headers.txt,keyword_candidate,793,2026-05-11T16:19:36.802482+00:00,6a2504c2ac749530c4bd10d5056accb941ab1213c11ce029cb8f931ebb712c4f,
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/cftc_oystacher_complaint.pdf,keyword_candidate,2553330,2026-05-11T16:19:37.493436+00:00,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/cftc_oystacher_complaint.txt,keyword_candidate,116919,2026-05-11T16:19:40.897441+00:00,967928fce3754a7d2ebc1d31e04f96dd4db2d3cd6712795c4159b0d50e0f7a6d,
/tmp/ict-engine-r6-oystacher-normal-control-preflight-v1.rerun.out,keyword_candidate,363,2026-05-11T16:38:12.451095+00:00,8991617b377b8c3075cf0dd5a2476683be165b8b88e29a5c48a6405285e1856c,
/tmp/ict-engine-r6-oystacher-normal-control-preflight-v1.verify.out,keyword_candidate,363,2026-05-11T16:40:00.259296+00:00,8991617b377b8c3075cf0dd5a2476683be165b8b88e29a5c48a6405285e1856c,
/tmp/ict-engine-source-label-equivalence-intake/source_label_equivalence_provenance.json,keyword_candidate,3365,2026-05-11T17:09:18.280069+00:00,a373b77b4a34041f15004faaccc3f1d629c9c05b946894db0ae741186853a56b,
/tmp/ict-engine-source-label-equivalence-intake/source_label_equivalence_rows.csv,keyword_candidate,148968262,2026-05-11T17:09:17.709460+00:00,skipped_large_file,
/tmp/ict-engine-source-label-equivalence-reconstruction-v1/staging/source_label_equivalence_provenance.json,keyword_candidate,3365,2026-05-11T17:09:18.280069+00:00,a373b77b4a34041f15004faaccc3f1d629c9c05b946894db0ae741186853a56b,
/tmp/ict-engine-source-label-equivalence-reconstruction-v1/staging/source_label_equivalence_rows.csv,keyword_candidate,148968262,2026-05-11T17:09:17.709460+00:00,skipped_large_file,
/tmp/oystacher_policy_jsoncheck,keyword_candidate,19332,2026-05-11T16:36:09.956525+00:00,3e4f1290ccc2ee89ba24294c221ae0c61b701b1d6bd54ace3e631e49c0771b6d,
/tmp/r3_native_subhour_sendable_requests_v2_json_check.out,keyword_candidate,5612,2026-05-11T17:11:08.493834+00:00,c1519d16e59392f1622a4439818ead6b3edbb9b2b5724eed0d8e248ba2977712,
/tmp/r6_owner_export_presence_sweep_v1.jsoncheck,keyword_candidate,3445,2026-05-11T16:21:35.165899+00:00,33160813ccf1b5c6fe66807ed825c6a7ceb685f6108050185367c1bdb5bd9e68,
/tmp/r6_owner_export_request_bundle_v2_json_check.out,keyword_candidate,5690,2026-05-11T16:55:40.238451+00:00,b50526229222d7c0a2dbc38fbd54f2d297c7e9396a355881c3505258a9c69bd7,
/tmp/r6_owner_export_sendable_requests_v3_json_check.out,keyword_candidate,0,2026-05-11T17:01:56.746267+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
/tmp/r6_owner_export_target_verifier_after_030300_v1.json.check,keyword_candidate,1607,2026-05-11T19:09:05.310554+00:00,4deda087796bf5531a2befe24525fa29d7c10bb08daa7f63593667170baec500,
/tmp/r6_oystacher_approval_decision_package_v1.json.valid,keyword_candidate,7249,2026-05-11T16:39:19.874949+00:00,71407847f90a15035c53d44091701fd47d5c46bb1fdca894db10ffd59739f54c,
/tmp/r6_oystacher_approval_template_v1.json.valid,keyword_candidate,1011,2026-05-11T16:39:19.922729+00:00,3fd0a4c6aadb0eae59b1ec649a21234f2195ba48b96713af45906dcbf4678e30,
/tmp/r6_oystacher_canonical_merge_preflight_v1.final.jsoncheck,keyword_candidate,16248,2026-05-11T16:36:58.133477+00:00,2b095b737a1e12b8007cef116442fa5c2d1431ca49d6733b326fa649d39fc566,
/tmp/r6_oystacher_canonical_merge_preflight_v1.jsoncheck,keyword_candidate,16248,2026-05-11T16:35:16.408331+00:00,2b095b737a1e12b8007cef116442fa5c2d1431ca49d6733b326fa649d39fc566,
/tmp/r6_oystacher_local_control_path_disposition_v1.rerun.out,keyword_candidate,1315,2026-05-11T16:39:48.495764+00:00,38a29d4a52556d1bc6c470f618fe7b44579fff34db9d39616bd6f5b17d376c1a,
/tmp/r6_oystacher_rerun.out,keyword_candidate,0,2026-05-11T15:53:01.313536+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
/tmp/source_label_confidence_gap_decomposition_v1_json_check.out,keyword_candidate,4247,2026-05-11T17:18:27.302505+00:00,12e2ae04f40d819bc4b9f50daa4d0695c80f156e5d4fa5ae2f00944a0be74a3a,
/tmp/v69_r3_r5_source_label_current_readback.valid,keyword_candidate,5554,2026-05-11T16:49:45.204357+00:00,f551665ecaa2782ac30cb240b9ff4423213f54b5f1976d9afe0fb30de92a1727,
