container,member,size,kind,class,hits,headers
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/symbology.json,,54038,json,symbology_context,,
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025.zip,condition.json,563507,zip_member,unknown_context,,
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025.zip,metadata.json,683,zip_member,unknown_context,,
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025.zip,symbology.json,54038,zip_member,symbology_context,,
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025.zip,symbology.csv,3560949,zip_member,symbology_context,instrument_id|raw_symbol,raw_symbol|instrument_id|date
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025.zip,glbx-mdp3-20110101-20251231.ohlcv-1m.csv,748392850,zip_member,ohlcv_or_bar_context,close|high|low|open|volume,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025.zip,manifest.json,2342,zip_member,unknown_context,,
/Users/thrill3r/Downloads/Tomac/optimal_be_1.0_results.csv,,373271,csv,strategy_or_backtest_context,,Net PnL|Result
/Users/thrill3r/Downloads/Tomac/perfect_ict_1y.csv,,27803,csv,unknown_context,,Time|Net PnL|Result|Direction|Entry|Exit
/Users/thrill3r/Downloads/Tomac/perfect_ict_2y.csv,,44217,csv,unknown_context,,Time|Net PnL|Result|Direction|Entry|Exit
/Users/thrill3r/Downloads/Tomac/perfect_ict_5y.csv,,1229459,csv,unknown_context,,Time|Net PnL|Result|Direction|Entry|Exit
/Users/thrill3r/Downloads/Tomac/poc-cleaned-15m/es/es.continuous-15m.json,,7786235,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/poc-cleaned-15m/nq/nq.continuous-15m.json,,5832749,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ultimate_ict_results.csv,,45110,csv,strategy_or_backtest_context,,Time|Net PnL|Result|Direction|Entry|Exit|Score
/Users/thrill3r/Downloads/Tomac/xau future 2021-2025.zip,condition.json,187797,zip_member,unknown_context,,
/Users/thrill3r/Downloads/Tomac/xau future 2021-2025.zip,metadata.json,683,zip_member,unknown_context,,
/Users/thrill3r/Downloads/Tomac/xau future 2021-2025.zip,symbology.json,1324648,zip_member,symbology_context,,
/Users/thrill3r/Downloads/Tomac/xau future 2021-2025.zip,symbology.csv,30984640,zip_member,symbology_context,instrument_id|raw_symbol,raw_symbol|instrument_id|date
/Users/thrill3r/Downloads/Tomac/xau future 2021-2025.zip,glbx-mdp3-20210106-20260105.ohlcv-1m.csv,585690521,zip_member,ohlcv_or_bar_context,close|high|low|open|volume,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol
/Users/thrill3r/Downloads/Tomac/xau future 2021-2025.zip,manifest.json,2345,zip_member,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/condition.json,,563507,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/glbx-mdp3-20110101-20251231.ohlcv-1m.csv,,688693827,csv,ohlcv_or_bar_context,close|high|low|open|volume,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/manifest.json,,2342,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/metadata.json,,683,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/symbology.csv,,3201374,csv,symbology_context,instrument_id|raw_symbol,raw_symbol|instrument_id|date
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/symbology.json,,55943,json,symbology_context,,
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025.zip,condition.json,563507,zip_member,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025.zip,metadata.json,683,zip_member,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025.zip,symbology.json,55943,zip_member,symbology_context,,
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025.zip,symbology.csv,3201374,zip_member,symbology_context,instrument_id|raw_symbol,raw_symbol|instrument_id|date
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025.zip,glbx-mdp3-20110101-20251231.ohlcv-1m.csv,688693827,zip_member,ohlcv_or_bar_context,close|high|low|open|volume,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025.zip,manifest.json,2342,zip_member,unknown_context,,
