request_id,provider,instrument,timeframe,root,missing_or_rejected_reason,required_label_source,forbidden_proxy_sources,minimum_acceptance_note,decision_layer,decision,decision_tier,source_family,guardrail
mainregimev2-root-slot-0354,yfinance,ES=F,1mo,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,spx_tradable_proxy_time_projection,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy,Yardeni S&P 500 Bull/Bear dated windows,"Allowed only for SPY and ES=F as S&P 500 economic-equivalence proxies; keep proxy tier explicit and do not propagate to QQQ, DIA, NQ, YM, commodities, vol, or crypto."
mainregimev2-root-slot-0356,yfinance,ES=F,1mo,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,macro_crisis_to_spx_tradable_proxy,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy_macro_crisis,NBER US contraction months,Allowed only for SPY and ES=F bars inside NBER contraction months; keep proxy tier explicit and do not treat as universal cross-asset Crisis labels.
mainregimev2-root-slot-0373,yfinance,SPY,1mo,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,spx_tradable_proxy_time_projection,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy,Yardeni S&P 500 Bull/Bear dated windows,"Allowed only for SPY and ES=F as S&P 500 economic-equivalence proxies; keep proxy tier explicit and do not propagate to QQQ, DIA, NQ, YM, commodities, vol, or crypto."
mainregimev2-root-slot-0374,yfinance,SPY,1mo,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,spx_tradable_proxy_time_projection,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy,Yardeni S&P 500 Bull/Bear dated windows,"Allowed only for SPY and ES=F as S&P 500 economic-equivalence proxies; keep proxy tier explicit and do not propagate to QQQ, DIA, NQ, YM, commodities, vol, or crypto."
mainregimev2-root-slot-0376,yfinance,SPY,1mo,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,macro_crisis_to_spx_tradable_proxy,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy_macro_crisis,NBER US contraction months,Allowed only for SPY and ES=F bars inside NBER contraction months; keep proxy tier explicit and do not treat as universal cross-asset Crisis labels.
mainregimev2-root-slot-0389,yfinance,^GSPC,1mo,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,same_underlying_spx_to_gspc_time_projection,approve_to_attach_with_guards,same_underlying_calendar_window,Yardeni S&P 500 Bull/Bear dated windows,Use only session dates inside Yardeni S&P 500 windows; monthly bars require unambiguous month containment; refresh open-ended 2022-10-12 Bull window before live attachment.
mainregimev2-root-slot-0390,yfinance,^GSPC,1mo,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,same_underlying_spx_to_gspc_time_projection,approve_to_attach_with_guards,same_underlying_calendar_window,Yardeni S&P 500 Bull/Bear dated windows,Use only session dates inside Yardeni S&P 500 windows; monthly bars require unambiguous month containment; refresh open-ended 2022-10-12 Bull window before live attachment.
mainregimev2-root-slot-0392,yfinance,^GSPC,1mo,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,macro_crisis_to_gspc_time_projection,approve_to_attach_with_guards,same_underlying_macro_crisis_calendar_window,NBER US contraction months,"Use only bars whose timestamp falls in an NBER contraction month; mark as macro Crisis provenance, not a volatility-only OHLCV detector."
mainregimev2-root-slot-0409,yfinance,ES=F,4h,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,spx_tradable_proxy_time_projection,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy,Yardeni S&P 500 Bull/Bear dated windows,"Allowed only for SPY and ES=F as S&P 500 economic-equivalence proxies; keep proxy tier explicit and do not propagate to QQQ, DIA, NQ, YM, commodities, vol, or crypto."
mainregimev2-root-slot-0410,yfinance,ES=F,4h,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,spx_tradable_proxy_time_projection,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy,Yardeni S&P 500 Bull/Bear dated windows,"Allowed only for SPY and ES=F as S&P 500 economic-equivalence proxies; keep proxy tier explicit and do not propagate to QQQ, DIA, NQ, YM, commodities, vol, or crypto."
mainregimev2-root-slot-0412,yfinance,ES=F,4h,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,macro_crisis_to_spx_tradable_proxy,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy_macro_crisis,NBER US contraction months,Allowed only for SPY and ES=F bars inside NBER contraction months; keep proxy tier explicit and do not treat as universal cross-asset Crisis labels.
mainregimev2-root-slot-0429,yfinance,SPY,4h,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,spx_tradable_proxy_time_projection,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy,Yardeni S&P 500 Bull/Bear dated windows,"Allowed only for SPY and ES=F as S&P 500 economic-equivalence proxies; keep proxy tier explicit and do not propagate to QQQ, DIA, NQ, YM, commodities, vol, or crypto."
mainregimev2-root-slot-0430,yfinance,SPY,4h,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,spx_tradable_proxy_time_projection,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy,Yardeni S&P 500 Bull/Bear dated windows,"Allowed only for SPY and ES=F as S&P 500 economic-equivalence proxies; keep proxy tier explicit and do not propagate to QQQ, DIA, NQ, YM, commodities, vol, or crypto."
mainregimev2-root-slot-0432,yfinance,SPY,4h,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,macro_crisis_to_spx_tradable_proxy,conditional_approve_to_attach_with_proxy_tier,s_and_p_500_tradable_proxy_macro_crisis,NBER US contraction months,Allowed only for SPY and ES=F bars inside NBER contraction months; keep proxy tier explicit and do not treat as universal cross-asset Crisis labels.
mainregimev2-root-slot-0445,yfinance,^GSPC,4h,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,same_underlying_spx_to_gspc_time_projection,approve_to_attach_with_guards,same_underlying_calendar_window,Yardeni S&P 500 Bull/Bear dated windows,Use only session dates inside Yardeni S&P 500 windows; monthly bars require unambiguous month containment; refresh open-ended 2022-10-12 Bull window before live attachment.
mainregimev2-root-slot-0446,yfinance,^GSPC,4h,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,same_underlying_spx_to_gspc_time_projection,approve_to_attach_with_guards,same_underlying_calendar_window,Yardeni S&P 500 Bull/Bear dated windows,Use only session dates inside Yardeni S&P 500 windows; monthly bars require unambiguous month containment; refresh open-ended 2022-10-12 Bull window before live attachment.
mainregimev2-root-slot-0448,yfinance,^GSPC,4h,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.,macro_crisis_to_gspc_time_projection,approve_to_attach_with_guards,same_underlying_macro_crisis_calendar_window,NBER US contraction months,"Use only bars whose timestamp falls in an NBER contraction month; mark as macro Crisis provenance, not a volatility-only OHLCV detector."
