provider,symbol,timeframe,data_status,data_usable,bars,score_status,label_source_status,label_calibration_status,unsupported_reason,bull_candidate_rows,bear_candidate_rows,sideways_candidate_rows,crisis_candidate_rows,manipulation_overlay_status,manipulation_reason
yfinance,QQQ,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,33,46,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,SPY,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,101,8,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,USO,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,123,0,5,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,YM=F,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,79,5,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^DJI,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,81,5,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^GSPC,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,97,10,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^NDX,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,32,49,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^VIX,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,163,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,CL=F,1mo,ok,True,103,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,65,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,DIA,1mo,ok,True,120,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,69,7,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,ES=F,1mo,ok,True,103,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,45,0,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GC=F,1mo,ok,True,103,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,28,27,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GLD,1mo,ok,True,120,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,30,41,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,NQ=F,1mo,ok,True,103,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,20,0,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,QQQ,1mo,ok,True,120,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,37,0,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,SPY,1mo,ok,True,120,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,79,20,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,USO,1mo,ok,True,120,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,97,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,YM=F,1mo,ok,True,103,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,30,0,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^DJI,1mo,ok,True,120,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,67,20,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^GSPC,1mo,ok,True,120,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,105,57,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^NDX,1mo,ok,True,120,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,49,47,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^VIX,1mo,ok,True,120,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,161,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,CL=F,4h,derived_ok,True,3361,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,25,37,657,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,DIA,4h,derived_ok,True,1267,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,196,0,513,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,ES=F,4h,derived_ok,True,3412,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1060,0,1972,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GC=F,4h,derived_ok,True,3423,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,502,1,1393,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GLD,4h,derived_ok,True,1266,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,36,0,342,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,NQ=F,4h,derived_ok,True,3411,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,699,0,1533,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,QQQ,4h,derived_ok,True,1267,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,72,7,295,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,SPY,4h,derived_ok,True,1267,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,225,0,428,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,USO,4h,derived_ok,True,1267,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,14,43,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,YM=F,4h,derived_ok,True,3410,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,823,0,2074,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^DJI,4h,derived_ok,True,1267,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,198,0,527,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^GSPC,4h,derived_ok,True,1267,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,238,0,431,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^NDX,4h,derived_ok,True,1267,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,70,7,299,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^VIX,4h,derived_ok,True,2487,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,1122,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
