row_id,base_symbol,comparison_symbol,pair_lane,relationship_type,relationship_confidence,timeframe,session,event_time,smt_signal,base_swing_type,base_level,comparison_swing_type,comparison_level,swept_side,normalized_for_inverse_correlation,raw_comparison_swing_type,raw_comparison_level,same_event_window_confirmed,near_pd_array,pd_array_type,mss_or_cisd_confirmed,displacement_confirmed,regime_bucket,forward_return,outcome_hit,confirmation_role,actionable,branch_path,training_row_eligible,training_blockers
smt215037_0057,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-05-05T21:00:00+00:00,bearish_smt,HH,81770.453125,LH,2388.159912109375,buy_side_liquidity,False,LH,2388.159912109375,True,True,session_high_low,True,True,trend,0.007227206795077197,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0058,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-05-07T10:00:00+00:00,bullish_smt,LL,80564.140625,HL,2316.949951171875,sell_side_liquidity,False,HL,2316.949951171875,True,True,session_high_low,False,True,range,-0.011501233527953734,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0059,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-05-08T22:00:00+00:00,bearish_smt,HH,80418.7890625,LH,2318.669921875,buy_side_liquidity,False,LH,2318.669921875,True,False,none,False,False,trend,-0.0001345067800857943,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_pda_context,missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement,missing_pda"
smt215037_0060,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-05-11T12:00:00+00:00,bearish_smt,HH,81337.328125,LH,2339.27001953125,buy_side_liquidity,False,LH,2339.27001953125,True,True,FVG,False,False,transition,0.006173504309516553,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0061,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-22T12:00:00+00:00,bullish_smt,LL,68213.7421875,HL,2069.0498046875,sell_side_liquidity,False,HL,2069.0498046875,True,True,session_high_low,False,False,trend,-0.01366181777961665,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0062,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-24T07:00:00+00:00,bearish_smt,HH,71331.5,LH,2167.94287109375,buy_side_liquidity,False,LH,2167.94287109375,True,True,FVG,True,True,trend,-0.02851190392743739,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0063,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-25T15:00:00+00:00,bullish_smt,LL,70584.640625,HL,2149.496337890625,sell_side_liquidity,False,HL,2149.496337890625,True,True,FVG,False,True,trend,0.00042561906949899485,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0064,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-02T17:00:00+00:00,bearish_smt,HH,67384.4453125,LH,2073.099609375,buy_side_liquidity,False,LH,2073.099609375,True,True,FVG,False,False,trend,-0.0017384783041751134,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0065,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-05T15:00:00+00:00,bearish_smt,HH,67516.1640625,LH,2050.158447265625,buy_side_liquidity,False,LH,2050.158447265625,True,True,session_high_low,False,False,transition,0.02663301817877753,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0066,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-15T07:00:00+00:00,bullish_smt,LL,73545.0,HL,2310.679931640625,sell_side_liquidity,False,HL,2310.679931640625,True,True,session_high_low,False,True,trend,0.017011708052288257,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0067,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-17T23:00:00+00:00,bullish_smt,LL,76941.9921875,HL,2416.449951171875,sell_side_liquidity,False,HL,2416.449951171875,True,True,FVG,False,False,trend,-0.013340771106581568,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0068,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-21T10:00:00+00:00,bearish_smt,HH,76905.171875,LH,2339.10009765625,buy_side_liquidity,False,LH,2339.10009765625,True,True,session_high_low,False,True,trend,-0.014498309032620126,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0069,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-23T15:00:00+00:00,bearish_smt,HH,78716.328125,LH,2344.18994140625,buy_side_liquidity,False,LH,2344.18994140625,True,True,FVG,False,True,trend,-0.008388756394288389,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0070,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-27T14:00:00+00:00,bearish_smt,HH,78277.2265625,LH,2329.89990234375,buy_side_liquidity,False,LH,2329.89990234375,True,True,FVG,True,True,range,-0.011897886903961097,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0071,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-28T07:00:00+00:00,bullish_smt,LL,76442.0,HL,2281.469970703125,sell_side_liquidity,False,HL,2281.469970703125,True,True,session_high_low,False,False,trend,-0.007129763007917487,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0072,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-05-04T00:00:00+00:00,bullish_smt,LL,78274.921875,HL,2308.60009765625,sell_side_liquidity,False,HL,2308.60009765625,True,True,FVG,True,True,range,0.0040058527029956156,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
