path,matched_keywords,size_bytes,mtime_utc
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T072832+0800-codex-datacite-source-route-probe-after-072412-v1/command-output/datacite_stock_market_regimes_2026_extension.exit,stock_market_regimes_2026_extension,2,2026-05-11T23:29:45.402967+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T072832+0800-codex-datacite-source-route-probe-after-072412-v1/command-output/datacite_stock_market_regimes_2026_extension.json,stock_market_regimes_2026_extension,213,2026-05-11T23:29:45.401339+00:00
/private/tmp/20260512T000803-codex-r6-jpm-cbot-treasury-control-uplift-v1.staging/matched_negative_normal_activity_rows.csv,matched_negative_normal_activity_rows,62426,2026-05-11T16:11:55.132171+00:00
/private/tmp/ict-engine-direct-manipulation-row-intake/matched_negative_normal_activity_rows.csv,matched_negative_normal_activity_rows,58890,2026-05-11T15:55:58.667153+00:00
/private/tmp/ict-engine-native-subhour-source-label-intake/native_subhour_source_label_provenance.json,native_subhour_source_label_provenance,2400,2026-05-11T22:35:34.137892+00:00
/private/tmp/ict-engine-native-subhour-source-label-intake/native_subhour_source_label_rows.csv,native_subhour_source_label_rows,2786719721,2026-05-11T22:35:23.150451+00:00
/private/tmp/ict-engine-r6-direct-intake-reconstruction-v55/intake/matched_negative_normal_activity_rows.csv,matched_negative_normal_activity_rows,58890,2026-05-11T15:55:58.664346+00:00
/private/tmp/ict-engine-r6-direct-intake-v56-clean-readback/intake/matched_negative_normal_activity_rows.csv,matched_negative_normal_activity_rows,58890,2026-05-11T15:55:58.667153+00:00
/private/tmp/ict-engine-source-label-equivalence-intake/source_label_equivalence_provenance.json,source_label_equivalence_provenance,3365,2026-05-11T17:09:18.280069+00:00
/private/tmp/ict-engine-source-label-equivalence-intake/source_label_equivalence_rows.csv,source_label_equivalence_rows,148968262,2026-05-11T17:09:17.709460+00:00
/private/tmp/ict-engine-source-label-equivalence-reconstruction-v1/staging/source_label_equivalence_provenance.json,source_label_equivalence_provenance,3365,2026-05-11T17:09:18.280069+00:00
/private/tmp/ict-engine-source-label-equivalence-reconstruction-v1/staging/source_label_equivalence_rows.csv,source_label_equivalence_rows,148968262,2026-05-11T17:09:17.709460+00:00
/private/tmp/r6_oystacher_approval_decision_package_v1.json.valid,r6_oystacher_approval_decision_package,7249,2026-05-11T16:39:19.874949+00:00
/tmp/20260512T000803-codex-r6-jpm-cbot-treasury-control-uplift-v1.staging/matched_negative_normal_activity_rows.csv,matched_negative_normal_activity_rows,62426,2026-05-11T16:11:55.132171+00:00
/tmp/ict-engine-direct-manipulation-row-intake/matched_negative_normal_activity_rows.csv,matched_negative_normal_activity_rows,58890,2026-05-11T15:55:58.667153+00:00
/tmp/ict-engine-native-subhour-source-label-intake/native_subhour_source_label_provenance.json,native_subhour_source_label_provenance,2400,2026-05-11T22:35:34.137892+00:00
/tmp/ict-engine-native-subhour-source-label-intake/native_subhour_source_label_rows.csv,native_subhour_source_label_rows,2786719721,2026-05-11T22:35:23.150451+00:00
/tmp/ict-engine-r6-direct-intake-reconstruction-v55/intake/matched_negative_normal_activity_rows.csv,matched_negative_normal_activity_rows,58890,2026-05-11T15:55:58.664346+00:00
/tmp/ict-engine-r6-direct-intake-v56-clean-readback/intake/matched_negative_normal_activity_rows.csv,matched_negative_normal_activity_rows,58890,2026-05-11T15:55:58.667153+00:00
/tmp/ict-engine-source-label-equivalence-intake/source_label_equivalence_provenance.json,source_label_equivalence_provenance,3365,2026-05-11T17:09:18.280069+00:00
/tmp/ict-engine-source-label-equivalence-intake/source_label_equivalence_rows.csv,source_label_equivalence_rows,148968262,2026-05-11T17:09:17.709460+00:00
/tmp/ict-engine-source-label-equivalence-reconstruction-v1/staging/source_label_equivalence_provenance.json,source_label_equivalence_provenance,3365,2026-05-11T17:09:18.280069+00:00
/tmp/ict-engine-source-label-equivalence-reconstruction-v1/staging/source_label_equivalence_rows.csv,source_label_equivalence_rows,148968262,2026-05-11T17:09:17.709460+00:00
/tmp/r6_oystacher_approval_decision_package_v1.json.valid,r6_oystacher_approval_decision_package,7249,2026-05-11T16:39:19.874949+00:00
