pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,source_timerange_label,source_timerange,trade_seq,is_win,parent_regime_root,parent_regime_confidence_floor,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,branch_path_source,recipe_id,trade_or_bar_horizon,allowed_action,suppression_rule
AVAX/USDT,2903.9802,2903.9802,29.53,2022-01-05T20:00:00+00:00,2022-01-09T16:00:00+00:00,98.34,86.69,0.001,0.001,5520,-0.12022785024615408,-349.4884359,exit_signal,0.99,-0.99,0.99,-0.99,79.18,99.33,False,,1.0,False,1641412800000,1641744000000,"[{'amount': 29.53, 'safe_price': 98.34, 'ft_order_side': 'buy', 'order_filled_timestamp': 1641412800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2906.8841802}, {'amount': 29.53, 'safe_price': 86.69, 'ft_order_side': 'sell', 'order_filled_timestamp': 1641744000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2562.5156556999996}]",0.0,6,full_5y,20210101-20251231,55,False,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
BNB/USDT,2568.009,2568.009,5.21,2022-01-05T20:00:00+00:00,2022-01-09T20:00:00+00:00,492.9,443.7,0.001,0.001,5760,-0.10161597380100118,-261.211686,exit_signal,5.0,-0.99,5.0,-0.99,415.0,495.0,False,,1.0,False,1641412800000,1641758400000,"[{'amount': 5.21, 'safe_price': 492.9, 'ft_order_side': 'buy', 'order_filled_timestamp': 1641412800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2570.5770089999996}, {'amount': 5.21, 'safe_price': 443.7, 'ft_order_side': 'sell', 'order_filled_timestamp': 1641758400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2313.988677}]",0.0,6,full_5y,20210101-20251231,56,False,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,4072.2918,4072.2918,48.17,2022-01-10T13:00:00+00:00,2022-01-11T16:00:00+00:00,84.54,86.74,0.001,0.001,1620,0.023973187919248955,97.7234424,exit_signal,0.85,-0.99,0.85,-0.99,80.1,90.0,False,,1.0,False,1641819600000,1641916800000,"[{'amount': 48.17, 'safe_price': 84.54, 'ft_order_side': 'buy', 'order_filled_timestamp': 1641819600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4076.3640918}, {'amount': 48.17, 'safe_price': 86.74, 'ft_order_side': 'sell', 'order_filled_timestamp': 1641916800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4182.444065799999}]",0.0,1,full_5y,20210101-20251231,57,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
SOL/USDT,4097.98928,4097.98928,30.239,2022-01-10T13:00:00+00:00,2022-01-11T17:00:00+00:00,135.52,140.58,0.001,0.001,1680,0.035265059615708964,144.6603521,exit_signal,1.36,-0.99,1.36,-0.99,130.0,143.08,False,,1.0,False,1641819600000,1641920400000,"[{'amount': 30.239, 'safe_price': 135.52, 'ft_order_side': 'buy', 'order_filled_timestamp': 1641819600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4102.08726928}, {'amount': 30.239, 'safe_price': 140.58, 'ft_order_side': 'sell', 'order_filled_timestamp': 1641920400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4255.24961862}]",0.0,1,full_5y,20210101-20251231,58,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3630.0704,3630.0704,40.37,2022-01-13T23:00:00+00:00,2022-01-15T15:00:00+00:00,89.92,91.96,0.001,0.001,2400,0.020643502405068244,75.0123044,exit_signal,0.9,-0.99,0.9,-0.99,87.23,92.88,False,,1.0,False,1642114800000,1642258800000,"[{'amount': 40.37, 'safe_price': 89.92, 'ft_order_side': 'buy', 'order_filled_timestamp': 1642114800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3633.7004703999996}, {'amount': 40.37, 'safe_price': 91.96, 'ft_order_side': 'sell', 'order_filled_timestamp': 1642258800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3716.137625199999}]",0.0,5,full_5y,20210101-20251231,59,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
SOL/USDT,3752.9625,3752.9625,26.25,2022-01-17T04:00:00+00:00,2022-01-18T23:00:00+00:00,142.97,140.84,0.001,0.001,2580,-0.01686646570188572,-63.3625125,exit_signal,1.43,-0.99,1.43,-0.99,134.39,144.01,False,,1.0,False,1642392000000,1642546800000,"[{'amount': 26.25, 'safe_price': 142.97, 'ft_order_side': 'buy', 'order_filled_timestamp': 1642392000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3756.7154625}, {'amount': 26.25, 'safe_price': 140.84, 'ft_order_side': 'sell', 'order_filled_timestamp': 1642546800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3700.74705}]",0.0,1,full_5y,20210101-20251231,60,False,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
BNB/USDT,2506.632,2506.632,5.497,2022-01-19T08:00:00+00:00,2022-01-19T15:00:00+00:00,456.0,471.1,0.001,0.001,420,0.03104987118145013,77.9084313,exit_signal,4.6,-0.99,4.6,-0.99,454.0,471.4,False,,1.0,False,1642579200000,1642604400000,"[{'amount': 5.497, 'safe_price': 456.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1642579200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2509.1386319999997}, {'amount': 5.497, 'safe_price': 471.1, 'ft_order_side': 'sell', 'order_filled_timestamp': 1642604400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2592.2263366999996}]",0.0,2,full_5y,20210101-20251231,61,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
SOL/USDT,4248.304,4248.304,31.6,2022-01-19T08:00:00+00:00,2022-01-20T07:00:00+00:00,134.44,137.53,0.001,0.001,1380,0.020940306346435473,89.049748,exit_signal,1.35,-0.99,1.35,-0.99,132.77,138.61,False,,1.0,False,1642579200000,1642662000000,"[{'amount': 31.6, 'safe_price': 134.44, 'ft_order_side': 'buy', 'order_filled_timestamp': 1642579200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4252.552304}, {'amount': 31.6, 'safe_price': 137.53, 'ft_order_side': 'sell', 'order_filled_timestamp': 1642662000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4350.293948}]",0.0,3,full_5y,20210101-20251231,62,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3674.112,3674.112,40.96,2022-01-17T04:00:00+00:00,2022-01-20T08:00:00+00:00,89.7,84.7,0.001,0.001,4560,-0.057627990738358635,-211.943424,exit_signal,0.9,-0.99,0.9,-0.99,81.08,90.12,False,,1.0,False,1642392000000,1642665600000,"[{'amount': 40.96, 'safe_price': 89.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1642392000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3677.786112}, {'amount': 40.96, 'safe_price': 84.7, 'ft_order_side': 'sell', 'order_filled_timestamp': 1642665600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3472.781312}]",0.0,3,full_5y,20210101-20251231,63,False,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
BNB/USDT,2659.1565,2659.1565,5.929,2022-01-20T22:00:00+00:00,2022-01-23T09:00:00+00:00,448.5,385.2,0.001,0.001,3540,-0.142853133488585,-380.2487073,exit_signal,4.5,-0.99,4.5,-0.99,336.3,453.0,False,,1.0,False,1642716000000,1642928400000,"[{'amount': 5.929, 'safe_price': 448.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1642716000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2661.8156565}, {'amount': 5.929, 'safe_price': 385.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1642928400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2286.1346507999997}]",0.0,6,full_5y,20210101-20251231,64,False,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,4465.7118,4465.7118,55.01,2022-01-20T22:00:00+00:00,2022-01-23T10:00:00+00:00,81.18,66.17,0.001,0.001,3600,-0.18652633397644486,-833.8058235,exit_signal,0.82,-0.99,0.82,-0.99,52.95,82.44,False,,1.0,False,1642716000000,1642932000000,"[{'amount': 55.01, 'safe_price': 81.18, 'ft_order_side': 'buy', 'order_filled_timestamp': 1642716000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4470.1775118}, {'amount': 55.01, 'safe_price': 66.17, 'ft_order_side': 'sell', 'order_filled_timestamp': 1642932000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3643.6517116999994}]",0.0,6,full_5y,20210101-20251231,65,False,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,4449.94,4449.94,78.76,2022-01-24T11:00:00+00:00,2022-01-24T19:00:00+00:00,56.5,62.35,0.001,0.001,480,0.10133494823760311,451.385374,exit_signal,0.57,-0.99,0.57,-0.99,55.14,62.79,False,,1.0,False,1643022000000,1643050800000,"[{'amount': 78.76, 'safe_price': 56.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1643022000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4454.38994}, {'amount': 78.76, 'safe_price': 62.35, 'ft_order_side': 'sell', 'order_filled_timestamp': 1643050800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4915.596686}]",0.0,0,full_5y,20210101-20251231,66,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,2324.7072,2324.7072,30.46,2022-02-14T02:00:00+00:00,2022-02-14T14:00:00+00:00,76.32,81.01,0.001,0.001,720,0.05933099918948975,138.0651282,exit_signal,0.77,-0.99,0.77,-0.99,76.17,82.2,False,,1.0,False,1644804000000,1644847200000,"[{'amount': 30.46, 'safe_price': 76.32, 'ft_order_side': 'buy', 'order_filled_timestamp': 1644804000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2327.0319071999998}, {'amount': 30.46, 'safe_price': 81.01, 'ft_order_side': 'sell', 'order_filled_timestamp': 1644847200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2470.0321645999998}]",0.0,0,full_5y,20210101-20251231,67,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,2382.1276,2382.1276,30.28,2022-02-20T09:00:00+00:00,2022-02-21T08:00:00+00:00,78.67,82.25,0.001,0.001,1380,0.04341762216428544,103.5297424,exit_signal,0.79,-0.99,0.79,-0.99,76.56,82.7,False,,1.0,False,1645347600000,1645430400000,"[{'amount': 30.28, 'safe_price': 78.67, 'ft_order_side': 'buy', 'order_filled_timestamp': 1645347600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2384.5097276}, {'amount': 30.28, 'safe_price': 82.25, 'ft_order_side': 'sell', 'order_filled_timestamp': 1645430400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2493.02053}]",0.0,0,full_5y,20210101-20251231,68,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,2814.3543,2814.3543,37.41,2022-02-21T14:00:00+00:00,2022-02-23T01:00:00+00:00,75.23,75.06,0.001,0.001,2100,-0.004253223846471222,-11.9820489,exit_signal,0.76,-0.99,0.76,-0.99,67.2,79.84,False,,1.0,False,1645452000000,1645578000000,"[{'amount': 37.41, 'safe_price': 75.23, 'ft_order_side': 'buy', 'order_filled_timestamp': 1645452000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2817.1686542999996}, {'amount': 37.41, 'safe_price': 75.06, 'ft_order_side': 'sell', 'order_filled_timestamp': 1645578000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2810.8025946}]",0.0,2,full_5y,20210101-20251231,69,False,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3022.1444,3022.1444,41.14,2022-02-24T00:00:00+00:00,2022-02-24T20:00:00+00:00,73.46,76.81,0.001,0.001,1200,0.04351393229694346,131.6368922,exit_signal,0.74,-0.99,0.74,-0.99,64.45,79.98,False,,1.0,False,1645660800000,1645732800000,"[{'amount': 41.14, 'safe_price': 73.46, 'ft_order_side': 'buy', 'order_filled_timestamp': 1645660800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3025.1665443999996}, {'amount': 41.14, 'safe_price': 76.81, 'ft_order_side': 'sell', 'order_filled_timestamp': 1645732800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3163.1233633999996}]",0.0,3,full_5y,20210101-20251231,70,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3007.2477,3007.2477,40.71,2022-02-27T20:00:00+00:00,2022-02-28T15:00:00+00:00,73.87,80.0,0.001,0.001,1140,0.08081981643644025,243.2882523,exit_signal,0.74,-0.99,0.74,-0.99,71.76,82.51,False,,1.0,False,1645992000000,1646060400000,"[{'amount': 40.71, 'safe_price': 73.87, 'ft_order_side': 'buy', 'order_filled_timestamp': 1645992000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3010.2549477000002}, {'amount': 40.71, 'safe_price': 80.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1646060400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3260.0568}]",0.0,0,full_5y,20210101-20251231,71,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,2509.584,2509.584,32.01,2022-03-03T16:00:00+00:00,2022-03-04T13:00:00+00:00,78.4,81.36,0.001,0.001,1260,0.035681665273502,89.6356824,exit_signal,0.79,-0.99,0.79,-0.99,74.92,82.24,False,,1.0,False,1646323200000,1646398800000,"[{'amount': 32.01, 'safe_price': 78.4, 'ft_order_side': 'buy', 'order_filled_timestamp': 1646323200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2512.0935839999997}, {'amount': 32.01, 'safe_price': 81.36, 'ft_order_side': 'sell', 'order_filled_timestamp': 1646398800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2606.9379335999997}]",0.0,4,full_5y,20210101-20251231,72,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3124.0084,3124.0084,42.44,2022-03-05T01:00:00+00:00,2022-03-05T17:00:00+00:00,73.61,77.87,0.001,0.001,960,0.05575894014964794,174.3655888,exit_signal,0.74,-0.99,0.74,-0.99,73.27,78.74,False,,1.0,False,1646442000000,1646499600000,"[{'amount': 42.44, 'safe_price': 73.61, 'ft_order_side': 'buy', 'order_filled_timestamp': 1646442000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3127.1324083999993}, {'amount': 42.44, 'safe_price': 77.87, 'ft_order_side': 'sell', 'order_filled_timestamp': 1646499600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3308.1076027999998}]",0.0,5,full_5y,20210101-20251231,73,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3124.7044,3124.7044,42.26,2022-03-06T11:00:00+00:00,2022-03-07T14:00:00+00:00,73.94,75.53,0.001,0.001,1620,0.019462955221678513,60.8767978,exit_signal,0.74,-0.99,0.74,-0.99,70.35,76.53,False,,1.0,False,1646564400000,1646661600000,"[{'amount': 42.26, 'safe_price': 73.94, 'ft_order_side': 'buy', 'order_filled_timestamp': 1646564400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3127.8291043999993}, {'amount': 42.26, 'safe_price': 75.53, 'ft_order_side': 'sell', 'order_filled_timestamp': 1646661600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3195.089697799999}]",0.0,0,full_5y,20210101-20251231,74,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3515.92,3515.92,49.52,2022-03-07T20:00:00+00:00,2022-03-08T18:00:00+00:00,71.0,74.78,0.001,0.001,1320,0.05113506212097762,179.9665744,exit_signal,0.72,-0.99,0.72,-0.99,70.54,76.62,False,,1.0,False,1646683200000,1646762400000,"[{'amount': 49.52, 'safe_price': 71.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1646683200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3519.43592}, {'amount': 49.52, 'safe_price': 74.78, 'ft_order_side': 'sell', 'order_filled_timestamp': 1646762400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3706.8087056}]",0.0,1,full_5y,20210101-20251231,75,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3203.9618,3203.9618,43.42,2022-03-10T05:00:00+00:00,2022-03-11T07:00:00+00:00,73.79,75.61,0.001,0.001,1560,0.0226173068021557,72.537452,exit_signal,0.74,-0.99,0.74,-0.99,71.5,76.39,False,,1.0,False,1646888400000,1646982000000,"[{'amount': 43.42, 'safe_price': 73.79, 'ft_order_side': 'buy', 'order_filled_timestamp': 1646888400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3207.1657618}, {'amount': 43.42, 'safe_price': 75.61, 'ft_order_side': 'sell', 'order_filled_timestamp': 1646982000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3286.2691861999997}]",0.0,4,full_5y,20210101-20251231,76,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,2667.147,2667.147,32.55,2022-04-07T01:00:00+00:00,2022-04-07T19:00:00+00:00,81.94,87.71,0.001,0.001,1080,0.06827868250860684,182.2913925,exit_signal,0.82,-0.99,0.82,-0.99,81.37,88.66,False,,1.0,False,1649293200000,1649358000000,"[{'amount': 32.55, 'safe_price': 81.94, 'ft_order_side': 'buy', 'order_filled_timestamp': 1649293200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2669.814146999999}, {'amount': 32.55, 'safe_price': 87.71, 'ft_order_side': 'sell', 'order_filled_timestamp': 1649358000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2857.8154604999995}]",0.0,3,full_5y,20210101-20251231,77,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
SOL/USDT,2803.8465,2803.8465,25.05,2022-04-07T01:00:00+00:00,2022-04-08T01:00:00+00:00,111.93,119.69,0.001,0.001,1440,0.06719252337049174,188.585919,exit_signal,1.12,-0.99,1.12,-0.99,111.74,121.88,False,,1.0,False,1649293200000,1649379600000,"[{'amount': 25.05, 'safe_price': 111.93, 'ft_order_side': 'buy', 'order_filled_timestamp': 1649293200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2806.6503464999996}, {'amount': 25.05, 'safe_price': 119.69, 'ft_order_side': 'sell', 'order_filled_timestamp': 1649379600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3001.2327345}]",0.0,4,full_5y,20210101-20251231,78,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
