window_id,root,source_gate_id,provider,instrument,market_context,timeframe,start_date,end_date,row_count,train_rows,calibration_rows,test_rows,rule,gate_calibration_lcb,gate_test_lcb,status
bull-DIS-1d-2010-03-17-2010-03-18,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-03-17,2010-03-18,2,0,0,2,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-03-23-2010-03-24,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-03-23,2010-03-24,2,0,0,2,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-03-26-2010-03-26,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-03-26,2010-03-26,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-04-01-2010-04-01,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-04-01,2010-04-01,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-04-06-2010-04-06,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-04-06,2010-04-06,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-04-08-2010-04-09,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-04-08,2010-04-09,2,0,0,2,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-04-14-2010-04-15,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-04-14,2010-04-15,2,0,0,2,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-04-23-2010-04-26,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-04-23,2010-04-26,2,0,0,2,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-10-25-2010-10-28,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-10-25,2010-10-28,4,0,4,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-11-04-2010-11-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-11-04,2010-11-05,2,0,2,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2010-12-22-2010-12-22,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2010-12-22,2010-12-22,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2011-02-03-2011-02-08,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2011-02-03,2011-02-08,4,4,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-02-09-2012-02-13,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-02-09,2012-02-13,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-02-17-2012-02-17,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-02-17,2012-02-17,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-02-28-2012-03-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-02-28,2012-03-05,5,5,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-06-29-2012-07-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-06-29,2012-07-03,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-08-20-2012-08-20,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-08-20,2012-08-20,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-09-05-2012-09-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-09-05,2012-09-05,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-09-07-2012-09-07,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-09-07,2012-09-07,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-09-12-2012-09-12,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-09-12,2012-09-12,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-09-21-2012-09-24,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-09-21,2012-09-24,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2012-10-05-2012-10-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2012-10-05,2012-10-05,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2013-02-06-2013-02-06,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2013-02-06,2013-02-06,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2013-02-08-2013-02-19,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2013-02-08,2013-02-19,7,0,0,7,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2013-03-04-2013-03-11,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2013-03-04,2013-03-11,6,6,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2013-04-04-2013-04-12,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2013-04-04,2013-04-12,7,7,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2013-05-14-2013-05-15,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2013-05-14,2013-05-15,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2013-12-16-2013-12-17,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2013-12-16,2013-12-17,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-05-23-2014-06-02,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-05-23,2014-06-02,6,0,0,6,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-06-04-2014-06-09,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-06-04,2014-06-09,4,0,0,4,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-06-27-2014-07-07,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-06-27,2014-07-07,6,6,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-07-09-2014-07-09,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-07-09,2014-07-09,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-07-28-2014-07-28,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-07-28,2014-07-28,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-07-30-2014-07-30,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-07-30,2014-07-30,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-08-27-2014-08-28,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-08-27,2014-08-28,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-09-02-2014-09-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-09-02,2014-09-03,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-09-05-2014-09-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-09-05,2014-09-05,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-12-01-2014-12-02,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-12-01,2014-12-02,2,0,2,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-12-04-2014-12-08,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-12-04,2014-12-08,3,0,3,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2014-12-18-2014-12-29,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2014-12-18,2014-12-29,7,0,7,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-04-16-2015-04-16,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-04-16,2015-04-16,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-04-23-2015-04-29,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-04-23,2015-04-29,5,5,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-05-01-2015-05-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-05-01,2015-05-05,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-06-01-2015-06-01,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-06-01,2015-06-01,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-06-03-2015-06-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-06-03,2015-06-03,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-06-16-2015-06-18,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-06-16,2015-06-18,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-06-22-2015-06-23,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-06-22,2015-06-23,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-06-25-2015-06-26,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-06-25,2015-06-26,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-07-01-2015-07-07,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-07-01,2015-07-07,4,4,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-07-13-2015-07-22,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-07-13,2015-07-22,8,5,3,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-07-29-2015-08-04,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-07-29,2015-08-04,5,0,5,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-10-28-2015-10-29,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-10-28,2015-10-29,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2015-11-02-2015-11-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2015-11-02,2015-11-03,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2016-12-06-2016-12-07,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2016-12-06,2016-12-07,2,0,2,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2016-12-19-2016-12-22,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2016-12-19,2016-12-22,4,0,4,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-01-03-2017-01-06,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-01-03,2017-01-06,4,0,2,2,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-01-11-2017-01-11,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-01-11,2017-01-11,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-01-27-2017-02-01,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-01-27,2017-02-01,4,0,0,4,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-03-01-2017-03-01,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-03-01,2017-03-01,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-03-03-2017-03-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-03-03,2017-03-03,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-03-09-2017-03-09,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-03-09,2017-03-09,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-03-13-2017-03-14,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-03-13,2017-03-14,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-03-20-2017-03-20,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-03-20,2017-03-20,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-03-27-2017-03-28,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-03-27,2017-03-28,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-03-30-2017-04-04,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-03-30,2017-04-04,4,4,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-04-06-2017-04-06,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-04-06,2017-04-06,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-04-11-2017-04-18,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-04-11,2017-04-18,5,5,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-04-20-2017-04-21,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-04-20,2017-04-21,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-04-25-2017-04-28,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-04-25,2017-04-28,4,4,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-11-09-2017-11-13,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-11-09,2017-11-13,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2017-12-01-2017-12-01,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2017-12-01,2017-12-01,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2018-07-18-2018-07-19,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2018-07-18,2018-07-19,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2018-07-26-2018-07-26,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2018-07-26,2018-07-26,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2018-07-31-2018-07-31,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2018-07-31,2018-07-31,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2018-08-03-2018-08-07,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2018-08-03,2018-08-07,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2019-03-15-2019-03-15,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2019-03-15,2019-03-15,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2019-07-12-2019-07-15,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2019-07-12,2019-07-15,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2019-07-26-2019-07-29,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2019-07-26,2019-07-29,2,0,2,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1d-2024-11-13-2024-11-13,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1d,2024-11-13,2024-11-13,1,0,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1w-2004-01-09-2004-01-16,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1w,2004-01-09,2004-01-16,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1w-2004-12-24-2004-12-31,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1w,2004-12-24,2004-12-31,2,1,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1w-2005-01-14-2005-01-14,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1w,2005-01-14,2005-01-14,1,0,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1w-2006-10-27-2006-11-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1w,2006-10-27,2006-11-03,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1w-2006-12-15-2006-12-15,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1w,2006-12-15,2006-12-15,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-DIS-1w-2006-12-29-2006-12-29,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,DIS,single_stock,1w,2006-12-29,2006-12-29,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
