rank_artifact,unit_label,provider,provider_label,branch_id,branch_path,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,symbol,direction,status,trade_count,win_rate_pct,sharpe,total_profit_pct,pre_bayes_filter_state,bbn_posterior,catboost_path_ranker_label,execution_tree_decision,outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_ob_continuation_v1 - Binance BTCUSDT 1h,Binance,Binance BTCUSDT 1h,session_ob_continuation_v1,SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_ob_continuation_v1 - Bybit BTCUSDT 1h,Bybit,Bybit BTCUSDT 1h,session_ob_continuation_v1,SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_ob_continuation_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,session_ob_continuation_v1,SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,SPY,long,completed,91,31.8681,-0.9755,-3.09,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_ob_continuation_v1 - Kraken XBTUSD 1h,Kraken,Kraken XBTUSD 1h,session_ob_continuation_v1,SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_ob_continuation_v1 - TradingViewRemix/TVR BTC-USD 1h,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,session_ob_continuation_v1,SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_ob_continuation_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,session_ob_continuation_v1,SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,SPY,long,completed,49,32.6531,-0.1278,-2.11,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - Binance BTCUSDT 1h,Binance,Binance BTCUSDT 1h,smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - Bybit BTCUSDT 1h,Bybit,Bybit BTCUSDT 1h,smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,SPY,long,completed,70,30.0,3.6272,2.48,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - Kraken XBTUSD 1h,Kraken,Kraken XBTUSD 1h,smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - TradingViewRemix/TVR BTC-USD 1h,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,SPY,long,completed,73,28.7671,-0.5342,-9.15,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
