label_panel_row_id,slot_id,provider,instrument,timeframe,root,source_id,source_native_scope,crosswalk_layer,crosswalk_decision,acceptance_scope,source_start_date,source_end_date,source_date_granularity,materialization_status,provenance_url,notes
source-window-crosswalk-v1-0018-window-01,source-window-crosswalk-v1-0018,yfinance,^GSPC,4h,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_gspc_time_projection,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2001-03-01,2001-11-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0018-window-02,source-window-crosswalk-v1-0018,yfinance,^GSPC,4h,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_gspc_time_projection,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2007-12-01,2009-06-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0018-window-03,source-window-crosswalk-v1-0018,yfinance,^GSPC,4h,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_gspc_time_projection,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2020-02-01,2020-04-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0019-window-01,source-window-crosswalk-v1-0019,yfinance,^GSPC,1mo,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2002-10-09,2007-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0019-window-02,source-window-crosswalk-v1-0019,yfinance,^GSPC,1mo,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2009-03-09,2020-02-19,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0019-window-03,source-window-crosswalk-v1-0019,yfinance,^GSPC,1mo,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-03-23,2022-01-03,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0019-window-04,source-window-crosswalk-v1-0019,yfinance,^GSPC,1mo,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-10-12,,day,deferred_refresh_required,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Open-ended Yardeni 2022-10-12 Bull window requires current source refresh before live/current attachment.
source-window-crosswalk-v1-0020-window-01,source-window-crosswalk-v1-0020,yfinance,^GSPC,1mo,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2000-03-24,2002-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0020-window-02,source-window-crosswalk-v1-0020,yfinance,^GSPC,1mo,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2007-10-09,2009-03-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0020-window-03,source-window-crosswalk-v1-0020,yfinance,^GSPC,1mo,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-02-19,2020-03-23,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0020-window-04,source-window-crosswalk-v1-0020,yfinance,^GSPC,1mo,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-01-03,2022-10-12,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0021-window-01,source-window-crosswalk-v1-0021,yfinance,^GSPC,1mo,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_gspc_time_projection,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2001-03-01,2001-11-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0021-window-02,source-window-crosswalk-v1-0021,yfinance,^GSPC,1mo,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_gspc_time_projection,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2007-12-01,2009-06-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0021-window-03,source-window-crosswalk-v1-0021,yfinance,^GSPC,1mo,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_gspc_time_projection,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2020-02-01,2020-04-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0022-window-01,source-window-crosswalk-v1-0022,yfinance,SPY,1m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2002-10-09,2007-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0022-window-02,source-window-crosswalk-v1-0022,yfinance,SPY,1m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2009-03-09,2020-02-19,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0022-window-03,source-window-crosswalk-v1-0022,yfinance,SPY,1m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-03-23,2022-01-03,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0022-window-04,source-window-crosswalk-v1-0022,yfinance,SPY,1m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-10-12,,day,deferred_refresh_required,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Open-ended Yardeni 2022-10-12 Bull window requires current source refresh before live/current attachment.
source-window-crosswalk-v1-0023-window-01,source-window-crosswalk-v1-0023,yfinance,SPY,1m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2000-03-24,2002-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0023-window-02,source-window-crosswalk-v1-0023,yfinance,SPY,1m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2007-10-09,2009-03-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0023-window-03,source-window-crosswalk-v1-0023,yfinance,SPY,1m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-02-19,2020-03-23,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0023-window-04,source-window-crosswalk-v1-0023,yfinance,SPY,1m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-01-03,2022-10-12,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0024-window-01,source-window-crosswalk-v1-0024,yfinance,SPY,1m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2001-03-01,2001-11-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0024-window-02,source-window-crosswalk-v1-0024,yfinance,SPY,1m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2007-12-01,2009-06-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0024-window-03,source-window-crosswalk-v1-0024,yfinance,SPY,1m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2020-02-01,2020-04-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0025-window-01,source-window-crosswalk-v1-0025,yfinance,SPY,5m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2002-10-09,2007-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0025-window-02,source-window-crosswalk-v1-0025,yfinance,SPY,5m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2009-03-09,2020-02-19,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0025-window-03,source-window-crosswalk-v1-0025,yfinance,SPY,5m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-03-23,2022-01-03,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0025-window-04,source-window-crosswalk-v1-0025,yfinance,SPY,5m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-10-12,,day,deferred_refresh_required,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Open-ended Yardeni 2022-10-12 Bull window requires current source refresh before live/current attachment.
source-window-crosswalk-v1-0026-window-01,source-window-crosswalk-v1-0026,yfinance,SPY,5m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2000-03-24,2002-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0026-window-02,source-window-crosswalk-v1-0026,yfinance,SPY,5m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2007-10-09,2009-03-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0026-window-03,source-window-crosswalk-v1-0026,yfinance,SPY,5m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-02-19,2020-03-23,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0026-window-04,source-window-crosswalk-v1-0026,yfinance,SPY,5m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-01-03,2022-10-12,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0027-window-01,source-window-crosswalk-v1-0027,yfinance,SPY,5m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2001-03-01,2001-11-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0027-window-02,source-window-crosswalk-v1-0027,yfinance,SPY,5m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2007-12-01,2009-06-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0027-window-03,source-window-crosswalk-v1-0027,yfinance,SPY,5m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2020-02-01,2020-04-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0028-window-01,source-window-crosswalk-v1-0028,yfinance,SPY,15m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2002-10-09,2007-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0028-window-02,source-window-crosswalk-v1-0028,yfinance,SPY,15m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2009-03-09,2020-02-19,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0028-window-03,source-window-crosswalk-v1-0028,yfinance,SPY,15m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-03-23,2022-01-03,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0028-window-04,source-window-crosswalk-v1-0028,yfinance,SPY,15m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-10-12,,day,deferred_refresh_required,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Open-ended Yardeni 2022-10-12 Bull window requires current source refresh before live/current attachment.
source-window-crosswalk-v1-0029-window-01,source-window-crosswalk-v1-0029,yfinance,SPY,15m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2000-03-24,2002-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0029-window-02,source-window-crosswalk-v1-0029,yfinance,SPY,15m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2007-10-09,2009-03-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0029-window-03,source-window-crosswalk-v1-0029,yfinance,SPY,15m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-02-19,2020-03-23,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0029-window-04,source-window-crosswalk-v1-0029,yfinance,SPY,15m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-01-03,2022-10-12,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0030-window-01,source-window-crosswalk-v1-0030,yfinance,SPY,15m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2001-03-01,2001-11-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0030-window-02,source-window-crosswalk-v1-0030,yfinance,SPY,15m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2007-12-01,2009-06-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0030-window-03,source-window-crosswalk-v1-0030,yfinance,SPY,15m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2020-02-01,2020-04-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0031-window-01,source-window-crosswalk-v1-0031,yfinance,SPY,30m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2002-10-09,2007-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0031-window-02,source-window-crosswalk-v1-0031,yfinance,SPY,30m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2009-03-09,2020-02-19,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0031-window-03,source-window-crosswalk-v1-0031,yfinance,SPY,30m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-03-23,2022-01-03,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0031-window-04,source-window-crosswalk-v1-0031,yfinance,SPY,30m,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-10-12,,day,deferred_refresh_required,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Open-ended Yardeni 2022-10-12 Bull window requires current source refresh before live/current attachment.
source-window-crosswalk-v1-0032-window-01,source-window-crosswalk-v1-0032,yfinance,SPY,30m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2000-03-24,2002-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0032-window-02,source-window-crosswalk-v1-0032,yfinance,SPY,30m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2007-10-09,2009-03-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0032-window-03,source-window-crosswalk-v1-0032,yfinance,SPY,30m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-02-19,2020-03-23,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0032-window-04,source-window-crosswalk-v1-0032,yfinance,SPY,30m,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-01-03,2022-10-12,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0033-window-01,source-window-crosswalk-v1-0033,yfinance,SPY,30m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2001-03-01,2001-11-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0033-window-02,source-window-crosswalk-v1-0033,yfinance,SPY,30m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2007-12-01,2009-06-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0033-window-03,source-window-crosswalk-v1-0033,yfinance,SPY,30m,Crisis,nber_business_cycle_dates,US macro/business cycle,macro_crisis_to_spx_tradable_proxy,approved_low_risk_macro_stress_projection,source_label_slot_attached_not_confidence_gate,2020-02-01,2020-04-30,month,materialized_closed_window,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0034-window-01,source-window-crosswalk-v1-0034,yfinance,SPY,1h,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2002-10-09,2007-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0034-window-02,source-window-crosswalk-v1-0034,yfinance,SPY,1h,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2009-03-09,2020-02-19,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0034-window-03,source-window-crosswalk-v1-0034,yfinance,SPY,1h,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2020-03-23,2022-01-03,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0034-window-04,source-window-crosswalk-v1-0034,yfinance,SPY,1h,Bull,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2022-10-12,,day,deferred_refresh_required,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Open-ended Yardeni 2022-10-12 Bull window requires current source refresh before live/current attachment.
source-window-crosswalk-v1-0035-window-01,source-window-crosswalk-v1-0035,yfinance,SPY,1h,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2000-03-24,2002-10-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
source-window-crosswalk-v1-0035-window-02,source-window-crosswalk-v1-0035,yfinance,SPY,1h,Bear,yardeni_sp500_bull_bear_tables_2024,S&P 500,spx_tradable_proxy_time_projection,approved_low_risk_market_family_projection,source_label_slot_attached_not_confidence_gate,2007-10-09,2009-03-09,day,materialized_closed_window,https://yardeni.com/wp-content/uploads/BullBearTables.pdf,Closed dated source window can attach to target slot with explicit crosswalk tier provenance.
