base_symbol,comparison_symbol,relationship_type,relationship_confidence,timeframe,session,comparison_timeframe,comparison_session,timeframe_aligned,session_overlap,correlation_window_bars,recent_correlation,event_time,smt_signal,base_swing_type,base_level,comparison_swing_type,comparison_level,swept_side,normalized_for_inverse_correlation,raw_comparison_swing_type,raw_comparison_level,event_window_bars,event_time_delta_bars,same_event_window_confirmed,near_pd_array,pd_array_type,mss_or_cisd_confirmed,displacement_confirmed,regime_bucket,provider_provenance,evidence_source,confidence,forward_return,outcome_hit,strict_entry_context_complete,confirmation_role,actionable,fail_closed_reason,branch_path
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-20T14:00:00+00:00,bearish_smt,HH,75765.2109375,LH,2326.889892578125,buy_side_liquidity,False,LH,2326.889892578125,5,1,True,False,none,False,False,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.007218501943346769,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement,missing_pda",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-24T09:00:00+00:00,bullish_smt,LL,77436.0,HL,2305.080078125,sell_side_liquidity,False,HL,2305.080078125,5,0,True,True,FVG,False,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.00017488290602199615,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-24T22:00:00+00:00,bullish_smt,LL,77306.0625,HL,2308.219970703125,sell_side_liquidity,False,HL,2308.219970703125,5,0,True,True,session_high_low,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.005810193413908997,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-26T12:00:00+00:00,bullish_smt,LL,77787.9375,HL,2326.22998046875,sell_side_liquidity,False,HL,2326.22998046875,5,0,True,True,FVG,True,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,0.01833223882538156,True,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-27T19:00:00+00:00,bullish_smt,LL,76464.78125,HL,2275.409912109375,sell_side_liquidity,False,HL,2275.409912109375,5,0,True,True,session_high_low,False,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.00014927030800185382,False,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-01T08:00:00+00:00,bearish_smt,HH,77489.828125,LH,2288.780029296875,buy_side_liquidity,False,LH,2288.780029296875,5,0,True,True,session_high_low,False,False,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.006649750678533106,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-04T17:00:00+00:00,bearish_smt,HH,80740.4375,LH,2379.6201171875,buy_side_liquidity,False,LH,2379.6201171875,5,0,True,True,session_high_low,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.007265544907120689,False,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-05T21:00:00+00:00,bearish_smt,HH,81770.453125,LH,2388.159912109375,buy_side_liquidity,False,LH,2388.159912109375,5,0,True,True,session_high_low,True,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,0.007227206795077197,False,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-07T10:00:00+00:00,bullish_smt,LL,80564.140625,HL,2316.949951171875,sell_side_liquidity,False,HL,2316.949951171875,5,0,True,True,session_high_low,False,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.011501233527953734,False,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-08T22:00:00+00:00,bearish_smt,HH,80418.7890625,LH,2318.669921875,buy_side_liquidity,False,LH,2318.669921875,5,0,True,False,none,False,False,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.0001345067800857943,True,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement,missing_pda",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-11T12:00:00+00:00,bearish_smt,HH,81337.328125,LH,2339.27001953125,buy_side_liquidity,False,LH,2339.27001953125,5,2,True,True,FVG,False,False,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.006173504309516553,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-22T12:00:00+00:00,bullish_smt,LL,68213.7421875,HL,2069.0498046875,sell_side_liquidity,False,HL,2069.0498046875,5,1,True,True,session_high_low,False,False,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.01366181777961665,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-24T07:00:00+00:00,bearish_smt,HH,71331.5,LH,2167.94287109375,buy_side_liquidity,False,LH,2167.94287109375,5,0,True,True,FVG,True,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,-0.02851190392743739,True,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-25T15:00:00+00:00,bullish_smt,LL,70584.640625,HL,2149.496337890625,sell_side_liquidity,False,HL,2149.496337890625,5,0,True,True,FVG,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.00042561906949899485,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-02T17:00:00+00:00,bearish_smt,HH,67384.4453125,LH,2073.099609375,buy_side_liquidity,False,LH,2073.099609375,5,3,True,True,FVG,False,False,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.0017384783041751134,True,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-05T15:00:00+00:00,bearish_smt,HH,67516.1640625,LH,2050.158447265625,buy_side_liquidity,False,LH,2050.158447265625,5,5,True,True,session_high_low,False,False,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.02663301817877753,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-15T07:00:00+00:00,bullish_smt,LL,73545.0,HL,2310.679931640625,sell_side_liquidity,False,HL,2310.679931640625,5,0,True,True,session_high_low,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.017011708052288257,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-17T23:00:00+00:00,bullish_smt,LL,76941.9921875,HL,2416.449951171875,sell_side_liquidity,False,HL,2416.449951171875,5,5,True,True,FVG,False,False,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.013340771106581568,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-21T10:00:00+00:00,bearish_smt,HH,76905.171875,LH,2339.10009765625,buy_side_liquidity,False,LH,2339.10009765625,5,2,True,True,session_high_low,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.014498309032620126,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-23T15:00:00+00:00,bearish_smt,HH,78716.328125,LH,2344.18994140625,buy_side_liquidity,False,LH,2344.18994140625,5,0,True,True,FVG,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.008388756394288389,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-27T14:00:00+00:00,bearish_smt,HH,78277.2265625,LH,2329.89990234375,buy_side_liquidity,False,LH,2329.89990234375,5,0,True,True,FVG,True,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,-0.011897886903961097,True,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-28T07:00:00+00:00,bullish_smt,LL,76442.0,HL,2281.469970703125,sell_side_liquidity,False,HL,2281.469970703125,5,5,True,True,session_high_low,False,False,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.007129763007917487,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-04T00:00:00+00:00,bullish_smt,LL,78274.921875,HL,2308.60009765625,sell_side_liquidity,False,HL,2308.60009765625,5,0,True,True,FVG,True,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,0.0040058527029956156,True,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
