provider,symbol,factor,side,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path,signal_time,entry_time,exit_time,entry,exit,stop,zone_low,zone_high,exit_reason,gross_return,net_return,walk_forward_fold
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->down_momentum->order_block_pullback_v1,2022-02-24 02:00:00+00:00,2022-02-24 18:00:00+00:00,2022-02-24 19:00:00+00:00,36396.52,37131.7605,37131.7605,36638,37080.48,stop,-0.02020084612,-0.02100084612,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2022-02-24 03:00:00+00:00,2022-02-24 15:00:00+00:00,2022-02-24 18:00:00+00:00,35919.96,36695.52,36695.52,35954.99,36638,stop,-0.02159133807,-0.02239133807,validation
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->up_momentum->order_block_pullback_v1,2022-02-26 00:00:00+00:00,2022-02-26 01:00:00+00:00,2022-02-26 05:00:00+00:00,39704.81,39076.47279,39076.47279,39136,39600,stop,-0.0158252165,-0.0166252165,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-02-27 10:00:00+00:00,2022-02-27 13:00:00+00:00,2022-02-27 14:00:00+00:00,39058.97,38853.13036,38853.13036,38888,38974.21,stop,-0.005269971094,-0.006069971094,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2022-02-28 23:00:00+00:00,2022-03-01 10:00:00+00:00,2022-03-01 22:00:00+00:00,43578.87,44156.77,41838.0245,41918.02,42847,horizon,0.01326101388,0.01246101388,validation
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->up_momentum->order_block_pullback_v1,2022-03-02 14:00:00+00:00,2022-03-02 15:00:00+00:00,2022-03-03 03:00:00+00:00,44126.52,43281.686,43281.686,43334.09,44040.48,stop,-0.01914572008,-0.01994572008,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-04 01:00:00+00:00,2022-03-04 08:00:00+00:00,2022-03-04 19:00:00+00:00,41589.99,39897.16586,42436.40207,41683.42,42380.85,target,0.04070268213,0.03990268213,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-06 09:00:00+00:00,2022-03-06 16:00:00+00:00,2022-03-06 17:00:00+00:00,39211.05,39045.84486,39293.65257,39189.17,39264.13,target,0.004213229252,0.003413229252,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-06 19:00:00+00:00,2022-03-06 20:00:00+00:00,2022-03-06 21:00:00+00:00,38854.99,38967.65321,38967.65321,38921.7,38927.8,stop,-0.002899581605,-0.003699581605,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-07 18:00:00+00:00,2022-03-08 02:00:00+00:00,2022-03-08 04:00:00+00:00,38614.62,38801.43164,38801.43164,38601.71,38752.65,stop,-0.004837847501,-0.005637847501,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-09 04:00:00+00:00,2022-03-10 01:00:00+00:00,2022-03-10 04:00:00+00:00,40930.71,39461.11636,39461.11636,39520,41217.72,stop,-0.03590442587,-0.03670442587,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-09 15:00:00+00:00,2022-03-09 17:00:00+00:00,2022-03-09 18:00:00+00:00,42320.15,42024.94543,42024.94543,42082.91,42106.81,stop,-0.006975508627,-0.007775508627,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-11 01:00:00+00:00,2022-03-11 07:00:00+00:00,2022-03-11 11:00:00+00:00,39132.09,39418.82793,39418.82793,39311.94,39366.37,stop,-0.007327437113,-0.008127437113,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-11 16:00:00+00:00,2022-03-11 22:00:00+00:00,2022-03-12 01:00:00+00:00,38916.69,39218.37836,39218.37836,39094.84,39168.81,stop,-0.007752158705,-0.008552158705,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->down_momentum->order_block_pullback_v1,2022-03-11 20:00:00+00:00,2022-03-11 21:00:00+00:00,2022-03-11 22:00:00+00:00,38852.13,38914.53321,38914.53321,38500,38865.53,stop,-0.001606172282,-0.002406172282,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,order_block_pullback_v1,TrendTransition->NormalVolatility->down_momentum->order_block_pullback_v1,2022-03-12 23:00:00+00:00,2022-03-13 01:00:00+00:00,2022-03-13 02:00:00+00:00,38993.01,39195.16843,39195.16843,39032.38,39169.69,stop,-0.005184478669,-0.005984478669,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,order_block_pullback_v1,TrendTransition->NormalVolatility->down_momentum->order_block_pullback_v1,2022-03-13 11:00:00+00:00,2022-03-13 13:00:00+00:00,2022-03-13 15:00:00+00:00,38749.98,39035.33929,39035.33929,38849.99,39013.65,stop,-0.0073641144,-0.0081641144,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-13 12:00:00+00:00,2022-03-13 13:00:00+00:00,2022-03-13 14:00:00+00:00,38749.98,38873.60529,38873.60529,38776.95,38849.99,stop,-0.003190331601,-0.003990331601,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-13 20:00:00+00:00,2022-03-14 04:00:00+00:00,2022-03-14 07:00:00+00:00,38519.86,38900.08821,38900.08821,38869.03,38875.69,stop,-0.009870965634,-0.01067096563,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2022-03-13 22:00:00+00:00,2022-03-14 04:00:00+00:00,2022-03-14 07:00:00+00:00,38519.86,38863.52914,38863.52914,38650.13,38830.71,stop,-0.008921868949,-0.009721868949,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-14 18:00:00+00:00,2022-03-14 20:00:00+00:00,2022-03-14 22:00:00+00:00,38723.35,38844.968,38844.968,38787.39,38812.07,stop,-0.003140689016,-0.003940689016,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-14 23:00:00+00:00,2022-03-15 01:00:00+00:00,2022-03-15 02:00:00+00:00,38825.81,38977.74829,38749.84086,38787.21,39326.11,target,0.003913332026,0.003113332026,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-03-15 08:00:00+00:00,2022-03-15 09:00:00+00:00,2022-03-15 11:00:00+00:00,38581.61,38765.08714,38765.08714,38477,38723.49,stop,-0.004755559523,-0.005555559523,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-15 19:00:00+00:00,2022-03-15 20:00:00+00:00,2022-03-15 21:00:00+00:00,39432.05,39323.03179,39323.03179,39359.57,39395,stop,-0.002764710795,-0.003564710795,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-16 02:00:00+00:00,2022-03-16 06:00:00+00:00,2022-03-16 07:00:00+00:00,39588.15,39375.71193,39375.71193,39430,39473.01,stop,-0.005366203559,-0.006166203559,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-16 09:00:00+00:00,2022-03-16 10:00:00+00:00,2022-03-16 18:00:00+00:00,40307.89,39606.84021,39606.84021,39676.65,40230.09,stop,-0.01739237121,-0.01819237121,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-16 20:00:00+00:00,2022-03-17 06:00:00+00:00,2022-03-17 10:00:00+00:00,40760.01,40502.60057,40502.60057,40567.53,40766.19,stop,-0.00631524449,-0.00711524449,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-17 13:00:00+00:00,2022-03-17 14:00:00+00:00,2022-03-17 15:00:00+00:00,40822.99,40776.34421,40776.34421,40812.73,40822.02,stop,-0.001142635209,-0.001942635209,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-18 05:00:00+00:00,2022-03-18 08:00:00+00:00,2022-03-18 09:00:00+00:00,40604.45,40556.65729,40556.65729,40581.94,40618.2,stop,-0.001177031441,-0.001977031441,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-18 18:00:00+00:00,2022-03-19 03:00:00+00:00,2022-03-19 15:00:00+00:00,41793.66,41937.68,41441.35021,41472.44,41594.45,horizon,0.003445977213,0.002645977213,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-19 16:00:00+00:00,2022-03-19 17:00:00+00:00,2022-03-19 18:00:00+00:00,41889.42,42036.46157,41815.89921,41836.04,41838.29,target,0.003510231735,0.002710231735,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-22 04:00:00+00:00,2022-03-22 06:00:00+00:00,2022-03-22 10:00:00+00:00,42247.99,42809.59457,41967.18771,42007.48,42236.46,target,0.01329304829,0.01249304829,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-22 11:00:00+00:00,2022-03-22 12:00:00+00:00,2022-03-22 16:00:00+00:00,42950.41,42551.52029,42551.52029,42597.86,42761.74,stop,-0.009287215519,-0.01008721552,validation
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2022-03-23 12:00:00+00:00,2022-03-23 13:00:00+00:00,2022-03-23 14:00:00+00:00,42020.98,42370.65957,41846.14021,41878.82,42186.07,target,0.008321547271,0.007521547271,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-24 00:00:00+00:00,2022-03-24 01:00:00+00:00,2022-03-24 06:00:00+00:00,42827.45,43445.21229,42518.56886,42555.99,42757.17,target,0.01442444707,0.01362444707,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-24 16:00:00+00:00,2022-03-24 17:00:00+00:00,2022-03-25 01:00:00+00:00,43815.11,44327.19186,43559.06907,43595.01,43842.04,target,0.01168733474,0.01088733474,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-25 11:00:00+00:00,2022-03-25 15:00:00+00:00,2022-03-25 17:00:00+00:00,44318.21,44138.60393,44138.60393,44164.78,44201.32,stop,-0.00405264724,-0.00485264724,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-26 18:00:00+00:00,2022-03-26 19:00:00+00:00,2022-03-26 20:00:00+00:00,44367.49,44504.453,44299.0085,44314.08,44366.5,target,0.003087012585,0.002287012585,validation
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->up_momentum->order_block_pullback_v1,2022-03-26 20:00:00+00:00,2022-03-26 21:00:00+00:00,2022-03-27 01:00:00+00:00,44444.99,44761.05486,44286.95757,44303.91,44461.88,target,0.007111371994,0.006311371994,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-27 01:00:00+00:00,2022-03-27 04:00:00+00:00,2022-03-27 05:00:00+00:00,44580.51,44640.51143,44550.50929,44570.6,44579.14,target,0.001345911668,0.0005459116679,validation
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->up_momentum->order_block_pullback_v1,2022-03-27 15:00:00+00:00,2022-03-27 16:00:00+00:00,2022-03-27 20:00:00+00:00,44950,45718.91243,44565.54379,44583.52,44741,target,0.01710594947,0.01630594947,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-28 10:00:00+00:00,2022-03-28 23:00:00+00:00,2022-03-29 00:00:00+00:00,47122.21,47341.20429,47012.71286,47053.25,47064.05,target,0.00464736874,0.00384736874,validation
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2022-03-28 13:00:00+00:00,2022-03-28 14:00:00+00:00,2022-03-28 23:00:00+00:00,47603.5,47088.883,47088.883,47123.54,47376.74,stop,-0.01081048662,-0.01161048662,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-28 18:00:00+00:00,2022-03-28 21:00:00+00:00,2022-03-28 22:00:00+00:00,47629.22,47515.619,47515.619,47550,47556.37,stop,-0.002385111492,-0.003185111492,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-03-29 05:00:00+00:00,2022-03-29 08:00:00+00:00,2022-03-29 11:00:00+00:00,47539.75,47843.41786,47387.91607,47424.37,47510.39,target,0.006387662054,0.005587662054,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2022-03-31 19:00:00+00:00,2022-03-31 20:00:00+00:00,2022-03-31 23:00:00+00:00,45745.46,45235.63771,46000.37114,45595.28,45962.08,target,0.01114476247,0.01034476247,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-01 02:00:00+00:00,2022-04-01 07:00:00+00:00,2022-04-01 12:00:00+00:00,45015.69,45400.08671,45400.08671,45049.03,45351.73,stop,-0.008539171882,-0.009339171882,validation
Binance,BTCUSDT,order_block_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,order_block_pullback_v1,TrendTransition->NormalVolatility->up_momentum->order_block_pullback_v1,2022-04-03 21:00:00+00:00,2022-04-03 23:00:00+00:00,2022-04-04 00:00:00+00:00,46407.35,46333.38443,46333.38443,46363.96,46482.33,stop,-0.00159383312,-0.00239383312,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2022-04-04 17:00:00+00:00,2022-04-05 15:00:00+00:00,2022-04-05 16:00:00+00:00,45763.72,45847.38693,45847.38693,45566.37,45815.82,stop,-0.001828237053,-0.002628237053,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-06 00:00:00+00:00,2022-04-06 07:00:00+00:00,2022-04-06 13:00:00+00:00,45276.04,44158.02657,45835.04671,45506.67,45790.72,target,0.02469326886,0.02389326886,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-06 23:00:00+00:00,2022-04-07 11:00:00+00:00,2022-04-07 12:00:00+00:00,43766.74,43846.76843,43846.76843,43609.56,43792.47,stop,-0.00182852158,-0.00262852158,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-08 10:00:00+00:00,2022-04-08 15:00:00+00:00,2022-04-08 16:00:00+00:00,43648.01,43673.91007,43673.91007,43621.85,43650,stop,-0.0005933849316,-0.001393384932,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-08 23:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-09 01:00:00+00:00,42435.02,42312.09914,42496.48043,42370.06,42450.88,target,0.002896684322,0.002096684322,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->down_momentum->order_block_pullback_v1,2022-04-09 15:00:00+00:00,2022-04-09 16:00:00+00:00,2022-04-09 17:00:00+00:00,42445.64,42518.38586,42518.38586,42361.01,42500.2,stop,-0.001713859354,-0.002513859354,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2022-04-11 11:00:00+00:00,2022-04-11 12:00:00+00:00,2022-04-11 19:00:00+00:00,41145.46,40060.17543,41688.10229,41215,41646.55,target,0.02637677575,0.02557677575,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2022-04-11 19:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-12 08:00:00+00:00,39838.26,40182.03,40566.05071,40238,40520.45,horizon,-0.008629141935,-0.009429141935,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-12 19:00:00+00:00,2022-04-12 21:00:00+00:00,2022-04-12 23:00:00+00:00,39693.79,39978.10921,39978.10921,39721.7,39940.02,stop,-0.007162813485,-0.007962813485,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,order_block_pullback_v1,TrendTransition->NormalVolatility->down_momentum->order_block_pullback_v1,2022-04-14 18:00:00+00:00,2022-04-14 19:00:00+00:00,2022-04-15 00:00:00+00:00,39775.82,40090.79993,40090.79993,39842,40060.05,stop,-0.007918879575,-0.008718879575,validation
Binance,BTCUSDT,order_block_pullback_v1,short,TrendTransition,LowVolatility,down_momentum,order_block_pullback_v1,TrendTransition->LowVolatility->down_momentum->order_block_pullback_v1,2022-04-16 15:00:00+00:00,2022-04-16 21:00:00+00:00,2022-04-16 22:00:00+00:00,40485.28,40520.72179,40520.72179,40400,40505.52,stop,-0.0008754239989,-0.001675423999,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-17 17:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 22:00:00+00:00,40263.19,40339.17036,40339.17036,40276,40321.92,stop,-0.001887092333,-0.002687092333,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-04-19 14:00:00+00:00,2022-04-19 15:00:00+00:00,2022-04-20 03:00:00+00:00,41445.87,41386.14,41077.88114,41104,41380.5,horizon,-0.001441156863,-0.002241156863,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-04-19 23:00:00+00:00,2022-04-20 05:00:00+00:00,2022-04-20 07:00:00+00:00,41443.99,41363.58136,41363.58136,41391.24,41395.38,stop,-0.001940176196,-0.002740176196,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-04-20 12:00:00+00:00,2022-04-21 08:00:00+00:00,2022-04-21 09:00:00+00:00,41922.97,41870.4355,41870.4355,41892.89,41943.55,stop,-0.00125311971,-0.00205311971,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-04-20 21:00:00+00:00,2022-04-20 23:00:00+00:00,2022-04-21 01:00:00+00:00,41358.19,41608.45086,41233.05957,41269.79,41371.33,target,0.006051059225,0.005251059225,validation
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2022-04-21 10:00:00+00:00,2022-04-21 16:00:00+00:00,2022-04-21 17:00:00+00:00,41814.92,41715.94336,41715.94336,41743.96,41971.9,stop,-0.002367017391,-0.003167017391,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2022-04-21 11:00:00+00:00,2022-04-21 15:00:00+00:00,2022-04-21 16:00:00+00:00,42135.33,41942.6245,41942.6245,41971.9,42240,stop,-0.004573489753,-0.005373489753,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-22 16:00:00+00:00,2022-04-22 17:00:00+00:00,2022-04-23 00:00:00+00:00,39340.61,39839.98493,39839.98493,39531.43,39804.72,stop,-0.01269362444,-0.01349362444,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-23 03:00:00+00:00,2022-04-23 04:00:00+00:00,2022-04-23 05:00:00+00:00,39533.62,39595.617,39595.617,39553.01,39564.14,stop,-0.001568209539,-0.002368209539,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-24 17:00:00+00:00,2022-04-24 20:00:00+00:00,2022-04-24 22:00:00+00:00,39500,39657.57821,39657.57821,39531.52,39632.92,stop,-0.003989321881,-0.004789321881,validation
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2022-04-25 00:00:00+00:00,2022-04-25 16:00:00+00:00,2022-04-25 17:00:00+00:00,39469.64,39564.01586,39564.01586,39500.84,39530,stop,-0.002391100024,-0.003191100024,validation
