label,rule_id,rule,accepted_rule_confidence_95,blockers,min_split_support,min_split_wilson95_lcb,calibration_support,calibration_label_hits,calibration_precision,calibration_wilson95_lcb,heldout_market_support,heldout_market_label_hits,heldout_market_precision,heldout_market_wilson95_lcb,heldout_time_support,heldout_time_label_hits,heldout_time_precision,heldout_time_wilson95_lcb,test_support,test_label_hits,test_precision,test_wilson95_lcb,rule_kind
Crisis,volatility_ge_0.411418579,volatility >= 0.411418579,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1172,0.4280620188,29796,15118,0.5073835414,0.5017063102,1172,549,0.4684300341,0.4400112283,8304,3643,0.4387042389,0.4280620188,3691,1794,0.4860471417,0.469945873,single_atom
Crisis,volatility_ge_0.9564397693,volatility >= 0.9564397693,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,33,0.0861076821,2980,1543,0.5177852349,0.4998333548,33,6,0.1818181818,0.0861076821,707,336,0.4752475248,0.4386698193,122,44,0.3606557377,0.2809039291,single_atom
Crisis,volatility_ge_1.158617212,volatility >= 1.158617212,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_support_below_50;test_wilson95_below_0.95,0,0.0,1490,776,0.5208053691,0.4954186411,0,0,0.0,0.0,375,163,0.4346666667,0.3854075991,8,7,0.875,0.5291118178,single_atom
Crisis,volatility_ge_0.3683214542,volatility >= 0.3683214542,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1610,0.350717832,37244,16881,0.4532542154,0.4482035683,1610,640,0.397515528,0.3738818942,11031,3967,0.359622881,0.350717832,4949,2008,0.405738533,0.3921362757,single_atom
Crisis,returns_ge_0.06827942058,returns >= 0.06827942058,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,46,0.2452375459,1490,684,0.4590604027,0.4338954667,46,17,0.3695652174,0.2452375459,429,179,0.4172494172,0.3715240459,172,67,0.3895348837,0.3198316698,single_atom
Crisis,returns_ge_0.05139043521,returns >= 0.05139043521,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,106,0.295726685,2980,1331,0.4466442953,0.4288749713,106,43,0.4056603774,0.3170748814,886,350,0.39503386,0.3633638832,343,118,0.3440233236,0.295726685,single_atom
Crisis,close_le_0.5015086532,close <= 0.5015086532,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,0,0.0,7451,3178,0.4265199302,0.4153308857,0,0,0.0,0.0,1319,313,0.2373009856,0.2151255684,824,291,0.3531553398,0.3212716424,single_atom
Crisis,close_le_0.2180107832,close <= 0.2180107832,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,0,0.0,2980,1231,0.4130872483,0.3955315807,0,0,0.0,0.0,1319,313,0.2373009856,0.2151255684,824,291,0.3531553398,0.3212716424,single_atom
Crisis,volatility_ge_0.3329411653,volatility >= 0.3329411653,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2060,0.2896641385,44693,17819,0.3986977827,0.3941672946,2060,689,0.3344660194,0.3144168015,14196,4218,0.297125951,0.2896641385,6299,2156,0.3422765518,0.3306586936,single_atom
Crisis,returns_le_-0.06284239557,returns <= -0.06284239557,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,52,0.2315100767,1490,619,0.4154362416,0.3906628853,52,18,0.3461538462,0.2315100767,446,198,0.4439461883,0.3985087079,177,79,0.4463276836,0.3750064899,single_atom
Crisis,close_le_3.709123254,close <= 3.709123254,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,0,0.0,14898,5874,0.3942811116,0.3864619851,0,0,0.0,0.0,1376,328,0.238372093,0.2166067856,824,291,0.3531553398,0.3212716424,single_atom
Crisis,returns_ge_0.03336071585,returns >= 0.03336071585,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,372,0.2620180741,7449,2950,0.3960263123,0.3849763185,372,115,0.3091397849,0.2643281883,2286,698,0.3053368329,0.2867970819,970,281,0.2896907216,0.2620180741,single_atom
Crisis,returns_le_-0.04801132328,returns <= -0.04801132328,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,128,0.2175839977,2980,1182,0.3966442953,0.3792240074,128,37,0.2890625,0.2175839977,927,333,0.359223301,0.3289778557,353,134,0.3796033994,0.3305315685,single_atom
Crisis,vix_ge_35.54000092,vix >= 35.54000092,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,210,0.2597413332,7468,2769,0.3707820032,0.3598962177,1168,365,0.3125,0.2865691165,1820,608,0.3340659341,0.3127661818,210,67,0.319047619,0.2597413332,single_atom
Crisis,volatility_ge_0.3026019394,volatility >= 0.3026019394,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2760,0.248876122,52142,18686,0.3583675348,0.354262236,2760,771,0.2793478261,0.2629243536,17292,4415,0.2553203794,0.248876122,7895,2309,0.2924635845,0.2825322586,single_atom
Crisis,vix_ge_29.98999977,vix >= 29.98999977,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,455,0.2018030046,14935,5252,0.3516571811,0.3440383538,2496,543,0.2175480769,0.2018030046,4900,1050,0.2142857143,0.2030229365,455,143,0.3142857143,0.2733353914,single_atom
Crisis,returns_le_-0.03190357354,returns <= -0.03190357354,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,463,0.1728979467,7449,2590,0.3476976775,0.3369637335,463,96,0.2073434125,0.1728979467,2375,635,0.2673684211,0.2499547352,949,265,0.2792413066,0.2516319985,single_atom
Crisis,close_le_6.889999866,close <= 6.889999866,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,0,0.0,22350,7450,0.3333333333,0.3271822316,0,0,0.0,0.0,1878,468,0.249201278,0.2301634354,824,291,0.3531553398,0.3212716424,single_atom
Crisis,vix_ge_26.60000038,vix >= 26.60000038,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,700,0.1590465138,22354,7424,0.3321105842,0.3259659293,3924,669,0.1704892966,0.1590465138,8855,1635,0.1846414455,0.1766972758,700,179,0.2557142857,0.2247901649,single_atom
Crisis,volatility_ge_0.2772657977,volatility >= 0.2772657977,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3670,0.2142885114,59591,19548,0.3280361128,0.324277735,3670,838,0.2283378747,0.2150455028,20707,4553,0.2198773362,0.2142885114,9733,2457,0.2524401521,0.2439086507,single_atom
Crisis,vix_ge_44.52999878,vix >= 44.52999878,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,105,0.2786424262,3008,1021,0.3394281915,0.3227208807,480,153,0.31875,0.2786424262,805,346,0.4298136646,0.3960288408,105,41,0.3904761905,0.3026079174,single_atom
Crisis,close_le_0.08571399748,close <= 0.08571399748,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,0,0.0,1491,503,0.3373574782,0.3138035988,0,0,0.0,0.0,1319,313,0.2373009856,0.2151255684,824,291,0.3531553398,0.3212716424,single_atom
Crisis,returns_ge_0.02215358133,returns >= 0.02215358133,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1067,0.1847724263,14898,4644,0.3117196939,0.3043311546,1067,222,0.2080599813,0.1847724263,4748,1097,0.2310446504,0.2192757238,2295,483,0.2104575163,0.1942709335,single_atom
Crisis,fed_funds_rate_ge_6.51,fed_funds_rate >= 6.51,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_support_below_50;heldout_time_wilson95_below_0.95;test_support_below_50;test_wilson95_below_0.95,0,0.0,3146,999,0.3175460903,0.3015099565,420,51,0.1214285714,0.0935756557,0,0,0.0,0.0,0,0,0.0,0.0,single_atom
Crisis,volatility_ge_0.2557353045,volatility >= 0.2557353045,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4624,0.1881299763,67039,20402,0.3043303152,0.3008585684,4624,922,0.1993944637,0.1881299763,23615,4693,0.198729621,0.1936893006,11689,2596,0.2220891436,0.2146460484,single_atom
Crisis,regime_confidence_le_0.455,regime_confidence <= 0.455,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,6677,0.1443338744,69637,21134,0.3034880882,0.3000842216,6677,1020,0.152763217,0.1443338744,18571,5076,0.2733293845,0.2669669842,11086,2995,0.2701605629,0.2619754186,single_atom
Crisis,vix_ge_24.78000069,vix >= 24.78000069,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1050,0.13060209,29814,9040,0.3032132555,0.2980213877,5224,730,0.1397396631,0.13060209,11620,2024,0.1741824441,0.1673945461,1050,219,0.2085714286,0.1850809669,single_atom
Crisis,close_le_9.887185097,close <= 9.887185097,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,0,0.0,29796,8986,0.3015841052,0.2963988441,0,0,0.0,0.0,1959,469,0.2394078612,0.2210332097,824,291,0.3531553398,0.3212716424,single_atom
Crisis,fed_funds_rate_ge_6.52,fed_funds_rate >= 6.52,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_support_below_50;heldout_time_wilson95_below_0.95;test_support_below_50;test_wilson95_below_0.95,0,0.0,1856,575,0.3098060345,0.2891796599,248,41,0.1653225806,0.124265856,0,0,0.0,0.0,0,0,0.0,0.0,single_atom
Crisis,regime_confidence_le_0.417,regime_confidence <= 0.417,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5846,0.1440938143,60224,17610,0.2924083422,0.2887888073,5846,895,0.1530961341,0.1440938143,16537,4547,0.2749591824,0.2682069269,9745,2714,0.2785017958,0.2696904259,single_atom
Crisis,returns_le_-0.02126173967,returns <= -0.02126173967,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1329,0.1117308607,14898,4316,0.2897033159,0.2824740832,1329,171,0.1286681716,0.1117308607,4764,993,0.2084382872,0.1971410977,2160,452,0.2092592593,0.1926282732,single_atom
Crisis,cpi_le_177.6,cpi <= 177.6,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,824,0.0924269728,15202,4380,0.2881199842,0.2809749626,1856,196,0.1056034483,0.0924269728,1319,313,0.2373009856,0.2151255684,824,291,0.3531553398,0.3212716424,single_atom
Sideways,regime_confidence_ge_1,regime_confidence >= 1,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1926,0.3182422301,10071,4773,0.4739350611,0.4641949166,2469,1671,0.6767922236,0.6580815828,3300,1261,0.3821212121,0.3656889191,1926,653,0.3390446521,0.3182422301,single_atom
Sideways,regime_confidence_ge_0.75,regime_confidence >= 0.75,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5770,0.3488806669,26068,11102,0.4258861439,0.419894888,6924,3485,0.5033217793,0.4915463301,9488,3878,0.4087268128,0.3988739742,5770,2084,0.3611785095,0.3488806669,single_atom
Sideways,volatility_le_0.06062807103,volatility <= 0.06062807103,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,426,0.0819365706,1490,629,0.422147651,0.3973011607,426,46,0.1079812207,0.0819365706,1323,466,0.3522297808,0.3269523285,826,233,0.2820823245,0.2524565568,single_atom
Sideways,10y_treasury_le_1.43,10y_treasury <= 1.43,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,824,0.1928548175,1501,585,0.3897401732,0.365379633,1300,288,0.2215384615,0.1998026629,12484,2494,0.1997757129,0.1928548175,824,233,0.2827669903,0.253081035,single_atom
Sideways,volatility_le_0.08367731654,volatility <= 0.08367731654,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,846,0.1073863664,2980,1139,0.3822147651,0.3649303129,2308,277,0.120017331,0.1073863664,1491,527,0.3534540577,0.3295941956,846,235,0.2777777778,0.2486518759,single_atom
Sideways,regime_confidence_ge_0.667,regime_confidence >= 0.667,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7645,0.2627307691,31993,11635,0.3636733035,0.3584186779,8109,3631,0.4477740782,0.4369782259,12368,3878,0.3135510996,0.3054337602,7645,2084,0.2725964683,0.2627307691,single_atom
Sideways,vix_le_9.420000076,vix <= 9.420000076,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,36,0.0153699867,1502,568,0.3781624501,0.3539786198,36,2,0.0555555556,0.0153699867,1424,473,0.3321629213,0.3081805516,824,233,0.2827669903,0.253081035,single_atom
Sideways,volatility_le_0.1058852721,volatility <= 0.1058852721,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1105,0.1814457447,7449,2601,0.3491743858,0.338429022,5468,1048,0.1916605706,0.1814457447,2228,756,0.3393177738,0.3199490223,1105,311,0.2814479638,0.2557250427,single_atom
Sideways,regime_confidence_ge_0.6,regime_confidence >= 0.6,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,12677,0.3052281715,58127,19837,0.3412699778,0.3374261348,15820,5654,0.3573957016,0.3499633703,20730,7188,0.3467438495,0.3402939819,12677,3971,0.3132444585,0.3052281715,single_atom
Sideways,close_le_0.08571399748,close <= 0.08571399748,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,0,0.0,1491,538,0.3608316566,0.3368416274,0,0,0.0,0.0,1319,465,0.3525398029,0.3272187521,824,233,0.2827669903,0.253081035,single_atom
Sideways,unemployment_rate_le_3.8,unemployment_rate <= 3.8,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1862,0.203473699,1862,655,0.3517722879,0.3304079885,3520,996,0.2829545455,0.2683171961,22739,4906,0.2157526716,0.2104544507,9539,2018,0.2115525736,0.203473699,single_atom
Sideways,volatility_le_0.1256233139,volatility <= 0.1256233139,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1805,0.2226588803,14898,5022,0.3370922271,0.3295443285,8523,1973,0.2314912589,0.2226588803,3614,1178,0.3259546209,0.3108645284,1805,534,0.2958448753,0.2752403534,single_atom
Sideways,volatility_le_0.153937167,volatility <= 0.153937167,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4097,0.2702564868,29796,9942,0.3336689489,0.3283367706,12582,3498,0.2780162136,0.2702564868,6897,2145,0.3110047847,0.3001878237,4097,1240,0.3026604833,0.288783275,single_atom
Sideways,volatility_le_0.1670667007,volatility <= 0.1670667007,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5521,0.2803095995,37244,12406,0.3331006337,0.3283313446,14326,4251,0.2967332123,0.2893080395,8874,2785,0.3138381789,0.3042654342,5521,1613,0.2921572179,0.2803095995,single_atom
Sideways,volatility_le_0.1404278249,volatility <= 0.1404278249,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2816,0.2553002232,22347,7433,0.3326173536,0.3264692901,10688,2817,0.2635666168,0.2553002232,5104,1585,0.3105407524,0.2979929837,2816,861,0.3057528409,0.2890103488,single_atom
Sideways,cpi_le_169.3,cpi <= 169.3,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,80,0.1891775719,1892,657,0.3472515856,0.326127874,80,22,0.275,0.1891775719,1319,465,0.3525398029,0.3272187521,824,233,0.2827669903,0.253081035,single_atom
Sideways,volatility_le_0.1802338131,volatility <= 0.1802338131,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7130,0.2805951451,44693,14705,0.329022442,0.3246812266,15779,4846,0.3071170543,0.2999670816,10784,3428,0.3178783383,0.3091559191,7130,2075,0.2910238429,0.2805951451,single_atom
Sideways,volatility_le_0.1934948601,volatility <= 0.1934948601,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,8982,0.2897720092,52142,17108,0.3281040236,0.3240867597,17118,5328,0.3112513144,0.3043583351,12770,4102,0.3212216132,0.3131776471,8982,2687,0.2991538633,0.2897720092,single_atom
Sideways,volatility_le_0.2067864525,volatility <= 0.2067864525,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,10757,0.2935234125,59591,19435,0.3261398533,0.3223872086,18400,5841,0.3174456522,0.3107585736,14742,4714,0.3197666531,0.3122858192,10757,3250,0.3021288463,0.2935234125,single_atom
Sideways,volatility_le_0.2209908165,volatility <= 0.2209908165,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,12458,0.2938950155,67039,21785,0.3249600979,0.3214248243,19603,6318,0.3222976075,0.3157906055,16945,5388,0.3179699026,0.3110001531,12458,3761,0.3018943651,0.2938950155,single_atom
Sideways,volatility_le_0.2370440598,volatility <= 0.2370440598,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,14251,0.2884011393,74488,24085,0.3233406723,0.3199907783,20708,6748,0.3258644002,0.3195135278,19132,6101,0.3188898181,0.3123228925,14251,4216,0.2958388885,0.2884011393,single_atom
Sideways,2y_treasury_le_0.19,2y_treasury <= 0.19,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,824,0.1951826632,1688,575,0.3406398104,0.3184159758,1180,257,0.2177966102,0.1951826632,11224,2403,0.2140947969,0.2066046704,824,233,0.2827669903,0.253081035,single_atom
Sideways,volatility_le_0.2557353045,volatility <= 0.2557353045,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,16155,0.2821348307,81937,26132,0.3189279568,0.3157453322,21612,7020,0.3248195447,0.3186076037,21769,6912,0.3175157334,0.3113645578,16155,4670,0.2890745899,0.2821348307,single_atom
Sideways,regime_confidence_ge_0.5,regime_confidence >= 0.5,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,16581,0.2671329673,77463,24148,0.3117359255,0.3084834192,19501,6496,0.3331111225,0.3265293917,26340,7659,0.2907744875,0.2853211465,16581,4541,0.2738676799,0.2671329673,single_atom
Sideways,volatility_le_0.2772657977,volatility <= 0.2772657977,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,18111,0.2713661574,89386,27671,0.3095674938,0.306544971,22566,7226,0.3202162545,0.3141599511,24677,7556,0.306196053,0.3004758944,18111,5032,0.2778421954,0.2713661574,single_atom
Sideways,10y_treasury_le_1.56,10y_treasury <= 1.56,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,824,0.2100075174,3162,1009,0.3191018343,0.303082725,1860,477,0.2564516129,0.2371227822,15704,3398,0.2163779929,0.2100075174,824,233,0.2827669903,0.253081035,single_atom
Sideways,volatility_le_0.3026019394,volatility <= 0.3026019394,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,19949,0.2611360267,96834,29242,0.3019807093,0.299096883,23476,7430,0.3164934401,0.310574247,28092,8222,0.2926811904,0.2873892105,19949,5331,0.2672314402,0.2611360267,single_atom
Sideways,regime_confidence_le_0,regime_confidence <= 0,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,52,0.0,1690,533,0.3153846154,0.2936706747,52,0,0.0,0.0,1319,465,0.3525398029,0.3272187521,824,233,0.2827669903,0.253081035,single_atom
Sideways,volatility_le_0.3329411653,volatility <= 0.3329411653,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,21545,0.2538314061,104283,30673,0.294132313,0.2913744324,24176,7586,0.3137822634,0.3079629763,31188,8716,0.2794664615,0.2745136599,21545,5594,0.2596426085,0.2538314061,single_atom
Sideways,regime_confidence_ge_0.455,regime_confidence >= 0.455,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,17039,0.2599207974,82693,24148,0.2920198808,0.2889305355,19656,6496,0.3304843305,0.3239420952,27342,7659,0.280118499,0.2748269425,17039,4541,0.2665062504,0.2599207974,single_atom
Sideways,fed_funds_rate_le_0.07,fed_funds_rate <= 0.07,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,824,0.2046691887,4738,1428,0.3013929928,0.2884924629,828,264,0.3188405797,0.2879967908,4994,1078,0.2158590308,0.2046691887,824,233,0.2827669903,0.253081035,single_atom
Sideways,regime_confidence_ge_0.833,regime_confidence >= 0.833,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3196,0.1597573616,16290,4773,0.2930018416,0.2860620266,3196,1671,0.5228410513,0.5055074676,6017,1261,0.2095728768,0.1994759195,3810,653,0.1713910761,0.1597573616,single_atom
Sideways,cpi_le_170.9,cpi <= 170.9,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,236,0.2301916413,3061,921,0.3008820647,0.2848922842,236,67,0.2838983051,0.2301916413,1319,465,0.3525398029,0.3272187521,824,233,0.2827669903,0.253081035,single_atom
Sideways,vix_le_9.920000076,vix <= 9.920000076,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,224,0.0095711834,3001,902,0.3005664778,0.2844256116,224,5,0.0223214286,0.0095711834,1564,486,0.310741688,0.2882926756,824,233,0.2827669903,0.253081035,single_atom
Sideways,volatility_le_0.3683214542,volatility <= 0.3683214542,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,22895,0.2473050356,111732,32070,0.2870260982,0.284380947,24626,7670,0.3114594331,0.3057053704,34353,9169,0.2669053649,0.2622540017,22895,5790,0.2528936449,0.2473050356,single_atom
