label,rule_id,rule,accepted_rule_confidence_95,blockers,min_split_support,min_split_wilson95_lcb,calibration_support,calibration_label_hits,calibration_precision,calibration_wilson95_lcb,heldout_market_support,heldout_market_label_hits,heldout_market_precision,heldout_market_wilson95_lcb,heldout_time_support,heldout_time_label_hits,heldout_time_precision,heldout_time_wilson95_lcb,test_support,test_label_hits,test_precision,test_wilson95_lcb,rule_kind
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.2557353045,volatility >= 0.5480683811 AND volatility >= 0.2557353045,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,two_atom_conjunction
Crisis,volatility_ge_0.5480683811__and__returns_ge_0.02215358133,volatility >= 0.5480683811 AND returns >= 0.02215358133,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,162,0.4294157514,4334,2287,0.527688048,0.5128070819,162,83,0.512345679,0.4359846719,1159,559,0.4823123382,0.4536506113,371,178,0.4797843666,0.4294157514,two_atom_conjunction
Crisis,volatility_ge_0.411418579__and__returns_ge_0.02215358133,volatility >= 0.411418579 AND returns >= 0.02215358133,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,310,0.4287792752,7447,3867,0.5192695045,0.5079148742,310,150,0.4838709677,0.4287792752,2039,925,0.4536537518,0.4321520026,804,374,0.4651741294,0.430944043,two_atom_conjunction
Crisis,volatility_ge_0.411418579,volatility >= 0.411418579,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1172,0.4280620188,29796,15118,0.5073835414,0.5017063102,1172,549,0.4684300341,0.4400112283,8304,3643,0.4387042389,0.4280620188,3691,1794,0.4860471417,0.469945873,single_atom
Crisis,volatility_ge_0.411418579__and__volatility_ge_0.3683214542,volatility >= 0.411418579 AND volatility >= 0.3683214542,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1172,0.4280620188,29796,15118,0.5073835414,0.5017063102,1172,549,0.4684300341,0.4400112283,8304,3643,0.4387042389,0.4280620188,3691,1794,0.4860471417,0.469945873,two_atom_conjunction
Crisis,volatility_ge_0.411418579__and__volatility_ge_0.3329411653,volatility >= 0.411418579 AND volatility >= 0.3329411653,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1172,0.4280620188,29796,15118,0.5073835414,0.5017063102,1172,549,0.4684300341,0.4400112283,8304,3643,0.4387042389,0.4280620188,3691,1794,0.4860471417,0.469945873,two_atom_conjunction
Crisis,volatility_ge_0.411418579__and__volatility_ge_0.3026019394,volatility >= 0.411418579 AND volatility >= 0.3026019394,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1172,0.4280620188,29796,15118,0.5073835414,0.5017063102,1172,549,0.4684300341,0.4400112283,8304,3643,0.4387042389,0.4280620188,3691,1794,0.4860471417,0.469945873,two_atom_conjunction
Crisis,volatility_ge_0.411418579__and__volatility_ge_0.2772657977,volatility >= 0.411418579 AND volatility >= 0.2772657977,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1172,0.4280620188,29796,15118,0.5073835414,0.5017063102,1172,549,0.4684300341,0.4400112283,8304,3643,0.4387042389,0.4280620188,3691,1794,0.4860471417,0.469945873,two_atom_conjunction
Crisis,volatility_ge_0.411418579__and__volatility_ge_0.2557353045,volatility >= 0.411418579 AND volatility >= 0.2557353045,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1172,0.4280620188,29796,15118,0.5073835414,0.5017063102,1172,549,0.4684300341,0.4400112283,8304,3643,0.4387042389,0.4280620188,3691,1794,0.4860471417,0.469945873,two_atom_conjunction
Crisis,volatility_ge_0.5480683811__and__regime_confidence_le_0.417,volatility >= 0.5480683811 AND regime_confidence <= 0.417,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,436,0.4260604421,10935,5866,0.5364426155,0.527084884,436,206,0.4724770642,0.4260604421,3156,1730,0.5481622307,0.530751112,1048,622,0.5935114504,0.5634847059,two_atom_conjunction
Crisis,volatility_ge_0.4669575656,volatility >= 0.4669575656,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,813,0.4150843012,22347,11438,0.5118360406,0.5052808661,813,365,0.4489544895,0.4150843012,5917,2786,0.4708467129,0.4581514763,2513,1252,0.4982093116,0.4786782156,single_atom
Crisis,volatility_ge_0.4669575656__and__volatility_ge_0.411418579,volatility >= 0.4669575656 AND volatility >= 0.411418579,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,813,0.4150843012,22347,11438,0.5118360406,0.5052808661,813,365,0.4489544895,0.4150843012,5917,2786,0.4708467129,0.4581514763,2513,1252,0.4982093116,0.4786782156,two_atom_conjunction
Crisis,volatility_ge_0.4669575656__and__volatility_ge_0.3683214542,volatility >= 0.4669575656 AND volatility >= 0.3683214542,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,813,0.4150843012,22347,11438,0.5118360406,0.5052808661,813,365,0.4489544895,0.4150843012,5917,2786,0.4708467129,0.4581514763,2513,1252,0.4982093116,0.4786782156,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2067864525,regime_confidence >= 0.75 AND volatility <= 0.2067864525,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2209908165,regime_confidence >= 0.75 AND volatility <= 0.2209908165,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3910,0.3644543177,19760,8430,0.4266194332,0.4197383647,6289,3067,0.4876768962,0.475334536,6303,2474,0.3925115025,0.3805253992,3910,1484,0.3795396419,0.3644543177,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1934948601,regime_confidence >= 0.75 AND volatility <= 0.1934948601,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2370440598,regime_confidence >= 0.75 AND volatility <= 0.2370440598,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4431,0.3557974758,21587,9156,0.4241441608,0.4175654955,6574,3258,0.4955886827,0.4835086839,7058,2810,0.3981297818,0.3867680393,4431,1639,0.3698939291,0.3557974758,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2557353045,regime_confidence >= 0.75 AND volatility <= 0.2557353045,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4911,0.3537624269,23030,9789,0.425054277,0.4186826515,6730,3359,0.4991084695,0.4871667335,7831,3143,0.4013535947,0.3905480553,4911,1803,0.3671350031,0.3537624269,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2772657977,regime_confidence >= 0.75 AND volatility <= 0.2772657977,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5217,0.3537117851,23824,10181,0.427342176,0.421072699,6805,3408,0.5008082292,0.4889314799,8269,3357,0.4059741202,0.3954355727,5217,1913,0.3666858348,0.3537117851,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.3026019394,regime_confidence >= 0.75 AND volatility <= 0.3026019394,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5417,0.3531574116,24491,10454,0.4268506798,0.4206679777,6867,3446,0.5018203,0.4899967569,8690,3580,0.4119677791,0.4016605575,5417,1982,0.3658851763,0.3531574116,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.3329411653,regime_confidence >= 0.75 AND volatility <= 0.3329411653,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5584,0.3519082145,25112,10692,0.425772539,0.4196687609,6904,3470,0.5026071842,0.4908149957,9083,3746,0.4124188044,0.4023342637,5584,2035,0.3644340974,0.3519082145,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1670667007,regime_confidence >= 0.75 AND volatility <= 0.1670667007,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1798,0.3505811152,11489,5078,0.4419879885,0.4329278695,4807,2121,0.4412315373,0.4272474449,3187,1188,0.3727643552,0.3561393048,1798,670,0.3726362625,0.3505811152,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.3683214542,regime_confidence >= 0.75 AND volatility <= 0.3683214542,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5702,0.3499492919,25587,10910,0.4263884004,0.4203402098,6916,3478,0.502891845,0.4911097657,9319,3832,0.4112029188,0.4012512949,5702,2066,0.3623290074,0.3499492919,two_atom_conjunction
Sideways,regime_confidence_ge_0.75,regime_confidence >= 0.75,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5770,0.3488806669,26068,11102,0.4258861439,0.419894888,6924,3485,0.5033217793,0.4915463301,9488,3878,0.4087268128,0.3988739742,5770,2084,0.3611785095,0.3488806669,single_atom
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.667,regime_confidence >= 0.75 AND regime_confidence >= 0.667,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5770,0.3488806669,26068,11102,0.4258861439,0.419894888,6924,3485,0.5033217793,0.4915463301,9488,3878,0.4087268128,0.3988739742,5770,2084,0.3611785095,0.3488806669,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.6,regime_confidence >= 0.75 AND regime_confidence >= 0.6,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5770,0.3488806669,26068,11102,0.4258861439,0.419894888,6924,3485,0.5033217793,0.4915463301,9488,3878,0.4087268128,0.3988739742,5770,2084,0.3611785095,0.3488806669,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.5,regime_confidence >= 0.75 AND regime_confidence >= 0.5,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5770,0.3488806669,26068,11102,0.4258861439,0.419894888,6924,3485,0.5033217793,0.4915463301,9488,3878,0.4087268128,0.3988739742,5770,2084,0.3611785095,0.3488806669,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.455,regime_confidence >= 0.75 AND regime_confidence >= 0.455,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5770,0.3488806669,26068,11102,0.4258861439,0.419894888,6924,3485,0.5033217793,0.4915463301,9488,3878,0.4087268128,0.3988739742,5770,2084,0.3611785095,0.3488806669,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1802338131,regime_confidence >= 0.75 AND volatility <= 0.1802338131,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2355,0.3430349409,13702,5938,0.4333673916,0.4250899433,5249,2421,0.4612307106,0.4477783635,3965,1514,0.3818411097,0.3668400621,2355,853,0.3622080679,0.3430349409,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1404278249,regime_confidence >= 0.75 AND volatility <= 0.1404278249,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,888,0.3424826591,6812,3073,0.4511156782,0.4393298571,3588,1375,0.3832218506,0.3674469125,1656,605,0.3653381643,0.3424826591,888,338,0.3806306306,0.3492743942,two_atom_conjunction
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.153937167,regime_confidence >= 0.75 AND volatility <= 0.153937167,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1350,0.3415459649,9209,4108,0.4460853513,0.4359574412,4211,1725,0.4096414153,0.3948772714,2405,867,0.3604989605,0.3415459649,1350,516,0.3822222222,0.3566698423,two_atom_conjunction
Sideways,regime_confidence_ge_1__and__volatility_le_0.2209908165,regime_confidence >= 1 AND volatility <= 0.2209908165,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1561,0.3309176423,8604,4026,0.4679218968,0.4573953598,2240,1485,0.6629464286,0.643106743,2738,1008,0.3681519357,0.350282824,1561,553,0.3542600897,0.3309176423,two_atom_conjunction
Sideways,regime_confidence_ge_0.6__and__volatility_le_0.2209908165,regime_confidence >= 0.6 AND volatility <= 0.2209908165,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7991,0.3289553712,41331,13993,0.3385594348,0.3340124394,13936,4810,0.3451492537,0.3372996889,12384,4330,0.3496447028,0.3412939097,7991,2711,0.3392566637,0.3289553712,two_atom_conjunction
Sideways,regime_confidence_ge_0.6__and__volatility_le_0.2067864525,regime_confidence >= 0.6 AND volatility <= 0.2067864525,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,6940,0.3280033472,37194,12524,0.3367209765,0.3319352529,13275,4476,0.3371751412,0.329181383,10841,3768,0.3475694124,0.3386608417,6940,2353,0.3390489914,0.3280033472,two_atom_conjunction
Sideways,regime_confidence_ge_1__and__volatility_le_0.2067864525,regime_confidence >= 1 AND volatility <= 0.2067864525,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1408,0.3263611025,7844,3650,0.4653238144,0.4543051728,2095,1364,0.6510739857,0.630404529,2404,897,0.3731281198,0.3540118986,1408,494,0.3508522727,0.3263611025,two_atom_conjunction
Sideways,regime_confidence_ge_0.667__and__volatility_le_0.1404278249,regime_confidence >= 0.667 AND volatility <= 0.1404278249,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,950,0.3241675639,7268,3073,0.422812328,0.411498786,3906,1422,0.3640552995,0.3491061732,1748,605,0.3461098398,0.3241675639,950,338,0.3557894737,0.325982424,two_atom_conjunction
Sideways,regime_confidence_ge_0.6__and__volatility_le_0.2370440598,regime_confidence >= 0.6 AND volatility <= 0.2370440598,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,9075,0.3226134158,45429,15338,0.3376257457,0.3332910216,14550,5129,0.3525085911,0.3447856471,13850,4900,0.3537906137,0.3458690412,9075,3015,0.332231405,0.3226134158,two_atom_conjunction
Sideways,regime_confidence_ge_0.6__and__volatility_le_0.1934948601,regime_confidence >= 0.6 AND volatility <= 0.1934948601,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5852,0.3212817677,33081,11132,0.3365073607,0.3314347714,12502,4119,0.3294672852,0.3212817677,9366,3250,0.3469997865,0.3374239475,5852,1953,0.3337320574,0.3217631427,two_atom_conjunction
