label_window_id,provider,instrument,timeframe,root,source_type,scope_tier,source_start_date,source_end_date,bar_overlap_count,overlap_first_date,overlap_last_date,overlap_status
source-window-crosswalk-v1-0038-bear-2020-02-19-2020-03-23,yfinance,SPY,4h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02-19,2020-03-23,0,,,no_bar_overlap
source-window-crosswalk-v1-0038-bear-2022-01-03-2022-10-12,yfinance,SPY,4h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-01-03,2022-10-12,0,,,no_bar_overlap
source-window-crosswalk-v1-0039-crisis-2001-03-2001-11,yfinance,SPY,4h,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2001-03,2001-11,0,,,no_bar_overlap
source-window-crosswalk-v1-0039-crisis-2007-12-2009-06,yfinance,SPY,4h,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-12,2009-06,0,,,no_bar_overlap
source-window-crosswalk-v1-0039-crisis-2020-02-2020-04,yfinance,SPY,4h,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02,2020-04,0,,,no_bar_overlap
source-window-crosswalk-v1-0040-bull-2002-10-09-2007-10-09,yfinance,SPY,1mo,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2002-10-09,2007-10-09,60,2002-11-01,2007-10-01,overlap_ready
source-window-crosswalk-v1-0040-bull-2009-03-09-2020-02-19,yfinance,SPY,1mo,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2009-03-09,2020-02-19,131,2009-04-01,2020-02-01,overlap_ready
source-window-crosswalk-v1-0040-bull-2020-03-23-2022-01-03,yfinance,SPY,1mo,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-03-23,2022-01-03,22,2020-04-01,2022-01-01,overlap_ready
source-window-crosswalk-v1-0040-bull-2022-10-12-open,yfinance,SPY,1mo,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-10-12,,43,2022-11-01,2026-05-01,overlap_ready
source-window-crosswalk-v1-0041-bear-2000-03-24-2002-10-09,yfinance,SPY,1mo,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2000-03-24,2002-10-09,31,2000-04-01,2002-10-01,overlap_ready
source-window-crosswalk-v1-0041-bear-2007-10-09-2009-03-09,yfinance,SPY,1mo,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-10-09,2009-03-09,17,2007-11-01,2009-03-01,overlap_ready
source-window-crosswalk-v1-0041-bear-2020-02-19-2020-03-23,yfinance,SPY,1mo,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02-19,2020-03-23,1,2020-03-01,2020-03-01,overlap_ready
source-window-crosswalk-v1-0041-bear-2022-01-03-2022-10-12,yfinance,SPY,1mo,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-01-03,2022-10-12,9,2022-02-01,2022-10-01,overlap_ready
source-window-crosswalk-v1-0042-crisis-2001-03-2001-11,yfinance,SPY,1mo,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2001-03,2001-11,9,2001-03-01,2001-11-01,overlap_ready
source-window-crosswalk-v1-0042-crisis-2007-12-2009-06,yfinance,SPY,1mo,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-12,2009-06,19,2007-12-01,2009-06-01,overlap_ready
source-window-crosswalk-v1-0042-crisis-2020-02-2020-04,yfinance,SPY,1mo,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02,2020-04,3,2020-02-01,2020-04-01,overlap_ready
source-window-crosswalk-v1-0043-bull-2002-10-09-2007-10-09,yfinance,ES=F,1m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2002-10-09,2007-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0043-bull-2009-03-09-2020-02-19,yfinance,ES=F,1m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2009-03-09,2020-02-19,0,,,no_bar_overlap
source-window-crosswalk-v1-0043-bull-2020-03-23-2022-01-03,yfinance,ES=F,1m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-03-23,2022-01-03,0,,,no_bar_overlap
source-window-crosswalk-v1-0043-bull-2022-10-12-open,yfinance,ES=F,1m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-10-12,,6857,2026-05-04,2026-05-11,overlap_ready
source-window-crosswalk-v1-0044-bear-2000-03-24-2002-10-09,yfinance,ES=F,1m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2000-03-24,2002-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0044-bear-2007-10-09-2009-03-09,yfinance,ES=F,1m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-10-09,2009-03-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0044-bear-2020-02-19-2020-03-23,yfinance,ES=F,1m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02-19,2020-03-23,0,,,no_bar_overlap
source-window-crosswalk-v1-0044-bear-2022-01-03-2022-10-12,yfinance,ES=F,1m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-01-03,2022-10-12,0,,,no_bar_overlap
source-window-crosswalk-v1-0045-crisis-2001-03-2001-11,yfinance,ES=F,1m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2001-03,2001-11,0,,,no_bar_overlap
source-window-crosswalk-v1-0045-crisis-2007-12-2009-06,yfinance,ES=F,1m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-12,2009-06,0,,,no_bar_overlap
source-window-crosswalk-v1-0045-crisis-2020-02-2020-04,yfinance,ES=F,1m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02,2020-04,0,,,no_bar_overlap
source-window-crosswalk-v1-0046-bull-2002-10-09-2007-10-09,yfinance,ES=F,5m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2002-10-09,2007-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0046-bull-2009-03-09-2020-02-19,yfinance,ES=F,5m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2009-03-09,2020-02-19,0,,,no_bar_overlap
source-window-crosswalk-v1-0046-bull-2020-03-23-2022-01-03,yfinance,ES=F,5m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-03-23,2022-01-03,0,,,no_bar_overlap
source-window-crosswalk-v1-0046-bull-2022-10-12-open,yfinance,ES=F,5m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-10-12,,11181,2026-03-12,2026-05-11,overlap_ready
source-window-crosswalk-v1-0047-bear-2000-03-24-2002-10-09,yfinance,ES=F,5m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2000-03-24,2002-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0047-bear-2007-10-09-2009-03-09,yfinance,ES=F,5m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-10-09,2009-03-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0047-bear-2020-02-19-2020-03-23,yfinance,ES=F,5m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02-19,2020-03-23,0,,,no_bar_overlap
source-window-crosswalk-v1-0047-bear-2022-01-03-2022-10-12,yfinance,ES=F,5m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-01-03,2022-10-12,0,,,no_bar_overlap
source-window-crosswalk-v1-0048-crisis-2001-03-2001-11,yfinance,ES=F,5m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2001-03,2001-11,0,,,no_bar_overlap
source-window-crosswalk-v1-0048-crisis-2007-12-2009-06,yfinance,ES=F,5m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-12,2009-06,0,,,no_bar_overlap
source-window-crosswalk-v1-0048-crisis-2020-02-2020-04,yfinance,ES=F,5m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02,2020-04,0,,,no_bar_overlap
source-window-crosswalk-v1-0049-bull-2002-10-09-2007-10-09,yfinance,ES=F,15m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2002-10-09,2007-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0049-bull-2009-03-09-2020-02-19,yfinance,ES=F,15m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2009-03-09,2020-02-19,0,,,no_bar_overlap
source-window-crosswalk-v1-0049-bull-2020-03-23-2022-01-03,yfinance,ES=F,15m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-03-23,2022-01-03,0,,,no_bar_overlap
source-window-crosswalk-v1-0049-bull-2022-10-12-open,yfinance,ES=F,15m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-10-12,,3745,2026-03-12,2026-05-11,overlap_ready
source-window-crosswalk-v1-0050-bear-2000-03-24-2002-10-09,yfinance,ES=F,15m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2000-03-24,2002-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0050-bear-2007-10-09-2009-03-09,yfinance,ES=F,15m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-10-09,2009-03-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0050-bear-2020-02-19-2020-03-23,yfinance,ES=F,15m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02-19,2020-03-23,0,,,no_bar_overlap
source-window-crosswalk-v1-0050-bear-2022-01-03-2022-10-12,yfinance,ES=F,15m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-01-03,2022-10-12,0,,,no_bar_overlap
source-window-crosswalk-v1-0051-crisis-2001-03-2001-11,yfinance,ES=F,15m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2001-03,2001-11,0,,,no_bar_overlap
source-window-crosswalk-v1-0051-crisis-2007-12-2009-06,yfinance,ES=F,15m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-12,2009-06,0,,,no_bar_overlap
source-window-crosswalk-v1-0051-crisis-2020-02-2020-04,yfinance,ES=F,15m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02,2020-04,0,,,no_bar_overlap
source-window-crosswalk-v1-0052-bull-2002-10-09-2007-10-09,yfinance,ES=F,30m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2002-10-09,2007-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0052-bull-2009-03-09-2020-02-19,yfinance,ES=F,30m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2009-03-09,2020-02-19,0,,,no_bar_overlap
source-window-crosswalk-v1-0052-bull-2020-03-23-2022-01-03,yfinance,ES=F,30m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-03-23,2022-01-03,0,,,no_bar_overlap
source-window-crosswalk-v1-0052-bull-2022-10-12-open,yfinance,ES=F,30m,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-10-12,,1874,2026-03-12,2026-05-11,overlap_ready
source-window-crosswalk-v1-0053-bear-2000-03-24-2002-10-09,yfinance,ES=F,30m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2000-03-24,2002-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0053-bear-2007-10-09-2009-03-09,yfinance,ES=F,30m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-10-09,2009-03-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0053-bear-2020-02-19-2020-03-23,yfinance,ES=F,30m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02-19,2020-03-23,0,,,no_bar_overlap
source-window-crosswalk-v1-0053-bear-2022-01-03-2022-10-12,yfinance,ES=F,30m,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-01-03,2022-10-12,0,,,no_bar_overlap
source-window-crosswalk-v1-0054-crisis-2001-03-2001-11,yfinance,ES=F,30m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2001-03,2001-11,0,,,no_bar_overlap
source-window-crosswalk-v1-0054-crisis-2007-12-2009-06,yfinance,ES=F,30m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-12,2009-06,0,,,no_bar_overlap
source-window-crosswalk-v1-0054-crisis-2020-02-2020-04,yfinance,ES=F,30m,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02,2020-04,0,,,no_bar_overlap
source-window-crosswalk-v1-0055-bull-2002-10-09-2007-10-09,yfinance,ES=F,1h,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2002-10-09,2007-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0055-bull-2009-03-09-2020-02-19,yfinance,ES=F,1h,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2009-03-09,2020-02-19,0,,,no_bar_overlap
source-window-crosswalk-v1-0055-bull-2020-03-23-2022-01-03,yfinance,ES=F,1h,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-03-23,2022-01-03,0,,,no_bar_overlap
source-window-crosswalk-v1-0055-bull-2022-10-12-open,yfinance,ES=F,1h,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-10-12,,11358,2024-05-12,2026-05-11,overlap_ready
source-window-crosswalk-v1-0056-bear-2000-03-24-2002-10-09,yfinance,ES=F,1h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2000-03-24,2002-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0056-bear-2007-10-09-2009-03-09,yfinance,ES=F,1h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-10-09,2009-03-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0056-bear-2020-02-19-2020-03-23,yfinance,ES=F,1h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02-19,2020-03-23,0,,,no_bar_overlap
source-window-crosswalk-v1-0056-bear-2022-01-03-2022-10-12,yfinance,ES=F,1h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-01-03,2022-10-12,0,,,no_bar_overlap
source-window-crosswalk-v1-0057-crisis-2001-03-2001-11,yfinance,ES=F,1h,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2001-03,2001-11,0,,,no_bar_overlap
source-window-crosswalk-v1-0057-crisis-2007-12-2009-06,yfinance,ES=F,1h,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-12,2009-06,0,,,no_bar_overlap
source-window-crosswalk-v1-0057-crisis-2020-02-2020-04,yfinance,ES=F,1h,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02,2020-04,0,,,no_bar_overlap
source-window-crosswalk-v1-0058-bull-2002-10-09-2007-10-09,yfinance,ES=F,4h,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2002-10-09,2007-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0058-bull-2009-03-09-2020-02-19,yfinance,ES=F,4h,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2009-03-09,2020-02-19,0,,,no_bar_overlap
source-window-crosswalk-v1-0058-bull-2020-03-23-2022-01-03,yfinance,ES=F,4h,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-03-23,2022-01-03,0,,,no_bar_overlap
source-window-crosswalk-v1-0058-bull-2022-10-12-open,yfinance,ES=F,4h,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-10-12,,3085,2024-05-12,2026-05-11,overlap_ready
source-window-crosswalk-v1-0059-bear-2000-03-24-2002-10-09,yfinance,ES=F,4h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2000-03-24,2002-10-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0059-bear-2007-10-09-2009-03-09,yfinance,ES=F,4h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-10-09,2009-03-09,0,,,no_bar_overlap
source-window-crosswalk-v1-0059-bear-2020-02-19-2020-03-23,yfinance,ES=F,4h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02-19,2020-03-23,0,,,no_bar_overlap
source-window-crosswalk-v1-0059-bear-2022-01-03-2022-10-12,yfinance,ES=F,4h,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-01-03,2022-10-12,0,,,no_bar_overlap
source-window-crosswalk-v1-0060-crisis-2001-03-2001-11,yfinance,ES=F,4h,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2001-03,2001-11,0,,,no_bar_overlap
source-window-crosswalk-v1-0060-crisis-2007-12-2009-06,yfinance,ES=F,4h,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-12,2009-06,0,,,no_bar_overlap
source-window-crosswalk-v1-0060-crisis-2020-02-2020-04,yfinance,ES=F,4h,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02,2020-04,0,,,no_bar_overlap
source-window-crosswalk-v1-0061-bull-2002-10-09-2007-10-09,yfinance,ES=F,1mo,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2002-10-09,2007-10-09,51,2002-11-01,2007-10-01,overlap_ready
source-window-crosswalk-v1-0061-bull-2009-03-09-2020-02-19,yfinance,ES=F,1mo,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2009-03-09,2020-02-19,112,2009-04-01,2020-02-01,overlap_ready
source-window-crosswalk-v1-0061-bull-2020-03-23-2022-01-03,yfinance,ES=F,1mo,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-03-23,2022-01-03,20,2020-04-01,2022-01-01,overlap_ready
source-window-crosswalk-v1-0061-bull-2022-10-12-open,yfinance,ES=F,1mo,Bull,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-10-12,,36,2022-11-01,2026-05-01,overlap_ready
source-window-crosswalk-v1-0062-bear-2000-03-24-2002-10-09,yfinance,ES=F,1mo,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2000-03-24,2002-10-09,22,2000-09-01,2002-10-01,overlap_ready
source-window-crosswalk-v1-0062-bear-2007-10-09-2009-03-09,yfinance,ES=F,1mo,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-10-09,2009-03-09,14,2007-11-01,2009-01-01,overlap_ready
source-window-crosswalk-v1-0062-bear-2020-02-19-2020-03-23,yfinance,ES=F,1mo,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02-19,2020-03-23,0,,,no_bar_overlap
source-window-crosswalk-v1-0062-bear-2022-01-03-2022-10-12,yfinance,ES=F,1mo,Bear,source_window_crosswalk,s_and_p_500_tradable_proxy,2022-01-03,2022-10-12,8,2022-02-01,2022-10-01,overlap_ready
source-window-crosswalk-v1-0063-crisis-2001-03-2001-11,yfinance,ES=F,1mo,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2001-03,2001-11,7,2001-03-01,2001-11-01,overlap_ready
source-window-crosswalk-v1-0063-crisis-2007-12-2009-06,yfinance,ES=F,1mo,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2007-12,2009-06,16,2007-12-01,2009-06-01,overlap_ready
source-window-crosswalk-v1-0063-crisis-2020-02-2020-04,yfinance,ES=F,1mo,Crisis,source_window_crosswalk,s_and_p_500_tradable_proxy,2020-02,2020-04,2,2020-02-01,2020-04-01,overlap_ready
sideways-BNB-USD-1d-2018-11-04-2018-11-12,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-11-04,2018-11-12,9,2018-11-04,2018-11-12,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2020-06-15-2020-06-26,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-06-15,2020-06-26,12,2020-06-15,2020-06-26,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2020-07-06-2020-07-08,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-07-06,2020-07-08,3,2020-07-06,2020-07-08,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2020-07-16-2020-07-18,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-07-16,2020-07-18,3,2020-07-16,2020-07-18,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2022-10-18-2022-10-19,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2022-10-18,2022-10-19,2,2022-10-18,2022-10-19,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2022-10-25-2022-10-28,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2022-10-25,2022-10-28,4,2022-10-25,2022-10-28,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-03-10-2023-03-12,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-03-10,2023-03-12,3,2023-03-10,2023-03-12,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-03-14-2023-03-15,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-03-14,2023-03-15,2,2023-03-14,2023-03-15,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-05-12-2023-05-15,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-05-12,2023-05-15,4,2023-05-12,2023-05-15,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-05-17-2023-05-17,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-05-17,2023-05-17,1,2023-05-17,2023-05-17,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-05-21-2023-05-21,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-05-21,2023-05-21,1,2023-05-21,2023-05-21,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-05-23-2023-05-24,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-05-23,2023-05-24,2,2023-05-23,2023-05-24,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-05-26-2023-06-04,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-05-26,2023-06-04,10,2023-05-26,2023-06-04,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-08-08-2023-08-16,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-08-08,2023-08-16,9,2023-08-08,2023-08-16,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-08-27-2023-08-27,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-08-27,2023-08-27,1,2023-08-27,2023-08-27,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-08-29-2023-08-29,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-08-29,2023-08-29,1,2023-08-29,2023-08-29,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2023-10-16-2023-10-31,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-10-16,2023-10-31,16,2023-10-16,2023-10-31,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2024-05-15-2024-05-17,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-05-15,2024-05-17,3,2024-05-15,2024-05-17,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2024-05-19-2024-05-19,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-05-19,2024-05-19,1,2024-05-19,2024-05-19,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2024-05-23-2024-05-31,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-05-23,2024-05-31,9,2024-05-23,2024-05-31,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2025-01-26-2025-01-31,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-01-26,2025-01-31,6,2025-01-26,2025-01-31,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2025-04-25-2025-05-07,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-04-25,2025-05-07,13,2025-04-25,2025-05-07,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2025-05-14-2025-05-14,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-05-14,2025-05-14,1,2025-05-14,2025-05-14,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2025-05-16-2025-05-20,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-05-16,2025-05-20,5,2025-05-16,2025-05-20,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2025-06-21-2025-06-22,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-06-21,2025-06-22,2,2025-06-21,2025-06-22,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2025-07-07-2025-07-12,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-07-07,2025-07-12,6,2025-07-07,2025-07-12,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2025-07-14-2025-07-14,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-07-14,2025-07-14,1,2025-07-14,2025-07-14,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2026-01-05-2026-01-05,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-01-05,2026-01-05,1,2026-01-05,2026-01-05,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2026-01-10-2026-01-18,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-01-10,2026-01-18,9,2026-01-10,2026-01-18,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2026-01-21-2026-01-30,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-01-21,2026-01-30,10,2026-01-21,2026-01-30,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2026-04-06-2026-04-07,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-04-06,2026-04-07,2,2026-04-06,2026-04-07,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2026-04-09-2026-04-23,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-04-09,2026-04-23,15,2026-04-09,2026-04-23,overlap_ready_existing_sideways_gate
