provider,instrument,timeframe,root,data_status,slot_status,source_status,proxy_scores_allowed_for_acceptance,required_action
yfinance,^NDX,15m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,15m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,15m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,15m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,15m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,15m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,15m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,QQQ,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,QQQ,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,QQQ,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,QQQ,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,SPY,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,SPY,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,SPY,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,SPY,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^GSPC,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^GSPC,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^GSPC,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^GSPC,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,30m,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,30m,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,30m,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,30m,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,1h,Crisis,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,GC=F,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,1h,Crisis,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,QQQ,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,QQQ,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,QQQ,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,QQQ,1h,Crisis,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,SPY,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,SPY,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,SPY,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,SPY,1h,Crisis,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,USO,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^GSPC,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^GSPC,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^GSPC,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^GSPC,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^NDX,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,1h,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,1h,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,1h,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^VIX,1h,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,1d,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,1d,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,CL=F,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,1d,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,1d,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,DIA,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,1d,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,1d,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,ES=F,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,1d,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,1d,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GC=F,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,1d,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,GLD,1d,Sideways,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,GLD,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,1d,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,1d,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,NQ=F,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,QQQ,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,QQQ,1d,Bear,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,QQQ,1d,Sideways,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,QQQ,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,SPY,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,SPY,1d,Bear,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,SPY,1d,Sideways,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,SPY,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,1d,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,1d,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,USO,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,1d,Bull,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,1d,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,1d,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,YM=F,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,1d,Bull,ok,attached_existing_packet_sparse,existing_packet_overlap,False,preserve_as_provenance_but_do_not_count_full_panel_complete
yfinance,^DJI,1d,Bear,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,1d,Sideways,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
yfinance,^DJI,1d,Crisis,ok,missing_independent_source_label,unsupported_no_existing_accepted_packet_for_symbol_timeframe,False,acquire_or_materialize_independent_source_label_for_this_root_cell
