source_window_id,root,provider,instrument,market_context,timeframe,start_date,end_date,row_count,train_rows,calibration_rows,test_rows,rule,min_sideways_abs_return_ratio,max_sideways_abs_return_ratio,min_sideways_range_ratio,max_sideways_range_ratio,status
sideways-EFA-1w-2019-08-01-2019-10-24,Sideways,yfinance_cache,EFA,equity_etf,1w,2019-08-01,2019-10-24,13,13,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0134759047777,0.500508148485,0.276495842857,0.325103439577,materialized_scoped_dated_window
sideways-EFA-1w-2021-09-30-2021-10-21,Sideways,yfinance_cache,EFA,equity_etf,1w,2021-09-30,2021-10-21,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.184044583726,0.472657605588,0.212790095747,0.213474371555,materialized_scoped_dated_window
sideways-EFA-1w-2021-11-11-2021-11-18,Sideways,yfinance_cache,EFA,equity_etf,1w,2021-11-11,2021-11-18,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0226974967318,0.503448694665,0.18214961448,0.182162246304,materialized_scoped_dated_window
sideways-EFA-1w-2021-12-02-2022-02-10,Sideways,yfinance_cache,EFA,equity_etf,1w,2021-12-02,2022-02-10,11,5,6,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0565753590567,0.482210632073,0.223614412126,0.229118695529,materialized_scoped_dated_window
sideways-EFA-1w-2023-09-21-2023-09-21,Sideways,yfinance_cache,EFA,equity_etf,1w,2023-09-21,2023-09-21,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0929872949694,0.0929872949694,0.26349907512,0.26349907512,materialized_scoped_dated_window
sideways-EFA-1w-2023-10-05-2023-10-05,Sideways,yfinance_cache,EFA,equity_etf,1w,2023-10-05,2023-10-05,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.286412583452,0.286412583452,0.32870064017,0.32870064017,materialized_scoped_dated_window
sideways-EFA-1w-2024-08-01-2024-08-01,Sideways,yfinance_cache,EFA,equity_etf,1w,2024-08-01,2024-08-01,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.32643921424,0.32643921424,0.299616762161,0.299616762161,materialized_scoped_dated_window
sideways-EFA-1w-2024-09-05-2024-09-12,Sideways,yfinance_cache,EFA,equity_etf,1w,2024-09-05,2024-09-12,2,0,0,2,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.416675942375,0.476181800943,0.318287209171,0.318750832678,materialized_scoped_dated_window
sideways-EFA-1w-2024-10-31-2025-01-02,Sideways,yfinance_cache,EFA,equity_etf,1w,2024-10-31,2025-01-02,10,0,0,10,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0705299702294,0.501837665287,0.292390842823,0.305482089522,materialized_scoped_dated_window
sideways-EFA-1w-2025-01-16-2025-01-23,Sideways,yfinance_cache,EFA,equity_etf,1w,2025-01-16,2025-01-23,2,0,0,2,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0251864858998,0.048291476491,0.305984886264,0.30600888303,materialized_scoped_dated_window
sideways-EFA-1w-2025-02-06-2025-02-20,Sideways,yfinance_cache,EFA,equity_etf,1w,2025-02-06,2025-02-20,3,0,0,3,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.139621460894,0.475322179569,0.304644879298,0.330489187832,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-01-07-2023-01-07,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-01-07,2023-01-07,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.428692449791,0.428692449791,0.326731329955,0.326731329955,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-01-09-2023-01-10,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-01-09,2023-01-10,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.14156048593,0.319583736174,0.315170041677,0.337189844195,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-05-27-2023-05-27,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-05-27,2023-05-27,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.274204243575,0.274204243575,0.31720744895,0.31720744895,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-05-29-2023-06-09,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-05-29,2023-06-09,12,0,12,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0586480551003,0.466423370902,0.312428001419,0.313719488737,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-06-20-2023-07-12,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-06-20,2023-07-12,23,0,23,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0123708904214,0.460501395292,0.30145998611,0.342184443582,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-07-15-2023-07-16,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-07-15,2023-07-16,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.465743283014,0.49039631374,0.350305498676,0.350627536366,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-07-18-2023-08-11,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-07-18,2023-08-11,25,0,25,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0224385630046,0.50021033577,0.348269268536,0.34969064078,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-08-16-2023-08-18,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-08-16,2023-08-18,3,0,3,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.172636041607,0.37852579198,0.278070104123,0.336399464415,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-10-01-2023-10-01,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-10-01,2023-10-01,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.477044411491,0.477044411491,0.328119532098,0.328119532098,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-10-16-2023-10-17,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-10-16,2023-10-17,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.417420882092,0.479172445171,0.216770933412,0.216982975343,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-10-20-2023-10-22,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-10-20,2023-10-22,3,0,3,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0234008385203,0.312897774935,0.217619815252,0.217665500788,materialized_scoped_dated_window
sideways-ETH-USD-1d-2023-10-28-2023-10-29,Sideways,yfinance_cache,ETH-USD,crypto,1d,2023-10-28,2023-10-29,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.22591470157,0.441974037508,0.293996357606,0.294267577264,materialized_scoped_dated_window
sideways-ETH-USD-1d-2024-01-31-2024-02-08,Sideways,yfinance_cache,ETH-USD,crypto,1d,2024-01-31,2024-02-08,9,0,9,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.00797981943843,0.449585625705,0.344656783945,0.345496495075,materialized_scoped_dated_window
sideways-ETH-USD-1d-2026-01-12-2026-01-12,Sideways,yfinance_cache,ETH-USD,crypto,1d,2026-01-12,2026-01-12,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.362002364357,0.362002364357,0.335831085912,0.335831085912,materialized_scoped_dated_window
sideways-ETH-USD-1d-2026-01-14-2026-01-14,Sideways,yfinance_cache,ETH-USD,crypto,1d,2026-01-14,2026-01-14,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.494982648604,0.494982648604,0.352643195151,0.352643195151,materialized_scoped_dated_window
sideways-ETH-USD-1d-2026-01-17-2026-01-17,Sideways,yfinance_cache,ETH-USD,crypto,1d,2026-01-17,2026-01-17,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.496014792483,0.496014792483,0.351329999788,0.351329999788,materialized_scoped_dated_window
sideways-ETH-USD-1d-2026-01-22-2026-01-24,Sideways,yfinance_cache,ETH-USD,crypto,1d,2026-01-22,2026-01-24,3,0,0,3,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.00153240054238,0.440085607239,0.328704629803,0.328721054406,materialized_scoped_dated_window
sideways-ETH-USD-1d-2026-01-26-2026-01-29,Sideways,yfinance_cache,ETH-USD,crypto,1d,2026-01-26,2026-01-29,4,0,0,4,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0277388205569,0.484272900765,0.329249137642,0.329561021808,materialized_scoped_dated_window
sideways-ETH-USD-1w-2023-09-04-2023-09-11,Sideways,yfinance_cache,ETH-USD,crypto,1w,2023-09-04,2023-09-11,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0758461982487,0.414126005855,0.344522733994,0.34570756464,materialized_scoped_dated_window
sideways-ETH-USD-1w-2023-10-16-2023-10-30,Sideways,yfinance_cache,ETH-USD,crypto,1w,2023-10-16,2023-10-30,3,0,3,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0511586632361,0.484878100505,0.26767954554,0.26815330978,materialized_scoped_dated_window
sideways-ETH-USD-1w-2023-11-20-2023-11-20,Sideways,yfinance_cache,ETH-USD,crypto,1w,2023-11-20,2023-11-20,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.362444200964,0.362444200964,0.35230490255,0.35230490255,materialized_scoped_dated_window
sideways-GLD-1d-2015-05-13-2015-06-01,Sideways,yfinance_cache,GLD,equity_etf,1d,2015-05-13,2015-06-01,13,13,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.00215957370345,0.48577331009,0.314801509208,0.355714153339,materialized_scoped_dated_window
sideways-GLD-1d-2015-06-03-2015-06-09,Sideways,yfinance_cache,GLD,equity_etf,1d,2015-06-03,2015-06-09,5,5,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.318613846769,0.437410373706,0.355146184036,0.355492859281,materialized_scoped_dated_window
sideways-GLD-1d-2015-06-12-2015-06-25,Sideways,yfinance_cache,GLD,equity_etf,1d,2015-06-12,2015-06-25,10,10,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0550321389169,0.471492746174,0.256329044235,0.256567367302,materialized_scoped_dated_window
sideways-GLD-1d-2015-06-29-2015-06-29,Sideways,yfinance_cache,GLD,equity_etf,1d,2015-06-29,2015-06-29,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.479267676066,0.479267676066,0.256763504299,0.256763504299,materialized_scoped_dated_window
sideways-GLD-1d-2016-05-19-2016-05-26,Sideways,yfinance_cache,GLD,equity_etf,1d,2016-05-19,2016-05-26,6,6,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.16769833333,0.4824528487,0.348544268771,0.348749938901,materialized_scoped_dated_window
sideways-GLD-1d-2016-09-20-2016-09-27,Sideways,yfinance_cache,GLD,equity_etf,1d,2016-09-20,2016-09-27,6,6,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.111110626705,0.448850942683,0.250193877359,0.250381481623,materialized_scoped_dated_window
sideways-GLD-1d-2017-06-14-2017-06-30,Sideways,yfinance_cache,GLD,equity_etf,1d,2017-06-14,2017-06-30,13,13,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0189513849742,0.491447008042,0.327464824858,0.327707419099,materialized_scoped_dated_window
sideways-GLD-1d-2017-11-01-2017-11-20,Sideways,yfinance_cache,GLD,equity_etf,1d,2017-11-01,2017-11-20,14,14,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0247290247305,0.325259052001,0.352111859901,0.352547769183,materialized_scoped_dated_window
sideways-GLD-1d-2017-11-22-2017-11-24,Sideways,yfinance_cache,GLD,equity_etf,1d,2017-11-22,2017-11-24,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.359669052779,0.410099892553,0.352785514347,0.352883192753,materialized_scoped_dated_window
sideways-GLD-1d-2017-12-21-2017-12-28,Sideways,yfinance_cache,GLD,equity_etf,1d,2017-12-21,2017-12-28,5,5,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0390678584369,0.417941863042,0.266312327555,0.26644679369,materialized_scoped_dated_window
sideways-GLD-1d-2018-01-09-2018-01-11,Sideways,yfinance_cache,GLD,equity_etf,1d,2018-01-09,2018-01-11,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.244306066761,0.50215524034,0.340306044879,0.340477745319,materialized_scoped_dated_window
sideways-GLD-1d-2018-03-28-2018-04-27,Sideways,yfinance_cache,GLD,equity_etf,1d,2018-03-28,2018-04-27,22,22,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0628534918866,0.488704223556,0.178904329979,0.199078262263,materialized_scoped_dated_window
sideways-GLD-1d-2018-05-03-2018-05-10,Sideways,yfinance_cache,GLD,equity_etf,1d,2018-05-03,2018-05-10,6,6,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0360664242243,0.219332927544,0.208477277234,0.20855393969,materialized_scoped_dated_window
sideways-GLD-1d-2018-05-24-2018-05-30,Sideways,yfinance_cache,GLD,equity_etf,1d,2018-05-24,2018-05-30,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.282000732422,0.438630863496,0.265353183331,0.265547988609,materialized_scoped_dated_window
sideways-GLD-1d-2018-06-11-2018-06-14,Sideways,yfinance_cache,GLD,equity_etf,1d,2018-06-11,2018-06-14,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.187032484,0.357142616592,0.266337894476,0.266493950078,materialized_scoped_dated_window
sideways-GLD-1d-2018-10-11-2018-11-05,Sideways,yfinance_cache,GLD,equity_etf,1d,2018-10-11,2018-11-05,18,18,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0259006182951,0.491180594209,0.239134816635,0.276508932734,materialized_scoped_dated_window
sideways-GLD-1d-2018-11-12-2018-11-15,Sideways,yfinance_cache,GLD,equity_etf,1d,2018-11-12,2018-11-15,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.224064798331,0.358344274177,0.229227607731,0.229365622276,materialized_scoped_dated_window
sideways-GLD-1d-2018-11-19-2018-11-27,Sideways,yfinance_cache,GLD,equity_etf,1d,2018-11-19,2018-11-27,6,6,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.235623061692,0.479415970119,0.228787607307,0.229063076327,materialized_scoped_dated_window
sideways-GLD-1d-2018-11-30-2018-11-30,Sideways,yfinance_cache,GLD,equity_etf,1d,2018-11-30,2018-11-30,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.440373433123,0.440373433123,0.228559274866,0.228559274866,materialized_scoped_dated_window
sideways-GLD-1d-2019-03-28-2019-04-22,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-03-28,2019-04-22,17,17,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0123087063625,0.294864953026,0.255956176278,0.289469186357,materialized_scoped_dated_window
sideways-GLD-1d-2019-05-10-2019-05-14,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-05-10,2019-05-14,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.280106282646,0.468750783266,0.306599907359,0.306755593031,materialized_scoped_dated_window
sideways-GLD-1d-2019-05-28-2019-05-31,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-05-28,2019-05-31,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.00616143176882,0.353589592153,0.227069213352,0.227122650065,materialized_scoped_dated_window
sideways-GLD-1d-2019-06-04-2019-06-04,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-06-04,2019-06-04,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.470124808054,0.470124808054,0.237364616904,0.237364616904,materialized_scoped_dated_window
sideways-GLD-1d-2019-06-11-2019-06-11,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-06-11,2019-06-11,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.449296385812,0.449296385812,0.30239093057,0.30239093057,materialized_scoped_dated_window
sideways-GLD-1d-2019-06-14-2019-06-14,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-06-14,2019-06-14,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.479142625135,0.479142625135,0.30249952874,0.30249952874,materialized_scoped_dated_window
sideways-GLD-1d-2019-10-29-2019-11-06,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-10-29,2019-11-06,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.146405463924,0.487274536235,0.305019725526,0.305207586708,materialized_scoped_dated_window
sideways-GLD-1d-2019-12-03-2019-12-05,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-12-03,2019-12-05,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.224710117825,0.403140036272,0.297237594369,0.297353908477,materialized_scoped_dated_window
sideways-GLD-1d-2019-12-09-2019-12-09,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-12-09,2019-12-09,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.458435993106,0.458435993106,0.297575829851,0.297575829851,materialized_scoped_dated_window
sideways-GLD-1d-2019-12-11-2019-12-13,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-12-11,2019-12-13,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.394605702648,0.47316522229,0.297789569676,0.297949632255,materialized_scoped_dated_window
sideways-GLD-1d-2019-12-19-2019-12-31,Sideways,yfinance_cache,GLD,equity_etf,1d,2019-12-19,2019-12-31,8,8,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.128613639487,0.492372682059,0.22084475167,0.234325433444,materialized_scoped_dated_window
sideways-GLD-1d-2021-09-13-2021-09-13,Sideways,yfinance_cache,GLD,equity_etf,1d,2021-09-13,2021-09-13,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.284895887865,0.284895887865,0.312854655108,0.312854655108,materialized_scoped_dated_window
sideways-GLD-1d-2021-09-15-2021-09-27,Sideways,yfinance_cache,GLD,equity_etf,1d,2021-09-15,2021-09-27,9,9,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0825384272538,0.385077858845,0.312706509327,0.313129575929,materialized_scoped_dated_window
sideways-GLD-1d-2021-10-13-2021-10-14,Sideways,yfinance_cache,GLD,equity_etf,1d,2021-10-13,2021-10-14,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.112585110745,0.26565958118,0.32831070327,0.328335654903,materialized_scoped_dated_window
sideways-GLD-1d-2021-10-19-2021-11-01,Sideways,yfinance_cache,GLD,equity_etf,1d,2021-10-19,2021-11-01,10,10,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.131023231959,0.496581458909,0.325241042008,0.328802229079,materialized_scoped_dated_window
sideways-GLD-1d-2021-12-29-2021-12-29,Sideways,yfinance_cache,GLD,equity_etf,1d,2021-12-29,2021-12-29,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.488327847668,0.488327847668,0.350087981638,0.350087981638,materialized_scoped_dated_window
sideways-GLD-1d-2022-01-06-2022-01-10,Sideways,yfinance_cache,GLD,equity_etf,1d,2022-01-06,2022-01-10,3,0,3,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0238683193516,0.353759531646,0.316102824563,0.316115967059,materialized_scoped_dated_window
sideways-GLD-1d-2022-01-14-2022-01-18,Sideways,yfinance_cache,GLD,equity_etf,1d,2022-01-14,2022-01-18,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.395802007444,0.414919768388,0.304913005211,0.304992544101,materialized_scoped_dated_window
sideways-GLD-1d-2022-01-20-2022-01-20,Sideways,yfinance_cache,GLD,equity_etf,1d,2022-01-20,2022-01-20,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.402533791901,0.402533791901,0.30470140496,0.30470140496,materialized_scoped_dated_window
sideways-GLD-1d-2022-01-26-2022-02-09,Sideways,yfinance_cache,GLD,equity_etf,1d,2022-01-26,2022-02-09,11,0,11,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.00897307329495,0.501089813382,0.304164544765,0.304616304507,materialized_scoped_dated_window
sideways-GLD-1d-2022-02-11-2022-02-16,Sideways,yfinance_cache,GLD,equity_etf,1d,2022-02-11,2022-02-16,4,0,4,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.034384741141,0.325879148376,0.304698395556,0.316493223279,materialized_scoped_dated_window
sideways-GLD-1d-2023-06-12-2023-06-16,Sideways,yfinance_cache,GLD,equity_etf,1d,2023-06-12,2023-06-16,5,0,5,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.213451320426,0.463403346423,0.309577941177,0.309765260613,materialized_scoped_dated_window
sideways-GLD-1d-2023-08-23-2023-08-23,Sideways,yfinance_cache,GLD,equity_etf,1d,2023-08-23,2023-08-23,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.418693180682,0.418693180682,0.261324988837,0.261324988837,materialized_scoped_dated_window
sideways-GLD-1d-2023-08-29-2023-09-01,Sideways,yfinance_cache,GLD,equity_etf,1d,2023-08-29,2023-09-01,4,0,4,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.00554999826364,0.318086008559,0.258921750199,0.259022229258,materialized_scoped_dated_window
sideways-GLD-1d-2023-09-08-2023-09-11,Sideways,yfinance_cache,GLD,equity_etf,1d,2023-09-08,2023-09-11,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.30862429903,0.340643561892,0.2593694588,0.259423239667,materialized_scoped_dated_window
sideways-GLD-1d-2023-09-14-2023-09-26,Sideways,yfinance_cache,GLD,equity_etf,1d,2023-09-14,2023-09-26,9,0,9,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0506500936188,0.358831965376,0.259588581014,0.259729951903,materialized_scoped_dated_window
sideways-GLD-1d-2024-02-13-2024-02-29,Sideways,yfinance_cache,GLD,equity_etf,1d,2024-02-13,2024-02-29,12,0,2,10,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0543051208092,0.404919193405,0.268753342684,0.272650826031,materialized_scoped_dated_window
sideways-GLD-1d-2024-06-27-2024-07-15,Sideways,yfinance_cache,GLD,equity_etf,1d,2024-06-27,2024-07-15,12,0,0,12,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0488052163866,0.486036098841,0.331898472058,0.334557735275,materialized_scoped_dated_window
sideways-GLD-1d-2025-08-15-2025-08-21,Sideways,yfinance_cache,GLD,equity_etf,1d,2025-08-15,2025-08-21,5,0,0,5,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0923749963826,0.317050388185,0.276262369782,0.276332435453,materialized_scoped_dated_window
sideways-GLD-1d-2025-08-25-2025-08-25,Sideways,yfinance_cache,GLD,equity_etf,1d,2025-08-25,2025-08-25,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.345211333315,0.345211333315,0.276098325376,0.276098325376,materialized_scoped_dated_window
sideways-GLD-1d-2025-08-27-2025-08-28,Sideways,yfinance_cache,GLD,equity_etf,1d,2025-08-27,2025-08-28,2,0,0,2,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0834198015961,0.495289489223,0.275865207928,0.275956381099,materialized_scoped_dated_window
sideways-GLD-1w-2017-07-06-2017-07-13,Sideways,yfinance_cache,GLD,equity_etf,1w,2017-07-06,2017-07-13,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.278634226795,0.349307805315,0.228753530611,0.2289921748,materialized_scoped_dated_window
sideways-GLD-1w-2017-08-03-2017-08-17,Sideways,yfinance_cache,GLD,equity_etf,1w,2017-08-03,2017-08-17,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.329976632196,0.504621571431,0.206704151893,0.212531261666,materialized_scoped_dated_window
sideways-GLD-1w-2017-09-14-2017-10-26,Sideways,yfinance_cache,GLD,equity_etf,1w,2017-09-14,2017-10-26,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0061617089392,0.50387116487,0.29725501344,0.298065855923,materialized_scoped_dated_window
sideways-GLD-1w-2017-11-09-2017-12-21,Sideways,yfinance_cache,GLD,equity_etf,1w,2017-11-09,2017-12-21,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0678102077631,0.350084292296,0.29597711496,0.296574670865,materialized_scoped_dated_window
sideways-GLD-1w-2018-02-01-2018-02-01,Sideways,yfinance_cache,GLD,equity_etf,1w,2018-02-01,2018-02-01,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.358585795377,0.358585795377,0.261495168446,0.261495168446,materialized_scoped_dated_window
