provider,instrument,timeframe,root,missing_or_rejected_reason,candidate_source_ticker_rejected_or_missing,candidate_source_relation,required_label_source,forbidden_proxy_sources
yfinance,^GSPC,15m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,15m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,15m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,15m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,15m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,15m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,15m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,15m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,15m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,15m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,15m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,DIA,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,DIA,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,DIA,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,DIA,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,ES=F,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,ES=F,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,ES=F,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,ES=F,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,SPY,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,SPY,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,SPY,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,SPY,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,YM=F,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,YM=F,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,YM=F,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,YM=F,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^DJI,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^DJI,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^DJI,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^DJI,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,30m,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,30m,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,30m,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,30m,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,DIA,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,DIA,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,DIA,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,DIA,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,ES=F,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,ES=F,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,ES=F,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,ES=F,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,SPY,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,SPY,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,SPY,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,SPY,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,YM=F,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,YM=F,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,YM=F,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,YM=F,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^DJI,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^DJI,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^DJI,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^DJI,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^GSPC,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,1h,Bull,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,1h,Bear,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,1h,Sideways,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,1h,Crisis,missing_intraday_or_monthly_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,1d,Bull,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,1d,Bear,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,1d,Sideways,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,CL=F,1d,Crisis,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,1d,Bull,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,1d,Bear,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,1d,Sideways,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GC=F,1d,Crisis,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,1d,Bull,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,1d,Bear,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,1d,Sideways,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,GLD,1d,Crisis,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,1d,Bull,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,1d,Bear,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,1d,Sideways,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,NQ=F,1d,Crisis,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,1d,Bull,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,1d,Bear,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,1d,Sideways,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,QQQ,1d,Crisis,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,1d,Bull,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,1d,Bear,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,1d,Sideways,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,USO,1d,Crisis,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,1d,Bull,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,1d,Bear,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,1d,Sideways,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^NDX,1d,Crisis,rejected_near_underlying_proxy_not_accepted,^IXIC,near_underlying_proxy_rejected,exact_underlying_or_direct_instrument_source_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,1d,Bull,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,1d,Bear,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,1d,Sideways,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
yfinance,^VIX,1d,Crisis,missing_instrument_source_label,,none,independent_source_backed_root_label,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label
