path,size_bytes,suffix,schema_class,columns_or_keys,strong_order_lifecycle_hits,source_control_hits,ohlcv_hits,archive_members_read,archive_order_lifecycle_member_hits,exact_required_name,verifier_native_hint,strong_lifecycle_hint
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/XAU/research_runs.json,42784,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/YM/bbn_network.json,20802,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/YM/learning_state.json,13606388,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/YM/research_runs.json,42046,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406/ES/bbn_network.json,20802,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406/ES/learning_state.json,45763156,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406/ES/research_runs.json,42971,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/ES/bbn_network.json,20802,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/ES/learning_state.json,45763156,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/ES/research_runs.json,42991,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/ES/workflow_snapshot.json,6086,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/EUR/bbn_network.json,20809,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/EUR/learning_state.json,21450541,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/EUR/research_runs.json,45264,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/EUR/workflow_snapshot.json,6112,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/NQ/bbn_network.json,20794,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/NQ/learning_state.json,32383125,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/NQ/research_runs.json,43592,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/NQ/workflow_snapshot.json,6236,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/XAU/bbn_network.json,20817,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/XAU/learning_state.json,10609850,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/XAU/research_runs.json,42993,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/XAU/workflow_snapshot.json,6089,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/YM/bbn_network.json,20802,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/YM/learning_state.json,13606388,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/YM/research_runs.json,42255,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/YM/workflow_snapshot.json,6065,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/es.continuous-15m.json,6624195,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/eur.continuous-15m.json,3374583,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/nq.continuous-15m.json,4932963,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/xau.continuous-15m.json,1524286,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/ym.continuous-15m.json,1430673,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/futures_sop_report.15m.json,16827,.json,other,clean_report|cleaned_dir|generated_at|global_factor_leaderboard|interval|market_reports|output_dir|recommended_commands|recommended_global_factor|recommended_market_factors|root|selection_policy|sop_version|state_dir|warnings,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/ES/bbn_network.json,20802,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/ES/learning_state.json,45763156,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/ES/research_runs.json,43034,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/ES/workflow_snapshot.json,6084,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/EUR/bbn_network.json,20809,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/EUR/learning_state.json,21450541,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/EUR/research_runs.json,45307,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/EUR/workflow_snapshot.json,6110,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/NQ/bbn_network.json,20794,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/NQ/learning_state.json,32383125,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/NQ/research_runs.json,43635,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/NQ/workflow_snapshot.json,6234,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/XAU/bbn_network.json,20817,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/XAU/learning_state.json,10609850,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/XAU/research_runs.json,43036,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/XAU/workflow_snapshot.json,6087,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/YM/bbn_network.json,20802,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/YM/learning_state.json,13606388,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/YM/research_runs.json,42298,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/YM/workflow_snapshot.json,6063,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict_90wr_1.5rrr_results.csv,11095,.csv,backtest_or_performance_context,time|net pnl|result|direction|entry|exit|score,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict_final_1year.csv,6901,.csv,other,net pnl|result,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/no_be_results.csv,406698,.csv,backtest_or_performance_context,net pnl|result,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/NQ_1min_Continuous_Shifted_2836.csv,365097822,.csv,other,ts_event|symbol|open_adj|high_adj|low_adj|close_adj|volume,,,volume,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/condition.json,594696,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/glbx-mdp3-20100606-20260403.ohlcv-1m.csv,787648781,.csv,ohlcv_or_bar_context,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol,,,close|high|low|open|volume,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/manifest.json,1463,.json,other,files|job_id,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/metadata.json,683,.json,other,customizations|job_id|query|version,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/nq_201101_202604.csv,412562869,.csv,ohlcv_or_bar_context,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol,,,close|high|low|open|volume,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/symbology.csv,3560949,.csv,other,raw_symbol|instrument_id|date,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/symbology.json,54038,.json,other,end_date|message|not_found|partial|result|start_date|status|stype_in|stype_out|symbols,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025.zip,752575193,.zip,order_lifecycle_hint,,,,,6,symbology.json|symbology.csv,False,False,True
/Users/thrill3r/Downloads/Tomac/optimal_be_1.0_results.csv,373271,.csv,backtest_or_performance_context,net pnl|result,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/perfect_ict_1y.csv,27803,.csv,backtest_or_performance_context,time|net pnl|result|direction|entry|exit,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/perfect_ict_2y.csv,44217,.csv,backtest_or_performance_context,time|net pnl|result|direction|entry|exit,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/perfect_ict_5y.csv,1229459,.csv,backtest_or_performance_context,time|net pnl|result|direction|entry|exit,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/poc-cleaned-15m/es/es.continuous-15m.json,7786235,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/poc-cleaned-15m/nq/nq.continuous-15m.json,5832749,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ultimate_ict_results.csv,45110,.csv,backtest_or_performance_context,time|net pnl|result|direction|entry|exit|score,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/xau future 2021-2025.zip,618191458,.zip,order_lifecycle_hint,,,,,6,symbology.json|symbology.csv,False,False,True
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/condition.json,563507,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/glbx-mdp3-20110101-20251231.ohlcv-1m.csv,688693827,.csv,ohlcv_or_bar_context,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol,,,close|high|low|open|volume,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/manifest.json,2342,.json,other,files|job_id,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/metadata.json,683,.json,other,customizations|job_id|query|version,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/symbology.csv,3201374,.csv,other,raw_symbol|instrument_id|date,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025/symbology.json,55943,.json,other,end_date|message|not_found|partial|result|start_date|status|stype_in|stype_out|symbols,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ym future 2021-2025.zip,692518500,.zip,order_lifecycle_hint,,,,,6,symbology.json|symbology.csv,False,False,True
