schema_version,run_id,recipe_id,parent_regime_root,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,variant_id,take_profit,stop_loss,positive_rows,control_rows,monthly_folds,positive_mean_net,control_mean_net,positive_minus_control_net,positive_lcb_5pct,positive_minus_control_lcb_5pct,fold_positive_rate_absolute,fold_positive_rate_vs_control,roundtrip_cost,gate_result
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp100_sl060_h48,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp100_sl060_h48,board-b-manipulation-stop-tp-grid/v2,48h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp100_sl060_h48,0.1,0.06,13535,7149,12,0.004451814363929481,-0.0039021914276322024,0.008354005791561684,0.003557820661920702,0.006815941593308488,0.75,0.6666666666666666,0.0015,pass:tradeable_manipulation_stop_tp_candidate
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp120_sl040_h48,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp120_sl040_h48,board-b-manipulation-stop-tp-grid/v2,48h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp120_sl040_h48,0.12,0.04,13535,7149,12,0.0034201852387079033,-0.0025700104230931553,0.005990195661801059,0.0025886158800313332,0.004568615885804148,0.75,0.5,0.0015,fail:reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp120_sl050_h48,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp120_sl050_h48,board-b-manipulation-stop-tp-grid/v2,48h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp120_sl050_h48,0.12,0.05,13535,7149,12,0.004291050235036538,-0.002883331470345764,0.007174381705382302,0.0033945897812885585,0.005636846798217105,0.75,0.5833333333333334,0.0015,fail:reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp120_sl060_h48,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp120_sl060_h48,board-b-manipulation-stop-tp-grid/v2,48h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp120_sl060_h48,0.12,0.06,13535,7149,12,0.0049666779100211444,-0.0035224898070258487,0.008489167717046994,0.004020951012850631,0.006869490673735736,0.75,0.5833333333333334,0.0015,fail:reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp060_sl040_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp060_sl040_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp060_sl040_h72,0.06,0.04,13535,7149,12,0.001127154673913972,-0.0064862632694675584,0.00761341794338153,0.0004617239056825625,0.0064948942960870466,0.5833333333333334,0.6666666666666666,0.0015,fail:reject_absolute_fold_positive_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp060_sl050_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp060_sl050_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp060_sl050_h72,0.06,0.05,13535,7149,12,0.002100409078393862,-0.006871685651433395,0.008972094729827258,0.0013763907454890018,0.007737048243345044,0.6666666666666666,0.6666666666666666,0.0015,pass:tradeable_manipulation_stop_tp_candidate
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp060_sl060_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp060_sl060_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp060_sl060_h72,0.06,0.06,13535,7149,12,0.0026713221729631107,-0.006965882975216589,0.0096372051481797,0.001898486906268228,0.008307272160746549,0.6666666666666666,0.6666666666666666,0.0015,pass:tradeable_manipulation_stop_tp_candidate
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp080_sl040_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp080_sl040_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp080_sl040_h72,0.08,0.04,13535,7149,12,0.002838299728174279,-0.003804160855937585,0.006642460584111864,0.002077637191926234,0.00535524116272473,0.6666666666666666,0.6666666666666666,0.0015,pass:tradeable_manipulation_stop_tp_candidate
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp080_sl050_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp080_sl050_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp080_sl050_h72,0.08,0.05,13535,7149,12,0.003699156238867442,-0.0038928644701453066,0.007592020709012749,0.0028748126165724424,0.00618245975291308,0.6666666666666666,0.6666666666666666,0.0015,pass:tradeable_manipulation_stop_tp_candidate
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp080_sl060_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp080_sl060_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp080_sl060_h72,0.08,0.06,13535,7149,12,0.004164000752603472,-0.00380658748082416,0.007970588233427632,0.0032880344242900462,0.006461953438993114,0.6666666666666666,0.6666666666666666,0.0015,pass:tradeable_manipulation_stop_tp_candidate
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp100_sl040_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp100_sl040_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp100_sl040_h72,0.1,0.04,13535,7149,12,0.004016720649937562,-0.0021058078405745435,0.006122528490512105,0.003171936029540525,0.004691319664473927,0.6666666666666666,0.5833333333333334,0.0015,fail:reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp100_sl050_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp100_sl050_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp100_sl050_h72,0.1,0.05,13535,7149,12,0.004952207581470787,-0.0021442705905456703,0.0070964781720164564,0.004039598993094664,0.005537663311027757,0.6666666666666666,0.5833333333333334,0.0015,fail:reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp100_sl060_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp100_sl060_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp100_sl060_h72,0.1,0.06,13535,7149,12,0.0054494161758794,-0.001818377988557402,0.007267794164436802,0.004481995965702286,0.005602617693451834,0.75,0.6666666666666666,0.0015,pass:tradeable_manipulation_stop_tp_candidate
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp120_sl040_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp120_sl040_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp120_sl040_h72,0.12,0.04,13535,7149,12,0.005008445478416611,-0.0010408957580030904,0.006049341236419701,0.004094024155745406,0.004503465934452068,0.75,0.5833333333333334,0.0015,fail:reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp120_sl050_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp120_sl050_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp120_sl050_h72,0.12,0.05,13535,7149,12,0.006047474355011163,-0.0008350691185967748,0.006882543473607938,0.005061177140835427,0.0052017760079516705,0.75,0.5833333333333334,0.0015,fail:reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:short_tp120_sl060_h72,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeShort -> ManipulationStopTakeProfitGridV2:short_tp120_sl060_h72,board-b-manipulation-stop-tp-grid/v2,72h,short_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,short_tp120_sl060_h72,0.12,0.06,13535,7149,12,0.006652440778270629,-0.0007330792216955587,0.007385519999966188,0.005609363049193369,0.005602073109654595,0.75,0.6666666666666666,0.0015,pass:tradeable_manipulation_stop_tp_candidate
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:long_tp030_sl030_h12,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeLong -> ManipulationStopTakeProfitGridV2:long_tp030_sl030_h12,board-b-manipulation-stop-tp-grid/v2,12h,long_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,long_tp030_sl030_h12,0.03,0.03,13535,7149,12,-0.001511188496339734,0.000944891497952679,-0.002456079994292413,-0.0018642519543097015,-0.0030460295704243974,0.25,0.3333333333333333,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:long_tp050_sl030_h12,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeLong -> ManipulationStopTakeProfitGridV2:long_tp050_sl030_h12,board-b-manipulation-stop-tp-grid/v2,12h,long_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,long_tp050_sl030_h12,0.05,0.03,13535,7149,12,-0.0014456062737339198,0.0002869627452937182,-0.001732569019027638,-0.0018580149759662807,-0.0024077683181255105,0.25,0.3333333333333333,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:long_tp080_sl030_h12,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeLong -> ManipulationStopTakeProfitGridV2:long_tp080_sl030_h12,board-b-manipulation-stop-tp-grid/v2,12h,long_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,long_tp080_sl030_h12,0.08,0.03,13535,7149,12,-0.0016841865483943127,0.00012442012559129475,-0.0018086066739856075,-0.002133579393450894,-0.0025387587517736797,0.3333333333333333,0.4166666666666667,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:long_tp030_sl030_h24,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeLong -> ManipulationStopTakeProfitGridV2:long_tp030_sl030_h24,board-b-manipulation-stop-tp-grid/v2,24h,long_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,long_tp030_sl030_h24,0.03,0.03,13535,7149,12,-0.0018334415222781323,0.001598484622913346,-0.0034319261451914783,-0.0022234839161383237,-0.004091868888841197,0.25,0.4166666666666667,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:long_tp050_sl030_h24,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeLong -> ManipulationStopTakeProfitGridV2:long_tp050_sl030_h24,board-b-manipulation-stop-tp-grid/v2,24h,long_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,long_tp050_sl030_h24,0.05,0.03,13535,7149,12,-0.0012665551241794095,0.0016431660071042043,-0.002909721131283614,-0.001740740949170299,-0.003708700220213922,0.3333333333333333,0.6666666666666666,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:long_tp080_sl030_h24,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeLong -> ManipulationStopTakeProfitGridV2:long_tp080_sl030_h24,board-b-manipulation-stop-tp-grid/v2,24h,long_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,long_tp080_sl030_h24,0.08,0.03,13535,7149,12,-0.0010614510654822665,0.0017612413942241067,-0.002822692459706373,-0.001601939339352523,-0.0037211043886838675,0.3333333333333333,0.5833333333333334,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:long_tp030_sl030_h48,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeLong -> ManipulationStopTakeProfitGridV2:long_tp030_sl030_h48,board-b-manipulation-stop-tp-grid/v2,48h,long_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,long_tp030_sl030_h48,0.03,0.03,13535,7149,12,-0.0017626279609357224,0.0035435780757746057,-0.005306206036710328,-0.0021769763886091043,-0.006009531973556455,0.16666666666666666,0.4166666666666667,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:long_tp050_sl030_h48,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeLong -> ManipulationStopTakeProfitGridV2:long_tp050_sl030_h48,board-b-manipulation-stop-tp-grid/v2,48h,long_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,long_tp050_sl030_h48,0.05,0.03,13535,7149,12,-0.0010932764729091177,0.006664718899783013,-0.007757995372692131,-0.001611639562530384,-0.008672538762533816,0.3333333333333333,0.4166666666666667,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-stop-tp-grid/v2,20260511T205047+0800-codex-board-b-manipulation-stop-tp-grid-v2,ManipulationStopTakeProfitGridV2,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderStopTakeProfit,direct_manipulation_stop_take_profit,ManipulationStopTakeProfitGridV2:long_tp080_sl030_h48,Manipulation(scoped) -> TelegramPumpEvent -> ProviderStopTakeLong -> ManipulationStopTakeProfitGridV2:long_tp080_sl030_h48,board-b-manipulation-stop-tp-grid/v2,48h,long_stop_tp,suppress_or_abstain_if_no_tradeable_stop_tp_action,long_tp080_sl030_h48,0.08,0.03,13535,7149,12,-0.0009206080182039148,0.008301442862188065,-0.00922205088039198,-0.0015405820177716851,-0.010327022342311728,0.3333333333333333,0.5833333333333334,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
