path,size_bytes,classification,decision
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/UpdateOrderRegressionAlgorithm.py,6581,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/PandasDataFrameFromMultipleTickTypeTickHistoryRegressionAlgorithm.py,2009,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/MarketOnCloseOrderBufferExtendedMarketHoursRegressionAlgorithm.py,3100,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/HistoryTickRegressionAlgorithm.py,1376,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/StopLimitOrderRegressionAlgorithm.py,3671,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/CorrectConsolidatedBarTypeForTickTypesAlgorithm.py,2472,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/RangeConsolidatorWithTickAlgorithm.py,1791,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/FutureStopMarketOrderOnExtendedHoursRegressionAlgorithm.py,1887,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/SelectUniverseSymbolsFromIDRegressionAlgorithm.py,2279,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/CustomBrokerageSideOrderHandlingRegressionPartialAlgorithm.py,2630,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/ShortableProviderOrdersRejectedRegressionAlgorithm.py,4898,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/TickDataFilteringAlgorithm.py,2477,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/MultipleSymbolConsolidationAlgorithm.py,5874,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/TickHistoryRequestWithoutTickSubscriptionRegressionAlgorithm.py,2003,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/ClassicRangeConsolidatorWithTickAlgorithm.py,1223,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/ComboOrderTicketDemoAlgorithm.py,10578,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/MarketOnCloseOrderBufferRegressionAlgorithm.py,2560,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/TrailingStopOrderRegressionAlgorithm.py,4470,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/ManuallySetMarketHoursAndSymbolPropertiesDatabaseEntriesAlgorithm.py,4647,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/HistoryWithDifferentContinuousContractDepthOffsetsRegressionAlgorithm.py,2157,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/CanLiquidateWithOrderPropertiesRegressionAlgorithm.py,1862,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/NullMarginMultipleOrdersRegressionAlgorithm.py,2369,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/CustomBrokerageSideOrderHandlingRegressionAlgorithm.py,2709,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/CompleteOrderTagUpdateAlgorithm.py,4203,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/CoarseFineFundamentalComboAlgorithm.py,3522,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/OrderTicketAssignmentDemoAlgorithm.py,2430,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/AllShortableSymbolsCoarseSelectionRegressionAlgorithm.py,6514,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/ComboOrdersFillModelAlgorithm.py,5794,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/PeriodBasedHistoryRequestNotAllowedWithTickResolutionRegressionAlgorithm.py,2569,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/OrderTicketDemoAlgorithm.py,24724,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/strategies/StringToSymbolImplicitConversionRegressionAlgorithm.py,1716,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/scripts/cftc_data.py,30742,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/src/trading/OrderMatcher.cpp,14371,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/FinceptTerminal/fincept-qt/src/trading/OrderMatcher.h,2609,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/external-data-sources/rs-clob-client/tests/order.rs,120717,other_false_positive,not_required_root_unlock
/Users/thrill3r/Downloads/external-data-sources/rs-clob-client/examples/clob/ws/orderbook.rs,3497,other_false_positive,not_required_root_unlock
/Users/thrill3r/Downloads/external-data-sources/rs-clob-client/benches/clob_order_operations.rs,5595,other_false_positive,not_required_root_unlock
/Users/thrill3r/Downloads/external-data-sources/rs-clob-client/src/clob/order_builder.rs,19177,other_false_positive,not_required_root_unlock
/Users/thrill3r/Downloads/hermes-memory-eval/OpenSpace/openspace/recording/action_recorder.py,9159,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/hermes-memory-eval/OpenSpace/openspace/recording/recorder.py,14278,source_code_false_positive,code_not_source_owned_data
/Users/thrill3r/Downloads/hermes-memory-eval/CLI-Anything/notebooklm/agent-harness/NOTEBOOKLM.md,2025,other_false_positive,not_required_root_unlock
/Users/thrill3r/Downloads/oh-story-claudecode/.git/refs/heads/feat/add-book-and-script-source-routing,41,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-8661ecf6cdcda8be.czqi3e77t7g8smbol8186g0am.0cgdook.rcgu.o,197952,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-97d28a47a09f25ad.6ztmboxcwoq5vmdtlqzsz21dd.1oa1m57.rcgu.o,137936,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.13zi8gn.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-9c9d34a31eba591c.3av699wcwgi7mbo69ifuhka4e.04epq0r.rcgu.o,129672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-39e052bf7f877c26.7mbp0awsfy3482r0ap0kys1hv.1bywl3j.rcgu.o,812992,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-39e052bf7f877c26.7mbp0awsfy3482r0ap0kys1hv.1bumh2a.rcgu.o,812992,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-39e052bf7f877c26.7mbp0awsfy3482r0ap0kys1hv.1k27r4m.rcgu.o,812992,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.18vq444.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.1tlndvb.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.0rp3k9w.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-9c9d34a31eba591c.ekl5q0jzltr4wvu1ltqccftco.04epq0r.rcgu.o,155448,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-8661ecf6cdcda8be.ewogbptp1lgy3l0yrmbpysyh0.0k1h97c.rcgu.o,231048,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.03618t7.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.1789n5v.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.0ad8913.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.0fo2xzp.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-8661ecf6cdcda8be.epzwl8eefv2gy9q9mboo8bjkv.1qqfnmc.rcgu.o,243024,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-39e052bf7f877c26.7mbp0awsfy3482r0ap0kys1hv.11i1cbr.rcgu.o,812992,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.15i3wi4.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-9c9d34a31eba591c.ej4xfwpbook8a7k3bfh74ie6u.1j6sd5i.rcgu.o,176544,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.1cqf2is.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.1nrr2xz.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.0mga6js.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.0wf8mvp.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-8661ecf6cdcda8be.bwiphj16jgwnaqzh2lnmbpm9d.0w67n1f.rcgu.o,249552,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-39e052bf7f877c26.7mbp0awsfy3482r0ap0kys1hv.1xainxt.rcgu.o,812992,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.1jaagv0.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-8661ecf6cdcda8be.epzwl8eefv2gy9q9mboo8bjkv.01mri6o.rcgu.o,243024,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.0o39kga.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.117wnm3.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.07kqtp4.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.1ftjzw0.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-97d28a47a09f25ad.6ztmboxcwoq5vmdtlqzsz21dd.0kn8v7q.rcgu.o,137936,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.1aznmgg.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-8661ecf6cdcda8be.bwiphj16jgwnaqzh2lnmbpm9d.1rf40no.rcgu.o,249552,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/eml_poc-8d2c7b54a661531b.e6likokbxmbof1cblj59a1lgr.1sk6yz1.rcgu.o,4672,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-39e052bf7f877c26.7mbp0awsfy3482r0ap0kys1hv.15z4lb6.rcgu.o,812992,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/target/debug/deps/ict_engine-39e052bf7f877c26.7mbp0awsfy3482r0ap0kys1hv.0k15mdb.rcgu.o,814696,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/docs/agent-first-runbook.md,8259,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/docs/plans/2026-04-29-structural-playbook-belief-architecture-plan.md,7474,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/docs/release-mirror-runbook.md,3231,other_false_positive,not_required_root_unlock
/Users/thrill3r/projects-ict-engine/ict-engine/src/application/orchestration/structural_playbook.rs,271736,other_false_positive,not_required_root_unlock
