label,source_report,source_section,trade_date,symbol,venue_or_market_center,participant_type_code,participant_identifier,side,earliest_order_received_time,latest_order_received_time,order_count,total_order_quantity,activity_description,matched_negative_group_id,session_bucket,source_row_id,candidate_status
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-19,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-19,source_time_not_in_public_body,oystacher_vix_2013_2013-03-19,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-20,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-20,source_time_not_in_public_body,oystacher_vix_2013_2013-03-20,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-21,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-21,source_time_not_in_public_body,oystacher_vix_2013_2013-03-21,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, June 2013 E-Mini S&P 500 Futures Contract",2013-06-11,June 2013 E-Mini S&P 500 Futures Contract,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 129 spoof orders / 12 flip sequences,group aggregate only: 3633 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_june_2013_2013-06-11,source_time_not_in_public_body,oystacher_es_june_2013_2013-06-11,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, June 2013 E-Mini S&P 500 Futures Contract",2013-06-12,June 2013 E-Mini S&P 500 Futures Contract,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 129 spoof orders / 12 flip sequences,group aggregate only: 3633 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_june_2013_2013-06-12,source_time_not_in_public_body,oystacher_es_june_2013_2013-06-12,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Dec 2013 and Jan 2014 E-Mini S&P 500 Futures Contracts",2013-12-16,E-Mini S&P 500 Futures Contracts,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 822 spoof orders / 212 flip sequences,group aggregate only: 20461 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_dec_2013_jan_2014_2013-12-16,source_time_not_in_public_body,oystacher_es_dec_2013_jan_2014_2013-12-16,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Dec 2013 and Jan 2014 E-Mini S&P 500 Futures Contracts",2013-12-17,E-Mini S&P 500 Futures Contracts,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 822 spoof orders / 212 flip sequences,group aggregate only: 20461 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_dec_2013_jan_2014_2013-12-17,source_time_not_in_public_body,oystacher_es_dec_2013_jan_2014_2013-12-17,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Dec 2013 and Jan 2014 E-Mini S&P 500 Futures Contracts",2013-12-18,E-Mini S&P 500 Futures Contracts,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 822 spoof orders / 212 flip sequences,group aggregate only: 20461 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_dec_2013_jan_2014_2013-12-18,source_time_not_in_public_body,oystacher_es_dec_2013_jan_2014_2013-12-18,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Dec 2013 and Jan 2014 E-Mini S&P 500 Futures Contracts",2013-12-19,E-Mini S&P 500 Futures Contracts,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 822 spoof orders / 212 flip sequences,group aggregate only: 20461 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_dec_2013_jan_2014_2013-12-19,source_time_not_in_public_body,oystacher_es_dec_2013_jan_2014_2013-12-19,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Dec 2013 and Jan 2014 E-Mini S&P 500 Futures Contracts",2014-01-06,E-Mini S&P 500 Futures Contracts,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 822 spoof orders / 212 flip sequences,group aggregate only: 20461 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_dec_2013_jan_2014_2014-01-06,source_time_not_in_public_body,oystacher_es_dec_2013_jan_2014_2014-01-06,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Dec 2013 and Jan 2014 E-Mini S&P 500 Futures Contracts",2014-01-07,E-Mini S&P 500 Futures Contracts,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 822 spoof orders / 212 flip sequences,group aggregate only: 20461 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_dec_2013_jan_2014_2014-01-07,source_time_not_in_public_body,oystacher_es_dec_2013_jan_2014_2014-01-07,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Dec 2013 and Jan 2014 E-Mini S&P 500 Futures Contracts",2014-01-08,E-Mini S&P 500 Futures Contracts,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 822 spoof orders / 212 flip sequences,group aggregate only: 20461 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_dec_2013_jan_2014_2014-01-08,source_time_not_in_public_body,oystacher_es_dec_2013_jan_2014_2014-01-08,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Dec 2013 and Jan 2014 E-Mini S&P 500 Futures Contracts",2014-01-09,E-Mini S&P 500 Futures Contracts,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 822 spoof orders / 212 flip sequences,group aggregate only: 20461 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_dec_2013_jan_2014_2014-01-09,source_time_not_in_public_body,oystacher_es_dec_2013_jan_2014_2014-01-09,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Dec 2013 and Jan 2014 E-Mini S&P 500 Futures Contracts",2014-01-10,E-Mini S&P 500 Futures Contracts,CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 822 spoof orders / 212 flip sequences,group aggregate only: 20461 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_es_dec_2013_jan_2014_2014-01-10,source_time_not_in_public_body,oystacher_es_dec_2013_jan_2014_2014-01-10,positive_date_candidate_only_controls_missing
