provider,instrument,timeframe,root,source_ticker,attachment_policy,consumer_scope,calibration_2024_support,calibration_2024_wilson95_lcb,heldout_time_2025_support,heldout_time_2025_wilson95_lcb,provider_rows,provider_sessions,accepted_95_strict_ticker_root_attachment,blocker
yfinance,PFE,1h,Crisis,PFE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,21,0.8453609811,36,0.9035813714,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,SBUX,1h,Bull,SBUX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,58,0.9378821442,49,0.9273021808,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,SBUX,1h,Bear,SBUX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,142,0.9736600357,93,0.9603324974,5069,730,True,
yfinance,SBUX,1h,Sideways,SBUX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,32,0.8928208017,50,0.9286524009,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,SBUX,1h,Crisis,SBUX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,20,0.8388748419,58,0.9378821442,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,T,1h,Bull,T,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,204,0.9815173602,142,0.9736600357,5068,730,True,
yfinance,T,1h,Bear,T,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,3,0.4385029682,59,0.9388706295,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,T,1h,Sideways,T,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,36,0.9035813714,49,0.9273021808,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,T,1h,Crisis,T,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,9,0.7008549516,0,0.0,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,TMO,1h,Bull,TMO,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,118,0.968471661,67,0.9457738606,5026,724,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,TMO,1h,Bear,TMO,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,59,0.9388706295,98,0.9622800099,5026,724,False,calibration_support_below_73|calibration_wilson95_below_0_95
yfinance,TMO,1h,Sideways,TMO,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,75,0.9512761575,43,0.9179901968,5026,724,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,TMO,1h,Crisis,TMO,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,42,0.9162012091,5026,724,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,TSLA,1h,Bull,TSLA,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,42,0.9162012091,76,0.9518864149,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95
yfinance,TSLA,1h,Bear,TSLA,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,53,0.9324180114,24,0.8620237953,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,TSLA,1h,Sideways,TSLA,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,11,0.741167033,4,0.5101091635,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,TSLA,1h,Crisis,TSLA,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,146,0.9743631779,146,0.9743631779,5069,730,True,
yfinance,UNH,1h,Bull,UNH,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,93,0.9603324974,51,0.9299533801,5068,730,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,UNH,1h,Bear,UNH,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,66,0.944997443,151,0.9751910189,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95
yfinance,UNH,1h,Sideways,UNH,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,91,0.9594959961,14,0.7846891973,5068,730,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,UNH,1h,Crisis,UNH,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,2,0.3423802275,34,0.8984854458,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,VZ,1h,Bull,VZ,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,137,0.972724943,112,0.9668386529,5068,730,True,
yfinance,VZ,1h,Bear,VZ,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,30,0.8864866068,49,0.9273021808,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,VZ,1h,Sideways,VZ,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,76,0.9518864149,89,0.9586234548,5068,730,True,
yfinance,VZ,1h,Crisis,VZ,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,9,0.7008549516,0,0.0,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,WFC,1h,Bull,WFC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,165,0.9772481306,163,0.9769753942,5077,730,True,
yfinance,WFC,1h,Bear,WFC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,27,0.8754449703,27,0.8754449703,5077,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,WFC,1h,Sideways,WFC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,60,0.9398281479,50,0.9286524009,5077,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,WFC,1h,Crisis,WFC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,10,0.7224672001,5077,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,WMT,1h,Bull,WMT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,209,0.9819515482,152,0.9753502126,5069,730,True,
yfinance,WMT,1h,Bear,WMT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,23,0.8568833815,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,WMT,1h,Sideways,WMT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,43,0.9179901968,75,0.9512761575,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95
yfinance,WMT,1h,Crisis,WMT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,0,0.0,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,XOM,1h,Bull,XOM,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,115,0.9676757686,101,0.9633593536,5068,730,True,
yfinance,XOM,1h,Bear,XOM,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,37,0.9059421742,81,0.9547219146,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95
yfinance,XOM,1h,Sideways,XOM,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,100,0.9630065018,68,0.9465286635,5068,730,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,XOM,1h,Crisis,XOM,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,0,0.0,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^DJI,1h,Bull,^DJI,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,185,0.9796577571,143,0.9738394126,5078,730,True,
yfinance,^DJI,1h,Bear,^DJI,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,1,0.2065493144,20,0.8388748419,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^DJI,1h,Sideways,^DJI,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,66,0.944997443,87,0.9577124931,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95
yfinance,^DJI,1h,Crisis,^DJI,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,0,0.0,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^GSPC,1h,Bull,^GSPC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,208,0.9818663502,161,0.9766960396,5069,730,True,
yfinance,^GSPC,1h,Bear,^GSPC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,2,0.3423802275,22,0.8513451254,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^GSPC,1h,Sideways,^GSPC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,42,0.9162012091,67,0.9457738606,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^GSPC,1h,Crisis,^GSPC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,0,0.0,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^IXIC,1h,Bull,^IXIC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,207,0.9817803441,158,0.9762640621,5078,730,True,
yfinance,^IXIC,1h,Bear,^IXIC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,9,0.7008549516,39,0.9103331463,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^IXIC,1h,Sideways,^IXIC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,36,0.9035813714,53,0.9324180114,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^IXIC,1h,Crisis,^IXIC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,0,0.0,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^RUT,1h,Bull,^RUT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,159,0.9764098231,118,0.968471661,5067,730,True,
yfinance,^RUT,1h,Bear,^RUT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,15,0.796116699,55,0.9347150989,5067,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,^RUT,1h,Sideways,^RUT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,74,0.9506502206,77,0.9524815747,5067,730,True,
yfinance,^RUT,1h,Crisis,^RUT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,4,0.5101091635,0,0.0,5067,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
