row_id,recipe_id,pair,open_date,close_date,open_session_date,source_regime_session_date,source_context_attachment_policy,parent_regime_root,parent_regime_confidence_floor,source_panel_mean_confidence,source_panel_ticker_count,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,profit_ratio_net,profit_abs,stake_amount,fee_open,fee_close,exit_reason,is_open
47,CrashRebound,SOL/USDT,2021-12-20T09:00:00+00:00,2021-12-21T06:00:00+00:00,2021-12-20,2021-12-20,source_panel_previous_session_context_asof,Bear,0.963920242,0.4519375,16,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2021,0.015762471614627672,54.03296592,3424.52556,0.001,0.001,exit_signal,False
48,CrashRebound,SOL/USDT,2021-12-28T04:00:00+00:00,2021-12-31T09:00:00+00:00,2021-12-28,2021-12-28,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5595454545454546,22,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.07161262833045844,-195.4212193,2726.1392,0.001,0.001,exit_signal,False
49,CrashRebound,BNB/USDT,2021-12-29T22:00:00+00:00,2021-12-31T09:00:00+00:00,2021-12-29,2021-12-29,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5782173913043478,23,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.01145993286236014,28.9641472,2524.9024,0.001,0.001,exit_signal,False
50,CrashRebound,AVAX/USDT,2021-12-30T04:00:00+00:00,2021-12-31T09:00:00+00:00,2021-12-30,2021-12-30,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5921739130434782,23,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.07950043877095549,224.7183894,2823.807,0.001,0.001,exit_signal,False
51,CrashRebound,SOL/USDT,2021-12-31T20:00:00+00:00,2022-01-01T04:00:00+00:00,2021-12-31,2021-12-31,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6149,20,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.027770931140781104,108.30841679,3896.16812,0.001,0.001,exit_signal,False
52,CrashRebound,BNB/USDT,2021-12-31T20:00:00+00:00,2022-01-01T04:00:00+00:00,2021-12-31,2021-12-31,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6149,20,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.01904776343089311,49.2722285,2584.1882,0.001,0.001,exit_signal,False
53,CrashRebound,SOL/USDT,2022-01-05T18:00:00+00:00,2022-01-08T08:00:00+00:00,2022-01-05,2022-01-05,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5680434782608695,23,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,-0.11890750482093108,-305.51069628,2566.74708,0.001,0.001,exit_signal,False
54,CrashRebound,SOL/USDT,2022-01-08T18:00:00+00:00,2022-01-08T22:00:00+00:00,2022-01-08,2022-01-07,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6543809523809524,21,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.0641031419293252,270.56844295,4216.61305,0.001,0.001,exit_signal,False
55,CrashRebound,AVAX/USDT,2022-01-05T20:00:00+00:00,2022-01-09T16:00:00+00:00,2022-01-05,2022-01-05,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5680434782608695,23,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,-0.12022785024615408,-349.4884359,2903.9802,0.001,0.001,exit_signal,False
56,CrashRebound,BNB/USDT,2022-01-05T20:00:00+00:00,2022-01-09T20:00:00+00:00,2022-01-05,2022-01-05,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5680434782608695,23,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,-0.10161597380100118,-261.211686,2568.009,0.001,0.001,exit_signal,False
57,CrashRebound,AVAX/USDT,2022-01-10T13:00:00+00:00,2022-01-11T16:00:00+00:00,2022-01-10,2022-01-10,source_panel_previous_session_context_asof,Bull,0.9797225384,0.7250526315789474,19,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.023973187919248955,97.7234424,4072.2918,0.001,0.001,exit_signal,False
58,CrashRebound,SOL/USDT,2022-01-10T13:00:00+00:00,2022-01-11T17:00:00+00:00,2022-01-10,2022-01-10,source_panel_previous_session_context_asof,Bull,0.9797225384,0.7250526315789474,19,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.035265059615708964,144.6603521,4097.98928,0.001,0.001,exit_signal,False
59,CrashRebound,AVAX/USDT,2022-01-13T23:00:00+00:00,2022-01-15T15:00:00+00:00,2022-01-13,2022-01-13,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6121578947368421,19,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.020643502405068244,75.0123044,3630.0704,0.001,0.001,exit_signal,False
60,CrashRebound,SOL/USDT,2022-01-17T04:00:00+00:00,2022-01-18T23:00:00+00:00,2022-01-17,2022-01-14,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6311875,16,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,-0.01686646570188572,-63.3625125,3752.9625,0.001,0.001,exit_signal,False
61,CrashRebound,BNB/USDT,2022-01-19T08:00:00+00:00,2022-01-19T15:00:00+00:00,2022-01-19,2022-01-19,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6067692307692307,13,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.03104987118145013,77.9084313,2506.632,0.001,0.001,exit_signal,False
62,CrashRebound,SOL/USDT,2022-01-19T08:00:00+00:00,2022-01-20T07:00:00+00:00,2022-01-19,2022-01-19,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6067692307692307,13,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.020940306346435473,89.049748,4248.304,0.001,0.001,exit_signal,False
63,CrashRebound,AVAX/USDT,2022-01-17T04:00:00+00:00,2022-01-20T08:00:00+00:00,2022-01-17,2022-01-14,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6311875,16,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,-0.057627990738358635,-211.943424,3674.112,0.001,0.001,exit_signal,False
64,CrashRebound,BNB/USDT,2022-01-20T22:00:00+00:00,2022-01-23T09:00:00+00:00,2022-01-20,2022-01-20,source_panel_previous_session_context_asof,Bear,0.963920242,0.6234285714285714,14,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,-0.142853133488585,-380.2487073,2659.1565,0.001,0.001,exit_signal,False
65,CrashRebound,AVAX/USDT,2022-01-20T22:00:00+00:00,2022-01-23T10:00:00+00:00,2022-01-20,2022-01-20,source_panel_previous_session_context_asof,Bear,0.963920242,0.6234285714285714,14,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,-0.18652633397644486,-833.8058235,4465.7118,0.001,0.001,exit_signal,False
66,CrashRebound,AVAX/USDT,2022-01-24T11:00:00+00:00,2022-01-24T19:00:00+00:00,2022-01-24,2022-01-24,source_panel_previous_session_context_asof,Bear,0.963920242,0.6209,20,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.10133494823760311,451.385374,4449.94,0.001,0.001,exit_signal,False
67,CrashRebound,AVAX/USDT,2022-02-14T02:00:00+00:00,2022-02-14T14:00:00+00:00,2022-02-14,2022-02-14,source_panel_previous_session_context_asof,Bear,0.963920242,0.5301176470588236,17,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.05933099918948975,138.0651282,2324.7072,0.001,0.001,exit_signal,False
68,CrashRebound,AVAX/USDT,2022-02-20T09:00:00+00:00,2022-02-21T08:00:00+00:00,2022-02-20,2022-02-18,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6833333333333333,15,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2022,0.04341762216428544,103.5297424,2382.1276,0.001,0.001,exit_signal,False
69,CrashRebound,AVAX/USDT,2022-02-21T14:00:00+00:00,2022-02-23T01:00:00+00:00,2022-02-21,2022-02-18,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6833333333333333,15,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2022,-0.004253223846471222,-11.9820489,2814.3543,0.001,0.001,exit_signal,False
70,CrashRebound,AVAX/USDT,2022-02-24T00:00:00+00:00,2022-02-24T20:00:00+00:00,2022-02-24,2022-02-24,source_panel_previous_session_context_asof,Bear,0.963920242,0.45085714285714285,21,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.04351393229694346,131.6368922,3022.1444,0.001,0.001,exit_signal,False
71,CrashRebound,AVAX/USDT,2022-02-27T20:00:00+00:00,2022-02-28T15:00:00+00:00,2022-02-27,2022-02-25,source_panel_previous_session_context_asof,Bear,0.963920242,0.4018888888888889,18,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.08081981643644025,243.2882523,3007.2477,0.001,0.001,exit_signal,False
72,CrashRebound,AVAX/USDT,2022-03-03T16:00:00+00:00,2022-03-04T13:00:00+00:00,2022-03-03,2022-03-03,source_panel_previous_session_context_asof,Bear,0.963920242,0.5150869565217391,23,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.035681665273502,89.6356824,2509.584,0.001,0.001,exit_signal,False
73,CrashRebound,AVAX/USDT,2022-03-05T01:00:00+00:00,2022-03-05T17:00:00+00:00,2022-03-05,2022-03-04,source_panel_previous_session_context_asof,Bear,0.963920242,0.4873478260869565,23,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.05575894014964794,174.3655888,3124.0084,0.001,0.001,exit_signal,False
74,CrashRebound,AVAX/USDT,2022-03-06T11:00:00+00:00,2022-03-07T14:00:00+00:00,2022-03-06,2022-03-04,source_panel_previous_session_context_asof,Bear,0.963920242,0.4873478260869565,23,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.019462955221678513,60.8767978,3124.7044,0.001,0.001,exit_signal,False
75,CrashRebound,AVAX/USDT,2022-03-07T20:00:00+00:00,2022-03-08T18:00:00+00:00,2022-03-07,2022-03-07,source_panel_previous_session_context_asof,Bear,0.963920242,0.48173076923076924,26,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.05113506212097762,179.9665744,3515.92,0.001,0.001,exit_signal,False
76,CrashRebound,AVAX/USDT,2022-03-10T05:00:00+00:00,2022-03-11T07:00:00+00:00,2022-03-10,2022-03-10,source_panel_previous_session_context_asof,Bear,0.963920242,0.50028,25,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.0226173068021557,72.537452,3203.9618,0.001,0.001,exit_signal,False
77,CrashRebound,AVAX/USDT,2022-04-07T01:00:00+00:00,2022-04-07T19:00:00+00:00,2022-04-07,2022-04-07,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6036666666666667,18,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.06827868250860684,182.2913925,2667.147,0.001,0.001,exit_signal,False
78,CrashRebound,SOL/USDT,2022-04-07T01:00:00+00:00,2022-04-08T01:00:00+00:00,2022-04-07,2022-04-07,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6036666666666667,18,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.06719252337049174,188.585919,2803.8465,0.001,0.001,exit_signal,False
79,CrashRebound,SOL/USDT,2022-04-08T14:00:00+00:00,2022-04-08T15:00:00+00:00,2022-04-08,2022-04-08,source_panel_previous_session_context_asof,Bull,0.9797225384,0.677125,16,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.027458135680201737,74.49115072,2710.18888,0.001,0.001,exit_signal,False
80,CrashRebound,SOL/USDT,2022-04-09T00:00:00+00:00,2022-04-10T04:00:00+00:00,2022-04-09,2022-04-08,source_panel_previous_session_context_asof,Bull,0.9797225384,0.677125,16,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.02941654415453542,90.8574057,3085.56432,0.001,0.001,exit_signal,False
81,CrashRebound,AVAX/USDT,2022-04-11T00:00:00+00:00,2022-04-12T13:00:00+00:00,2022-04-11,2022-04-11,source_panel_previous_session_context_asof,Bear,0.963920242,0.432,17,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,-0.023066933066933065,-66.8628675,2895.75,0.001,0.001,exit_signal,False
82,CrashRebound,AVAX/USDT,2022-04-14T16:00:00+00:00,2022-04-16T13:00:00+00:00,2022-04-14,2022-04-14,source_panel_previous_session_context_asof,Bear,0.963920242,0.5168571428571429,21,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,0.006433260007473681,21.8849099,3398.4398,0.001,0.001,exit_signal,False
83,CrashRebound,AVAX/USDT,2022-04-21T20:00:00+00:00,2022-04-25T20:00:00+00:00,2022-04-21,2022-04-21,source_panel_previous_session_context_asof,Bear,0.963920242,0.5064090909090909,22,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2022,-0.05898551435437757,-206.7285396,3501.2328,0.001,0.001,exit_signal,False
84,CrashRebound,BNB/USDT,2022-11-12T06:00:00+00:00,2022-11-14T08:00:00+00:00,2022-11-12,2022-11-11,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5002380952380953,21,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2022,0.028732264802646037,118.113684,4106.7312,0.001,0.001,exit_signal,False
85,CrashRebound,AVAX/USDT,2023-02-09T22:00:00+00:00,2023-02-11T22:00:00+00:00,2023-02-09,2023-02-09,source_panel_previous_session_context_asof,Bull,0.9797225384,0.4809230769230769,13,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2023,-0.012959034375838329,-34.181034,2634.987,0.001,0.001,exit_signal,False
86,CrashRebound,AVAX/USDT,2023-04-21T20:00:00+00:00,2023-04-23T13:00:00+00:00,2023-04-21,2023-04-21,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5840454545454545,22,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2023,0.012730480853267157,35.7113741,2802.3842,0.001,0.001,exit_signal,False
87,CrashRebound,SOL/USDT,2023-07-18T09:00:00+00:00,2023-07-19T04:00:00+00:00,2023-07-18,2023-07-18,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6131428571428571,21,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2023,0.028386133772550635,75.77762214,2666.86266,0.001,0.001,exit_signal,False
88,CrashRebound,SOL/USDT,2023-07-20T16:00:00+00:00,2023-07-22T04:00:00+00:00,2023-07-20,2023-07-20,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5825,24,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2023,0.003829179773126834,10.15432487,2649.17849,0.001,0.001,exit_signal,False
89,CrashRebound,SOL/USDT,2023-07-23T00:00:00+00:00,2023-07-26T03:00:00+00:00,2023-07-23,2023-07-21,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5710416666666667,24,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2023,-0.04229253617508103,-132.6295724,3132.87136,0.001,0.001,exit_signal,False
90,CrashRebound,SOL/USDT,2023-07-30T20:00:00+00:00,2023-08-02T00:00:00+00:00,2023-07-30,2023-07-28,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6715769230769231,26,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2023,-0.00940890792375941,-30.2883327,3215.89656,0.001,0.001,exit_signal,False
91,CrashRebound,SOL/USDT,2023-08-02T17:00:00+00:00,2023-08-04T13:00:00+00:00,2023-08-02,2023-08-02,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5926190476190476,21,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2023,0.004076792772444947,15.13473728,3708.704,0.001,0.001,exit_signal,False
92,CrashRebound,SOL/USDT,2023-08-07T17:00:00+00:00,2023-08-07T21:00:00+00:00,2023-08-07,2023-08-07,source_panel_previous_session_context_asof,Bull,0.9797225384,0.566625,24,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2023,0.014752914929593377,57.11663956,3867.68176,0.001,0.001,exit_signal,False
93,CrashRebound,SOL/USDT,2023-08-17T22:00:00+00:00,2023-08-19T16:00:00+00:00,2023-08-17,2023-08-17,source_panel_previous_session_context_asof,Bear,0.963920242,0.5105,18,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2023,0.03131565190803555,92.0501715,2936.49366,0.001,0.001,exit_signal,False
