row_id,schema_version,recipe_id,strategy_name,strategy_mutation_id,auto_quant_run_id,symbol,trade_id,open_ts_ms,close_ts_ms,open_date,close_date,open_session_date,source_regime_session_date,source_context_attachment_policy,source_anchor,target_market,parent_regime_root,parent_regime_confidence_floor,source_anchor_confidence,source_anchor_vix,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,profit_ratio_net,pnl,realized_outcome,regime_at_entry
115,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:114,1562241600000,1562245200000,2019-07-04T12:00:00+00:00,2019-07-04T13:00:00+00:00,2019-07-04,2019-07-03,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,1.0,12.56999969482422,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
116,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:115,1562328000000,1562331600000,2019-07-05T12:00:00+00:00,2019-07-05T13:00:00+00:00,2019-07-05,2019-07-05,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,1.0,13.279999732971191,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
117,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:116,1562414400000,1562418000000,2019-07-06T12:00:00+00:00,2019-07-06T13:00:00+00:00,2019-07-06,2019-07-05,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,1.0,13.279999732971191,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
118,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:117,1562500800000,1562504400000,2019-07-07T12:00:00+00:00,2019-07-07T13:00:00+00:00,2019-07-07,2019-07-05,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,1.0,13.279999732971191,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
119,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:118,1562587200000,1562590800000,2019-07-08T12:00:00+00:00,2019-07-08T13:00:00+00:00,2019-07-08,2019-07-08,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,13.960000038146973,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
120,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:119,1562673600000,1562677200000,2019-07-09T12:00:00+00:00,2019-07-09T13:00:00+00:00,2019-07-09,2019-07-09,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,14.09000015258789,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
121,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:120,1562760000000,1562763600000,2019-07-10T12:00:00+00:00,2019-07-10T13:00:00+00:00,2019-07-10,2019-07-10,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,13.029999732971191,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
122,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:121,1562846400000,1562850000000,2019-07-11T12:00:00+00:00,2019-07-11T13:00:00+00:00,2019-07-11,2019-07-11,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.833,12.93000030517578,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
123,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:122,1562932800000,1562936400000,2019-07-12T12:00:00+00:00,2019-07-12T13:00:00+00:00,2019-07-12,2019-07-12,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.833,12.390000343322754,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
124,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:123,1563019200000,1563022800000,2019-07-13T12:00:00+00:00,2019-07-13T13:00:00+00:00,2019-07-13,2019-07-12,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.833,12.390000343322754,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
125,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:124,1563105600000,1563109200000,2019-07-14T12:00:00+00:00,2019-07-14T13:00:00+00:00,2019-07-14,2019-07-12,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.833,12.390000343322754,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
126,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:125,1563192000000,1563195600000,2019-07-15T12:00:00+00:00,2019-07-15T13:00:00+00:00,2019-07-15,2019-07-15,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.833,12.68000030517578,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
127,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:126,1563278400000,1563282000000,2019-07-16T12:00:00+00:00,2019-07-16T13:00:00+00:00,2019-07-16,2019-07-16,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.8,12.859999656677246,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
128,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:127,1563364800000,1563368400000,2019-07-17T12:00:00+00:00,2019-07-17T13:00:00+00:00,2019-07-17,2019-07-17,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.8,13.970000267028809,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
129,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:128,1563451200000,1563454800000,2019-07-18T12:00:00+00:00,2019-07-18T13:00:00+00:00,2019-07-18,2019-07-18,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.8,13.529999732971191,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
130,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:129,1563537600000,1563541200000,2019-07-19T12:00:00+00:00,2019-07-19T13:00:00+00:00,2019-07-19,2019-07-19,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,14.449999809265137,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
131,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:130,1563624000000,1563627600000,2019-07-20T12:00:00+00:00,2019-07-20T13:00:00+00:00,2019-07-20,2019-07-19,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,14.449999809265137,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
132,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:131,1563710400000,1563714000000,2019-07-21T12:00:00+00:00,2019-07-21T13:00:00+00:00,2019-07-21,2019-07-19,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,14.449999809265137,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
133,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:132,1563796800000,1563800400000,2019-07-22T12:00:00+00:00,2019-07-22T13:00:00+00:00,2019-07-22,2019-07-22,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,13.529999732971191,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
134,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:133,1563883200000,1563886800000,2019-07-23T12:00:00+00:00,2019-07-23T13:00:00+00:00,2019-07-23,2019-07-23,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,12.609999656677246,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
135,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:134,1563969600000,1563973200000,2019-07-24T12:00:00+00:00,2019-07-24T13:00:00+00:00,2019-07-24,2019-07-24,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.833,12.06999969482422,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
136,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:135,1564056000000,1564059600000,2019-07-25T12:00:00+00:00,2019-07-25T13:00:00+00:00,2019-07-25,2019-07-25,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,12.739999771118164,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
137,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:136,1564142400000,1564146000000,2019-07-26T12:00:00+00:00,2019-07-26T13:00:00+00:00,2019-07-26,2019-07-26,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,12.15999984741211,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
138,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:137,1564228800000,1564232400000,2019-07-27T12:00:00+00:00,2019-07-27T13:00:00+00:00,2019-07-27,2019-07-26,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,12.15999984741211,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
139,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:138,1564315200000,1564318800000,2019-07-28T12:00:00+00:00,2019-07-28T13:00:00+00:00,2019-07-28,2019-07-26,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,12.15999984741211,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
140,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:139,1564401600000,1564405200000,2019-07-29T12:00:00+00:00,2019-07-29T13:00:00+00:00,2019-07-29,2019-07-29,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,12.829999923706056,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
141,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:140,1564488000000,1564491600000,2019-07-30T12:00:00+00:00,2019-07-30T13:00:00+00:00,2019-07-30,2019-07-30,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,13.9399995803833,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
142,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:141,1564574400000,1564578000000,2019-07-31T12:00:00+00:00,2019-07-31T13:00:00+00:00,2019-07-31,2019-07-31,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Bull,0.9797225384,0.6,16.1200008392334,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_bull_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
143,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:142,1564660800000,1564664400000,2019-08-01T12:00:00+00:00,2019-08-01T13:00:00+00:00,2019-08-01,2019-08-01,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Sideways,0.9529358324,0.6,17.8700008392334,not_consumed_no_direct_event_rows,RangeConsolidation,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Sideways -> RangeConsolidation -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_sideways_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
144,board-b-vrp-v2-root-branch-rc-spa/v1,VRPCompression_V2_NQ_15m,VRPCompression_V2_NQ_15m,pandas-vrp-v2-nq-15m,vrp-v2-8y-2019-2025,NQ,VRPCompression_V2_NQ_15m:win:143,1564747200000,1564750800000,2019-08-02T12:00:00+00:00,2019-08-02T13:00:00+00:00,2019-08-02,2019-08-02,^IXIC_source_anchor_previous_session_context,^IXIC,NQ=F/NQ_USD,Sideways,0.9529358324,0.6,17.610000610351562,not_consumed_no_direct_event_rows,RangeConsolidation,VRPCompressionCarry,options_volatility_risk_premium,VRPCompression_V2_NQ_15m,Sideways -> RangeConsolidation -> VRPCompressionCarry -> VRPCompression_V2_NQ_15m,board-b-vrp-v2-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_branch_rc_spa_passes,suppress_if_sideways_vrp_branch_rc_spa_fails,2019,0.002,0.002,win,vol_compression
