label,rule_id,rule,rule_kind,calibration_support,calibration_label_hits,calibration_precision,calibration_wilson95_lcb,heldout_market_support,heldout_market_label_hits,heldout_market_precision,heldout_market_wilson95_lcb,heldout_time_support,heldout_time_label_hits,heldout_time_precision,heldout_time_wilson95_lcb,test_support,test_label_hits,test_precision,test_wilson95_lcb,accepted_three_atom_confidence_95,blockers,min_split_support,min_split_wilson95_lcb
Bull,regime_confidence_ge_0.833__and__cpi_ge_245.183__and__vix_le_15.59000015,regime_confidence >= 0.833 AND cpi >= 245.183 AND vix <= 15.59000015,3_atom_conjunction,820,618,0.7536585366,0.7230293106,470,381,0.8106382979,0.772753196,2322,1945,0.8376399655,0.8220845336,1674,1439,0.8596176822,0.8421520171,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,470,0.7230293106
Bull,regime_confidence_ge_0.833__and__cpi_ge_243.892__and__vix_le_14.81000042,regime_confidence >= 0.833 AND cpi >= 243.892 AND vix <= 14.81000042,3_atom_conjunction,1650,1227,0.7436363636,0.7220197516,449,347,0.7728285078,0.7318531015,1969,1672,0.8491620112,0.8326749415,1251,1074,0.8585131894,0.8381009946,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,449,0.7220197516
Bull,regime_confidence_ge_0.833__and__vix_le_14.06999969__and__cpi_ge_238.992,regime_confidence >= 0.833 AND vix <= 14.06999969 AND cpi >= 238.992,3_atom_conjunction,2356,1734,0.7359932088,0.7178200118,480,377,0.7854166667,0.7465004035,1735,1492,0.8599423631,0.8428158449,906,780,0.8609271523,0.836867898,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,480,0.7178200118
Bull,regime_confidence_ge_0.833__and__cpi_ge_243.892__and__vix_le_15.59000015,regime_confidence >= 0.833 AND cpi >= 243.892 AND vix <= 15.59000015,3_atom_conjunction,1681,1246,0.741225461,0.7197558025,518,391,0.7548262548,0.7159931559,2322,1945,0.8376399655,0.8220845336,1674,1439,0.8596176822,0.8421520171,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,518,0.7159931559
Bull,close_ge_151.1677628__and__volatility_le_0.1404278249__and__vix_le_14.81000042,close >= 151.1677628 AND volatility <= 0.1404278249 AND vix <= 14.81000042,3_atom_conjunction,386,306,0.792746114,0.7495214377,6216,4887,0.7861969112,0.7758296301,355,288,0.8112676056,0.767312798,394,297,0.7538071066,0.7089542924,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,355,0.7089542924
Bull,regime_confidence_ge_0.833__and__vix_le_12.89000034,regime_confidence >= 0.833 AND vix <= 12.89000034,2_atom_conjunction,5046,3791,0.751288149,0.7391731408,499,372,0.745490982,0.7054974201,1116,975,0.873655914,0.8528731054,338,289,0.8550295858,0.8135051944,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,338,0.7054974201
Bull,regime_confidence_ge_0.833__and__regime_confidence_ge_0.6__and__vix_le_12.89000034,regime_confidence >= 0.833 AND regime_confidence >= 0.6 AND vix <= 12.89000034,3_atom_conjunction,5046,3791,0.751288149,0.7391731408,499,372,0.745490982,0.7054974201,1116,975,0.873655914,0.8528731054,338,289,0.8550295858,0.8135051944,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,338,0.7054974201
Bull,regime_confidence_ge_0.833__and__regime_confidence_ge_0.667__and__vix_le_12.89000034,regime_confidence >= 0.833 AND regime_confidence >= 0.667 AND vix <= 12.89000034,3_atom_conjunction,5046,3791,0.751288149,0.7391731408,499,372,0.745490982,0.7054974201,1116,975,0.873655914,0.8528731054,338,289,0.8550295858,0.8135051944,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,338,0.7054974201
Bull,regime_confidence_ge_0.833__and__regime_confidence_ge_0.75__and__vix_le_12.89000034,regime_confidence >= 0.833 AND regime_confidence >= 0.75 AND vix <= 12.89000034,3_atom_conjunction,5046,3791,0.751288149,0.7391731408,499,372,0.745490982,0.7054974201,1116,975,0.873655914,0.8528731054,338,289,0.8550295858,0.8135051944,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,338,0.7054974201
Bull,regime_confidence_ge_0.833__and__vix_le_12.89000034__and__vix_le_13.43000031,regime_confidence >= 0.833 AND vix <= 12.89000034 AND vix <= 13.43000031,3_atom_conjunction,5046,3791,0.751288149,0.7391731408,499,372,0.745490982,0.7054974201,1116,975,0.873655914,0.8528731054,338,289,0.8550295858,0.8135051944,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,338,0.7054974201
Bull,regime_confidence_ge_0.833__and__vix_le_12.89000034__and__vix_le_14.06999969,regime_confidence >= 0.833 AND vix <= 12.89000034 AND vix <= 14.06999969,3_atom_conjunction,5046,3791,0.751288149,0.7391731408,499,372,0.745490982,0.7054974201,1116,975,0.873655914,0.8528731054,338,289,0.8550295858,0.8135051944,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,338,0.7054974201
Bull,regime_confidence_ge_0.833__and__vix_le_12.89000034__and__vix_le_14.81000042,regime_confidence >= 0.833 AND vix <= 12.89000034 AND vix <= 14.81000042,3_atom_conjunction,5046,3791,0.751288149,0.7391731408,499,372,0.745490982,0.7054974201,1116,975,0.873655914,0.8528731054,338,289,0.8550295858,0.8135051944,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,338,0.7054974201
Bull,regime_confidence_ge_0.833__and__vix_le_12.89000034__and__vix_le_15.59000015,regime_confidence >= 0.833 AND vix <= 12.89000034 AND vix <= 15.59000015,3_atom_conjunction,5046,3791,0.751288149,0.7391731408,499,372,0.745490982,0.7054974201,1116,975,0.873655914,0.8528731054,338,289,0.8550295858,0.8135051944,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,338,0.7054974201
Bull,regime_confidence_ge_0.833__and__close_ge_132.6816711__and__vix_le_12.89000034,regime_confidence >= 0.833 AND close >= 132.6816711 AND vix <= 12.89000034,3_atom_conjunction,520,449,0.8634615385,0.8312722547,499,372,0.745490982,0.7054974201,314,291,0.9267515924,0.8924898318,218,196,0.8990825688,0.8519362529,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,218,0.7054974201
Bull,close_ge_151.1677628__and__regime_confidence_ge_0.833__and__vix_le_12.89000034,close >= 151.1677628 AND regime_confidence >= 0.833 AND vix <= 12.89000034,3_atom_conjunction,373,321,0.8605898123,0.8217498848,499,372,0.745490982,0.7054974201,259,243,0.9382239382,0.9020180843,199,178,0.8944723618,0.8440666933,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,199,0.7054974201
Bull,regime_confidence_ge_0.833__and__vix_le_12.89000034__and__volatility_le_0.2209908165,regime_confidence >= 0.833 AND vix <= 12.89000034 AND volatility <= 0.2209908165,3_atom_conjunction,4043,2909,0.7195152115,0.7054643586,496,369,0.7439516129,0.703769058,929,817,0.8794402583,0.8569240799,242,201,0.8305785124,0.7782377079,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,242,0.703769058
Bull,close_ge_151.1677628__and__vix_le_14.06999969__and__volatility_le_0.1404278249,close >= 151.1677628 AND vix <= 14.06999969 AND volatility <= 0.1404278249,3_atom_conjunction,371,294,0.7924528302,0.7482911397,5441,4391,0.8070207682,0.7963197041,320,260,0.8125,0.7661214566,283,214,0.7561837456,0.7029442029,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,283,0.7029442029
Bull,regime_confidence_ge_0.833__and__vix_le_14.81000042__and__cpi_ge_238.992,regime_confidence >= 0.833 AND vix <= 14.81000042 AND cpi >= 238.992,3_atom_conjunction,2514,1827,0.7267303103,0.708974259,570,422,0.7403508772,0.7028331105,1969,1672,0.8491620112,0.8326749415,1251,1074,0.8585131894,0.8381009946,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,570,0.7028331105
Bull,regime_confidence_ge_0.833__and__cpi_ge_246.626__and__vix_le_12.27999973,regime_confidence >= 0.833 AND cpi >= 246.626 AND vix <= 12.27999973,3_atom_conjunction,532,443,0.8327067669,0.7986296577,81,74,0.9135802469,0.8322008337,576,508,0.8819444444,0.8530286593,80,64,0.8,0.6995375627,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,80,0.6995375627
Bull,regime_confidence_ge_0.833__and__vix_le_12.89000034__and__volatility_le_0.2067864525,regime_confidence >= 0.833 AND vix <= 12.89000034 AND volatility <= 0.2067864525,3_atom_conjunction,3706,2647,0.7142471668,0.6994861184,493,366,0.7423935091,0.702020345,862,756,0.8770301624,0.8534191699,211,179,0.8483412322,0.7937468208,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,211,0.6994861184
Bull,close_ge_151.1677628__and__regime_confidence_le_0.25,close >= 151.1677628 AND regime_confidence <= 0.25,2_atom_conjunction,15,15,1.0,0.796116699,108,101,0.9351851852,0.8722236367,180,167,0.9277777778,0.8803680363,118,92,0.7796610169,0.6967223271,False,calibration_support_below_50;calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,15,0.6967223271
Bull,close_ge_151.1677628__and__regime_confidence_le_0.25__and__close_ge_132.6816711,close >= 151.1677628 AND regime_confidence <= 0.25 AND close >= 132.6816711,3_atom_conjunction,15,15,1.0,0.796116699,108,101,0.9351851852,0.8722236367,180,167,0.9277777778,0.8803680363,118,92,0.7796610169,0.6967223271,False,calibration_support_below_50;calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,15,0.6967223271
Bull,regime_confidence_ge_0.833__and__cpi_ge_245.183__and__vix_le_12.27999973,regime_confidence >= 0.833 AND cpi >= 245.183 AND vix <= 12.27999973,3_atom_conjunction,786,603,0.7671755725,0.7363734642,109,85,0.7798165138,0.6932452102,576,508,0.8819444444,0.8530286593,80,64,0.8,0.6995375627,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,80,0.6932452102
Bull,close_ge_151.1677628__and__vix_le_13.43000031__and__volatility_le_0.1256233139,close >= 151.1677628 AND vix <= 13.43000031 AND volatility <= 0.1256233139,3_atom_conjunction,224,188,0.8392857143,0.7855348876,3962,3367,0.8498233216,0.8383608131,163,126,0.773006135,0.7028486434,82,65,0.7926829268,0.6928342703,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,82,0.6928342703
Bull,regime_confidence_ge_0.833__and__vix_le_13.43000031__and__volatility_le_0.2067864525,regime_confidence >= 0.833 AND vix <= 13.43000031 AND volatility <= 0.2067864525,3_atom_conjunction,4711,3352,0.7115262152,0.6984207992,707,513,0.7256011315,0.6915571961,1085,944,0.8700460829,0.8487254669,380,328,0.8631578947,0.8249501872,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,380,0.6915571961
Bull,close_ge_151.1677628__and__vix_le_13.43000031__and__volatility_le_0.1404278249,close >= 151.1677628 AND vix <= 13.43000031 AND volatility <= 0.1404278249,3_atom_conjunction,356,285,0.8005617978,0.7559435052,4564,3767,0.8253724803,0.8140857888,258,213,0.8255813953,0.7745946112,171,130,0.7602339181,0.6909746077,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,171,0.6909746077
Crisis,volatility_ge_0.5480683811,volatility >= 0.5480683811,1_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.4669575656,volatility >= 0.5480683811 AND volatility >= 0.4669575656,2_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.411418579,volatility >= 0.5480683811 AND volatility >= 0.411418579,2_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3683214542,volatility >= 0.5480683811 AND volatility >= 0.3683214542,2_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3329411653,volatility >= 0.5480683811 AND volatility >= 0.3329411653,2_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3026019394,volatility >= 0.5480683811 AND volatility >= 0.3026019394,2_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.2772657977,volatility >= 0.5480683811 AND volatility >= 0.2772657977,2_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.2557353045,volatility >= 0.5480683811 AND volatility >= 0.2557353045,2_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.4669575656__and__volatility_ge_0.411418579,volatility >= 0.5480683811 AND volatility >= 0.4669575656 AND volatility >= 0.411418579,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.4669575656__and__volatility_ge_0.3683214542,volatility >= 0.5480683811 AND volatility >= 0.4669575656 AND volatility >= 0.3683214542,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.4669575656__and__volatility_ge_0.3329411653,volatility >= 0.5480683811 AND volatility >= 0.4669575656 AND volatility >= 0.3329411653,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.4669575656__and__volatility_ge_0.3026019394,volatility >= 0.5480683811 AND volatility >= 0.4669575656 AND volatility >= 0.3026019394,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.4669575656__and__volatility_ge_0.2772657977,volatility >= 0.5480683811 AND volatility >= 0.4669575656 AND volatility >= 0.2772657977,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.4669575656__and__volatility_ge_0.2557353045,volatility >= 0.5480683811 AND volatility >= 0.4669575656 AND volatility >= 0.2557353045,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.411418579__and__volatility_ge_0.3683214542,volatility >= 0.5480683811 AND volatility >= 0.411418579 AND volatility >= 0.3683214542,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.411418579__and__volatility_ge_0.3329411653,volatility >= 0.5480683811 AND volatility >= 0.411418579 AND volatility >= 0.3329411653,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.411418579__and__volatility_ge_0.3026019394,volatility >= 0.5480683811 AND volatility >= 0.411418579 AND volatility >= 0.3026019394,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.411418579__and__volatility_ge_0.2772657977,volatility >= 0.5480683811 AND volatility >= 0.411418579 AND volatility >= 0.2772657977,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.411418579__and__volatility_ge_0.2557353045,volatility >= 0.5480683811 AND volatility >= 0.411418579 AND volatility >= 0.2557353045,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3683214542__and__volatility_ge_0.3329411653,volatility >= 0.5480683811 AND volatility >= 0.3683214542 AND volatility >= 0.3329411653,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3683214542__and__volatility_ge_0.3026019394,volatility >= 0.5480683811 AND volatility >= 0.3683214542 AND volatility >= 0.3026019394,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3683214542__and__volatility_ge_0.2772657977,volatility >= 0.5480683811 AND volatility >= 0.3683214542 AND volatility >= 0.2772657977,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3683214542__and__volatility_ge_0.2557353045,volatility >= 0.5480683811 AND volatility >= 0.3683214542 AND volatility >= 0.2557353045,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3329411653__and__volatility_ge_0.3026019394,volatility >= 0.5480683811 AND volatility >= 0.3329411653 AND volatility >= 0.3026019394,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3329411653__and__volatility_ge_0.2772657977,volatility >= 0.5480683811 AND volatility >= 0.3329411653 AND volatility >= 0.2772657977,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3329411653__and__volatility_ge_0.2557353045,volatility >= 0.5480683811 AND volatility >= 0.3329411653 AND volatility >= 0.2557353045,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3026019394__and__volatility_ge_0.2772657977,volatility >= 0.5480683811 AND volatility >= 0.3026019394 AND volatility >= 0.2772657977,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3026019394__and__volatility_ge_0.2557353045,volatility >= 0.5480683811 AND volatility >= 0.3026019394 AND volatility >= 0.2557353045,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.2772657977__and__volatility_ge_0.2557353045,volatility >= 0.5480683811 AND volatility >= 0.2772657977 AND volatility >= 0.2557353045,3_atom_conjunction,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.5480683811__and__returns_ge_0.02215358133,volatility >= 0.5480683811 AND returns >= 0.02215358133,2_atom_conjunction,4334,2287,0.527688048,0.5128070819,162,83,0.512345679,0.4359846719,1159,559,0.4823123382,0.4536506113,371,178,0.4797843666,0.4294157514,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,162,0.4294157514
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.4669575656__and__returns_ge_0.02215358133,volatility >= 0.5480683811 AND volatility >= 0.4669575656 AND returns >= 0.02215358133,3_atom_conjunction,4334,2287,0.527688048,0.5128070819,162,83,0.512345679,0.4359846719,1159,559,0.4823123382,0.4536506113,371,178,0.4797843666,0.4294157514,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,162,0.4294157514
