label,split_role,market_family,source_owner,symbol,timeframe,timestamp_or_date,source_row_id,source_confidence
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,DIS,1d,2000-01-28,stock_market_regimes_2000_2026:623:DIS:2000-01-28:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GE,1d,2000-01-28,stock_market_regimes_2000_2026:624:GE:2000-01-28:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GS,1d,2000-01-28,stock_market_regimes_2000_2026:625:GS:2000-01-28:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,HD,1d,2000-01-28,stock_market_regimes_2000_2026:626:HD:2000-01-28:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,INTC,1d,2000-01-28,stock_market_regimes_2000_2026:627:INTC:2000-01-28:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,JNJ,1d,2000-01-28,stock_market_regimes_2000_2026:628:JNJ:2000-01-28:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,JPM,1d,2000-01-28,stock_market_regimes_2000_2026:629:JPM:2000-01-28:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,MS,1d,2000-01-28,stock_market_regimes_2000_2026:631:MS:2000-01-28:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,PFE,1d,2000-01-28,stock_market_regimes_2000_2026:635:PFE:2000-01-28:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,SBUX,1d,2000-01-28,stock_market_regimes_2000_2026:636:SBUX:2000-01-28:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,TMO,1d,2000-01-28,stock_market_regimes_2000_2026:638:TMO:2000-01-28:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,UNH,1d,2000-01-28,stock_market_regimes_2000_2026:639:UNH:2000-01-28:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,VZ,1d,2000-01-28,stock_market_regimes_2000_2026:640:VZ:2000-01-28:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,WFC,1d,2000-01-28,stock_market_regimes_2000_2026:641:WFC:2000-01-28:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,WMT,1d,2000-01-28,stock_market_regimes_2000_2026:642:WMT:2000-01-28:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,XOM,1d,2000-01-28,stock_market_regimes_2000_2026:643:XOM:2000-01-28:Sideways,1.0000000000
Bear,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-01-28,stock_market_regimes_2000_2026:644:^DJI:2000-01-28:Bear,1.0000000000
Bear,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-01-28,stock_market_regimes_2000_2026:645:^GSPC:2000-01-28:Bear,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^IXIC,1d,2000-01-28,stock_market_regimes_2000_2026:646:^IXIC:2000-01-28:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-01-28,stock_market_regimes_2000_2026:647:^RUT:2000-01-28:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,AAPL,1d,2000-01-31,stock_market_regimes_2000_2026:648:AAPL:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-01-31,stock_market_regimes_2000_2026:651:BA:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BAC,1d,2000-01-31,stock_market_regimes_2000_2026:652:BAC:2000-01-31:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CAT,1d,2000-01-31,stock_market_regimes_2000_2026:653:CAT:2000-01-31:Bear,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-01-31,stock_market_regimes_2000_2026:654:COP:2000-01-31:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CSCO,1d,2000-01-31,stock_market_regimes_2000_2026:655:CSCO:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-01-31,stock_market_regimes_2000_2026:656:CVX:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,DIS,1d,2000-01-31,stock_market_regimes_2000_2026:657:DIS:2000-01-31:Sideways,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GE,1d,2000-01-31,stock_market_regimes_2000_2026:658:GE:2000-01-31:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GS,1d,2000-01-31,stock_market_regimes_2000_2026:659:GS:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,INTC,1d,2000-01-31,stock_market_regimes_2000_2026:661:INTC:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,JPM,1d,2000-01-31,stock_market_regimes_2000_2026:663:JPM:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,MS,1d,2000-01-31,stock_market_regimes_2000_2026:665:MS:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,PFE,1d,2000-01-31,stock_market_regimes_2000_2026:669:PFE:2000-01-31:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,SBUX,1d,2000-01-31,stock_market_regimes_2000_2026:670:SBUX:2000-01-31:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,T,1d,2000-01-31,stock_market_regimes_2000_2026:671:T:2000-01-31:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,TMO,1d,2000-01-31,stock_market_regimes_2000_2026:672:TMO:2000-01-31:Bull,1.0000000000
Bear,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,UNH,1d,2000-01-31,stock_market_regimes_2000_2026:673:UNH:2000-01-31:Bear,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,VZ,1d,2000-01-31,stock_market_regimes_2000_2026:674:VZ:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,WFC,1d,2000-01-31,stock_market_regimes_2000_2026:675:WFC:2000-01-31:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,XOM,1d,2000-01-31,stock_market_regimes_2000_2026:677:XOM:2000-01-31:Sideways,1.0000000000
Bear,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-01-31,stock_market_regimes_2000_2026:678:^DJI:2000-01-31:Bear,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-01-31,stock_market_regimes_2000_2026:679:^GSPC:2000-01-31:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^IXIC,1d,2000-01-31,stock_market_regimes_2000_2026:680:^IXIC:2000-01-31:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-01-31,stock_market_regimes_2000_2026:681:^RUT:2000-01-31:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-02-01,stock_market_regimes_2000_2026:712:^DJI:2000-02-01:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-02-03,stock_market_regimes_2000_2026:780:^DJI:2000-02-03:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-07,stock_market_regimes_2000_2026:849:^GSPC:2000-02-07:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-08,stock_market_regimes_2000_2026:883:^GSPC:2000-02-08:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-09,stock_market_regimes_2000_2026:917:^GSPC:2000-02-09:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-10,stock_market_regimes_2000_2026:951:^GSPC:2000-02-10:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-11,stock_market_regimes_2000_2026:985:^GSPC:2000-02-11:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-15,stock_market_regimes_2000_2026:1053:^GSPC:2000-02-15:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-16,stock_market_regimes_2000_2026:1087:^GSPC:2000-02-16:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-17,stock_market_regimes_2000_2026:1121:^GSPC:2000-02-17:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-02-17,stock_market_regimes_2000_2026:1123:^RUT:2000-02-17:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-22,stock_market_regimes_2000_2026:1189:^GSPC:2000-02-22:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-23,stock_market_regimes_2000_2026:1223:^GSPC:2000-02-23:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-02-23,stock_market_regimes_2000_2026:1225:^RUT:2000-02-23:Bull,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-02-24,stock_market_regimes_2000_2026:1259:^RUT:2000-02-24:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-28,stock_market_regimes_2000_2026:1325:^GSPC:2000-02-28:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-02-29,stock_market_regimes_2000_2026:1359:^GSPC:2000-02-29:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-02-29,stock_market_regimes_2000_2026:1361:^RUT:2000-02-29:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-01,stock_market_regimes_2000_2026:1393:^GSPC:2000-03-01:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-03-01,stock_market_regimes_2000_2026:1395:^RUT:2000-03-01:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-02,stock_market_regimes_2000_2026:1427:^GSPC:2000-03-02:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-03-02,stock_market_regimes_2000_2026:1429:^RUT:2000-03-02:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-03,stock_market_regimes_2000_2026:1461:^GSPC:2000-03-03:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-03-03,stock_market_regimes_2000_2026:1463:^RUT:2000-03-03:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-06,stock_market_regimes_2000_2026:1495:^GSPC:2000-03-06:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-03-06,stock_market_regimes_2000_2026:1497:^RUT:2000-03-06:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-07,stock_market_regimes_2000_2026:1529:^GSPC:2000-03-07:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-03-07,stock_market_regimes_2000_2026:1531:^RUT:2000-03-07:Bull,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-03-08,stock_market_regimes_2000_2026:1565:^RUT:2000-03-08:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-09,stock_market_regimes_2000_2026:1597:^GSPC:2000-03-09:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-03-09,stock_market_regimes_2000_2026:1599:^RUT:2000-03-09:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-10,stock_market_regimes_2000_2026:1631:^GSPC:2000-03-10:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-03-10,stock_market_regimes_2000_2026:1633:^RUT:2000-03-10:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-13,stock_market_regimes_2000_2026:1665:^GSPC:2000-03-13:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^RUT,1d,2000-03-13,stock_market_regimes_2000_2026:1667:^RUT:2000-03-13:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-14,stock_market_regimes_2000_2026:1699:^GSPC:2000-03-14:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-03-15,stock_market_regimes_2000_2026:1733:^GSPC:2000-03-15:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-17,stock_market_regimes_2000_2026:3204:COP:2000-05-17:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-18,stock_market_regimes_2000_2026:3238:COP:2000-05-18:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,JNJ,1d,2000-05-18,stock_market_regimes_2000_2026:3246:JNJ:2000-05-18:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-19,stock_market_regimes_2000_2026:3272:COP:2000-05-19:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,JNJ,1d,2000-05-19,stock_market_regimes_2000_2026:3280:JNJ:2000-05-19:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-05-19,stock_market_regimes_2000_2026:3296:^DJI:2000-05-19:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-05-19,stock_market_regimes_2000_2026:3297:^GSPC:2000-05-19:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-22,stock_market_regimes_2000_2026:3306:COP:2000-05-22:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-05-22,stock_market_regimes_2000_2026:3331:^GSPC:2000-05-22:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-23,stock_market_regimes_2000_2026:3340:COP:2000-05-23:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-24,stock_market_regimes_2000_2026:3374:COP:2000-05-24:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-05-24,stock_market_regimes_2000_2026:3399:^GSPC:2000-05-24:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-25,stock_market_regimes_2000_2026:3408:COP:2000-05-25:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-26,stock_market_regimes_2000_2026:3442:COP:2000-05-26:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-30,stock_market_regimes_2000_2026:3476:COP:2000-05-30:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-05-31,stock_market_regimes_2000_2026:3510:COP:2000-05-31:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,COP,1d,2000-06-01,stock_market_regimes_2000_2026:3544:COP:2000-06-01:Bull,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-09,stock_market_regimes_2000_2026:3750:CVX:2000-06-09:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-12,stock_market_regimes_2000_2026:3784:CVX:2000-06-12:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-06-12,stock_market_regimes_2000_2026:3806:^DJI:2000-06-12:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-13,stock_market_regimes_2000_2026:3818:CVX:2000-06-13:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-06-13,stock_market_regimes_2000_2026:3840:^DJI:2000-06-13:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-06-14,stock_market_regimes_2000_2026:3874:^DJI:2000-06-14:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-06-15,stock_market_regimes_2000_2026:3908:^DJI:2000-06-15:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-19,stock_market_regimes_2000_2026:3954:CVX:2000-06-19:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-06-19,stock_market_regimes_2000_2026:3976:^DJI:2000-06-19:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-20,stock_market_regimes_2000_2026:3988:CVX:2000-06-20:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-21,stock_market_regimes_2000_2026:4022:CVX:2000-06-21:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-22,stock_market_regimes_2000_2026:4056:CVX:2000-06-22:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-23,stock_market_regimes_2000_2026:4090:CVX:2000-06-23:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-26,stock_market_regimes_2000_2026:4124:CVX:2000-06-26:Sideways,1.0000000000
Sideways,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-06-27,stock_market_regimes_2000_2026:4158:CVX:2000-06-27:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-06-29,stock_market_regimes_2000_2026:4249:^GSPC:2000-06-29:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-06-30,stock_market_regimes_2000_2026:4283:^GSPC:2000-06-30:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-07-03,stock_market_regimes_2000_2026:4316:^DJI:2000-07-03:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-07-05,stock_market_regimes_2000_2026:4351:^GSPC:2000-07-05:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-07-06,stock_market_regimes_2000_2026:4385:^GSPC:2000-07-06:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-07-07,stock_market_regimes_2000_2026:4418:^DJI:2000-07-07:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-17,stock_market_regimes_2000_2026:4595:BA:2000-07-17:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-18,stock_market_regimes_2000_2026:4629:BA:2000-07-18:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-19,stock_market_regimes_2000_2026:4663:BA:2000-07-19:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-20,stock_market_regimes_2000_2026:4697:BA:2000-07-20:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-21,stock_market_regimes_2000_2026:4731:BA:2000-07-21:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-24,stock_market_regimes_2000_2026:4765:BA:2000-07-24:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-25,stock_market_regimes_2000_2026:4799:BA:2000-07-25:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-26,stock_market_regimes_2000_2026:4833:BA:2000-07-26:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-27,stock_market_regimes_2000_2026:4867:BA:2000-07-27:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-07-27,stock_market_regimes_2000_2026:4895:^GSPC:2000-07-27:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-28,stock_market_regimes_2000_2026:4901:BA:2000-07-28:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-07-28,stock_market_regimes_2000_2026:4929:^GSPC:2000-07-28:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-07-31,stock_market_regimes_2000_2026:4935:BA:2000-07-31:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-07-31,stock_market_regimes_2000_2026:4963:^GSPC:2000-07-31:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-08-01,stock_market_regimes_2000_2026:4969:BA:2000-08-01:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-01,stock_market_regimes_2000_2026:4997:^GSPC:2000-08-01:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-08-02,stock_market_regimes_2000_2026:5003:BA:2000-08-02:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-02,stock_market_regimes_2000_2026:5031:^GSPC:2000-08-02:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-08-03,stock_market_regimes_2000_2026:5037:BA:2000-08-03:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-03,stock_market_regimes_2000_2026:5065:^GSPC:2000-08-03:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-08-04,stock_market_regimes_2000_2026:5071:BA:2000-08-04:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-04,stock_market_regimes_2000_2026:5099:^GSPC:2000-08-04:Sideways,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,BA,1d,2000-08-07,stock_market_regimes_2000_2026:5105:BA:2000-08-07:Bull,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-09,stock_market_regimes_2000_2026:5201:^GSPC:2000-08-09:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-10,stock_market_regimes_2000_2026:5235:^GSPC:2000-08-10:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-11,stock_market_regimes_2000_2026:5269:^GSPC:2000-08-11:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-14,stock_market_regimes_2000_2026:5303:^GSPC:2000-08-14:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-15,stock_market_regimes_2000_2026:5337:^GSPC:2000-08-15:Sideways,1.0000000000
Sideways,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^GSPC,1d,2000-08-16,stock_market_regimes_2000_2026:5371:^GSPC:2000-08-16:Sideways,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-08-23,stock_market_regimes_2000_2026:5540:^DJI:2000-08-23:Bull,1.0000000000
Bull,heldout_market,us_index,source-owned-stock-market-regimes-2000-2026,^DJI,1d,2000-08-24,stock_market_regimes_2000_2026:5574:^DJI:2000-08-24:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GE,1d,2000-08-25,stock_market_regimes_2000_2026:5588:GE:2000-08-25:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,CVX,1d,2000-08-28,stock_market_regimes_2000_2026:5620:CVX:2000-08-28:Bull,1.0000000000
Bull,calibration,us_single_stock,source-owned-stock-market-regimes-2000-2026,GE,1d,2000-08-28,stock_market_regimes_2000_2026:5622:GE:2000-08-28:Bull,1.0000000000
