provider,symbol,timeframe,data_status,any_existing_packet_overlap,matched_roots,full_main_roots_attached,bull_source_status,bear_source_status,sideways_source_status,crisis_source_status,manipulation_overlay_status,unsupported_reason
yfinance,YM=F,1d,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^DJI,1d,ok,True,Bull,False,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,^GSPC,1d,ok,True,Bull,False,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,^NDX,1d,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^VIX,1d,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,CL=F,1w,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,DIA,1w,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,ES=F,1w,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GC=F,1w,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GLD,1w,ok,True,Sideways,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,NQ=F,1w,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,QQQ,1w,ok,True,Bear;Sideways,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,SPY,1w,ok,True,Bear;Sideways,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,existing_packet_overlap,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,USO,1w,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,YM=F,1w,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^DJI,1w,ok,True,Bull,False,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,^GSPC,1w,ok,True,Bull,False,existing_packet_overlap,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no cell has all four MainRegimeV2 root labels attached from existing accepted packets
yfinance,^NDX,1w,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^VIX,1w,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,CL=F,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,DIA,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,ES=F,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GC=F,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GLD,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,NQ=F,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,QQQ,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,SPY,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,USO,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,YM=F,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^DJI,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^GSPC,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^NDX,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^VIX,1mo,ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,CL=F,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,DIA,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,ES=F,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GC=F,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,GLD,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,NQ=F,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,QQQ,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,SPY,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,USO,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,YM=F,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^DJI,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^GSPC,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^NDX,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
yfinance,^VIX,4h,derived_ok,False,,False,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,unsupported_no_existing_accepted_packet_for_symbol_timeframe,not_applicable_to_bar_ohlcv_cell,no accepted source packet overlaps this symbol/timeframe
